Fold,swap_proportion,Feature,Shap,Importance
0,0.1,sex,0.1338065932694918,0.4251577544308654
0,0.1,age,0.3678651787582607,2.5337031125443255
0,0.1,race,0.09262937608332608,0.20136820887679555
0,0.1,priors_count,0.13478918384998764,0.2847658813732131
0,0.1,c_charge_degree,0.1814642204051071,0.3741530317631072
0,0.1,sex,0.1338065932694918,0.4251577544308654
0,0.1,age,0.3678651787582607,2.5337031125443255
0,0.1,race,0.09262937608332608,0.20136820887679555
0,0.1,priors_count,0.13478918384998764,0.2847658813732131
0,0.1,c_charge_degree,0.1814642204051071,0.3741530317631072
0,0.1,sex,0.1338065932694918,0.4251577544308654
0,0.1,age,0.3678651787582607,2.5337031125443255
0,0.1,race,0.09262937608332608,0.20136820887679555
0,0.1,priors_count,0.13478918384998764,0.2847658813732131
0,0.1,c_charge_degree,0.1814642204051071,0.3741530317631072
0,0.1,sex,0.1338065932694918,0.4251577544308654
0,0.1,age,0.3678651787582607,2.5337031125443255
0,0.1,race,0.09262937608332608,0.20136820887679555
0,0.1,priors_count,0.13478918384998764,0.2847658813732131
0,0.1,c_charge_degree,0.1814642204051071,0.3741530317631072
0,0.1,sex,0.1338065932694918,0.4251577544308654
0,0.1,age,0.3678651787582607,2.5337031125443255
0,0.1,race,0.09262937608332608,0.20136820887679555
0,0.1,priors_count,0.13478918384998764,0.2847658813732131
0,0.1,c_charge_degree,0.1814642204051071,0.3741530317631072
0,0.3,sex,0.13473778236041714,0.4251577544308654
0,0.3,age,0.34447794007328225,2.5337031125443255
0,0.3,race,0.09458738032632175,0.20136820887679555
0,0.3,priors_count,0.13744874845636057,0.2847658813732131
0,0.3,c_charge_degree,0.1793175820431475,0.3741530317631072
0,0.3,sex,0.13473778236041714,0.4251577544308654
0,0.3,age,0.34447794007328225,2.5337031125443255
0,0.3,race,0.09458738032632175,0.20136820887679555
0,0.3,priors_count,0.13744874845636057,0.2847658813732131
0,0.3,c_charge_degree,0.1793175820431475,0.3741530317631072
0,0.3,sex,0.13473778236041714,0.4251577544308654
0,0.3,age,0.34447794007328225,2.5337031125443255
0,0.3,race,0.09458738032632175,0.20136820887679555
0,0.3,priors_count,0.13744874845636057,0.2847658813732131
