"Swap 
 Percentage",Measurement,Feature,internet,paid,Walc,famrel,higher,Medu,sex,famsup,guardian,Fjob,health,studytime,traveltime,schoolsup,reason,romantic,goout,nursery,freetime,Pstatus,activities,absences,age,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,"Wasserstein
 distance",higher,-,-,-,-,-,-,-,-,0.017/0.023,-,-,-,-,-,-,-,-,-,-,-,-,0.0096/0.0066,-,,0.022986558151224197,0.022986558151224197,0.03778817088858617,0.05619351705632267,[],"[0.022986558151224197, 0.00661666732349975]","[0.03996737307464433, 0.01622614398167833]"
50%,"Total variation
 distance",higher,-,-,-,-,-,-,-,-,0.4075/0.4845,-,-,-,-,-,-,-,-,-,-,-,-,0.2708/0.232,-,,0.48447806971307666,0.48447806971307666,0.8427278613736899,2.111335537838091,[],"[0.48447806971307666, 0.23202151360814977]","[1.3764777776661785, 0.7348577601719124]"
50%,"Jensen-Shannon
 divergence",higher,-,-,-,-,-,-,-,-,0.0617/0.0715,-,-,-,-,-,-,-,-,-,-,-,-,0.0468/0.0543,-,,0.07145265167426045,0.07145265167426045,0.13431070697457287,0.23420108731738437,[],"[0.07145265167426045, 0.054263458926364395]","[0.1331302286171256, 0.10107085870025878]"
70%,"Hellinger
 distance",higher,-,-,-,-,-,-,-,-,0.4121/0.4771,-,-,-,-,-,-,-,-,-,-,-,-,0.3189/0.3137,-,,0.477099687267511,0.477099687267511,0.8725201798665334,1.5217851854198612,[],"[0.477099687267511, 0.31374129793053396]","[0.8891749392423975, 0.6326102461774636]"
70%,"Wasserstein
 distance",higher,-,-,-,-,-,-,-,-,0.0254/0.0343,-,-,-,-,-,-,-,-,-,-,-,-,0.0161/0.008,-,,0.034259185818155645,0.034259185818155645,0.055374160033860254,0.08370522592107668,[],"[0.034259185818155645, 0.007970762613253581]","[0.059654941109111695, 0.024050284811964993]"
70%,"Total variation
 distance",higher,-,-,-,-,-,-,-,-,0.6498/0.7145,-,-,-,-,-,-,-,-,-,-,-,-,0.5212/0.297,-,,0.7144509406290341,0.7144509406290341,1.220178641074214,3.1938883676046803,[],"[0.7144509406290341, 0.2970044602613252]","[2.078690326762475, 1.1151980408422055]"
70%,"Jensen-Shannon
 divergence",higher,-,-,-,-,-,-,-,-,0.0737/0.0835,-,-,-,-,-,-,-,-,-,-,-,-,0.0581/0.0603,-,,0.08345569852047448,0.08345569852047448,0.15534347518549524,0.27565434195484584,[],"[0.08345569852047448, 0.06031985480956703]","[0.15720212294344202, 0.11845221901140385]"
10%,"Hellinger
 distance",internet,-,-,0.0904/0.1395,-,0.0099/0.0171,-,-,-,0.0971/0.0535,-,-,-,0.0764/0.0617,0.0535/0.0918,-,-,-,0.1157/0.1668,-,0.0773/0.0851,-,0.0634/0.0706,-,,0.08506388855135608,0.08506388855135608,0.42810724127846556,1.2696568730493096,[],"[0.13950433907094759, 0.01711134893866663, 0.05348832556722978, 0.061672557542321337, 0.09180313943210881, 0.16684343184569245, 0.08506388855135608, 0.07059967450589641]","[0.22986249740871761, 0.026990590854603428, 0.15058573478575255, 0.13805935797660876, 0.1452914649993386, 0.28249717109722067, 0.16240281393800524, 0.133967241989063]"
10%,"Wasserstein
 distance",internet,-,-,0.0014/0.0029,-,0.0001/0.0001,-,-,-,0.0017/0.0009,-,-,-,0.0011/0.0006,0.0009/0.002,-,-,-,0.0021/0.0024,-,0.0016/0.0014,-,0.0011/0.0008,-,,0.00135122035283287,0.00135122035283287,0.0068337250610292,0.02088210432510957,[],"[0.0028562498309350195, 0.00014949671988789, 0.00089985525624826, 0.00060086181647248, 0.00195351963776582, 0.0024034472658899498, 0.00135122035283287, 0.00075035853636037]","[0.0042074701837678695, 0.00029899343977578, 0.00255294398577782, 0.00165308872952955, 0.00285768729939547, 0.004509338560464579, 0.0029999966769810498, 0.0018025854494174499]"
10%,"Total variation
 distance",internet,-,-,0.0305/0.0621,-,0.0026/0.005,-,-,-,0.0342/0.0164,-,-,-,0.0249/0.016,0.0229/0.0375,-,-,-,0.0466/0.0687,-,0.0307/0.0305,-,0.0218/0.0205,-,,0.03051148090815272,0.03051148090815272,0.15891845032734536,0.7278802751935078,[],"[0.06211067341406603, 0.00499999999999999, 0.01638761965462861, 0.016044767090139116, 0.03747226522187819, 0.06874658961868083, 0.03051148090815272, 0.02054054293083978]","[0.1547325729173195, 0.0126315789473684, 0.06696063222703551, 0.05703448540595579, 0.09783493894829529, 0.18409676696342764, 0.09175724785546951, 0.06283205192863624]"
10%,"Jensen-Shannon
 divergence",internet,-,-,0.0179/0.0274,-,0.002/0.0034,-,-,-,0.0191/0.0107,-,-,-,0.0151/0.0123,0.0104/0.0181,-,-,-,0.0228/0.033,-,0.0153/0.0169,-,0.0125/0.014,-,,0.01690694150338401,0.01690694150338401,0.08480395098319166,0.2508998079683047,[],"[0.02739747353027714, 0.0034265582699529, 0.01065270650574976, 0.01230078255010246, 0.018124386489278423, 0.03295208335690551, 0.01690694150338401, 0.01403308675396511]","[0.04526630022128601, 0.005390571518587, 0.029799912277292125, 0.02741800410230958, 0.02853748557785008, 0.055769611469345344, 0.0321696756961168, 0.026548247105517758]"
30%,"Hellinger
 distance",internet,-,-,0.188/0.2833,-,0.0239/0.0878,-,-,-,0.2089/0.1401,-,-,-,0.1901/0.1426,0.1101/0.1919,-,-,-,0.2198/0.3044,-,0.1945/0.2137,-,0.1589/0.19,-,,0.21365739227421207,0.21365739227421207,0.990537890492177,2.847896772674668,[],"[0.2832915950341452, 0.0878105747937354, 0.1401415017884287, 0.14264433010613162, 0.19188496992290913, 0.3043549574981432, 0.21365739227421207, 0.18997567501822457]","[0.4713283545405166, 0.11166117461315478, 0.34901304613882844, 0.3327542708033512, 0.3020016120925527, 0.5241702343829893, 0.4081094778054839, 0.348858602297791]"
30%,"Wasserstein
 distance",internet,-,-,0.0044/0.012,-,0.0004/0.0017,-,-,-,0.0051/0.0022,-,-,-,0.0044/0.0021,0.0014/0.0057,-,-,-,0.0054/0.0105,-,0.0052/0.0054,-,0.0027/0.0033,-,,0.00540488141133154,0.00540488141133154,0.02688712881868372,0.07194673391450915,[],"[0.01202011126637086, 0.00165021379260866, 0.0022496381406206896, 0.0021044538261141797, 0.00570962472494917, 0.010516519256729171, 0.00540488141133154, 0.00330905239598009]","[0.0163727657646453, 0.00209870395227233, 0.00735840104909735, 0.00645854579284906, 0.00706228254624248, 0.01593002547882346, 0.01065451622893335, 0.00601149310164582]"
30%,"Total variation
 distance",internet,-,-,0.1156/0.256,-,0.0087/0.0388,-,-,-,0.1331/0.0552,-,-,-,0.1173/0.0593,0.0461/0.1175,-,-,-,0.14/0.257,-,0.1157/0.1282,-,0.0779/0.1043,-,,0.1282261532230322,0.1282261532230322,0.6363721801764632,2.7869057413197833,[],"[0.25600760103819054, 0.03884617682198323, 0.05518786491278187, 0.05927830729374922, 0.1174612725678839, 0.2569642890168706, 0.1282261532230322, 0.10432038903237058]","[0.6275820949711838, 0.08638453865194093, 0.2434738912426906, 0.2358117994897421, 0.2809956572088798, 0.6539500720695166, 0.37219503966098294, 0.28651264802484633]"
30%,"Jensen-Shannon
 divergence",internet,-,-,0.0365/0.0538,-,0.0047/0.0172,-,-,-,0.0406/0.0277,-,-,-,0.0369/0.0281,0.0215/0.0373,-,-,-,0.0428/0.0586,-,0.038/0.0417,-,0.031/0.0372,-,,0.04170170723752838,0.04170170723752838,0.1924813179059248,0.5536000493147298,[],"[0.053790613590164814, 0.017197636291787395, 0.027671404481043375, 0.02811415109905153, 0.037287087849442804, 0.05862935379550901, 0.04170170723752838, 0.03716726699226553]","[0.09031274465394692, 0.021895073450235246, 0.06829614068644882, 0.06502837965986195, 0.05879038643681267, 0.10144126463156486, 0.07965632406693396, 0.06817973572892541]"
50%,"Hellinger
 distance",internet,-,-,0.257/0.3815,-,0.0467/0.1527,-,-,-,0.2618/0.1825,-,-,-,0.2407/0.204,0.1484/0.2726,-,-,-,0.2805/0.4024,-,0.2678/0.2863,-,0.2066/0.2483,-,,0.2863402031105221,0.2863402031105221,1.351560756348157,3.8399721884263505,[],"[0.381548721668807, 0.1526678785975725, 0.18250979969002026, 0.20402640610883696, 0.2725952020211152, 0.40241968052410754, 0.2863402031105221, 0.248333214754288]","[0.6385561389754184, 0.19941695328404951, 0.4442912220911015, 0.44475703432879865, 0.4210266580556379, 0.6829078243178643, 0.5540990157007868, 0.45491734167269315]"
50%,"Wasserstein
 distance",internet,-,-,0.0066/0.0219,-,0.0009/0.0029,-,-,-,0.0072/0.0022,-,-,-,0.0057/0.0044,0.0027/0.0105,-,-,-,0.0086/0.0182,-,0.0074/0.0087,-,0.0039/0.0063,-,,0.00870530899654891,0.00870530899654891,0.04625557885492883,0.11803484769379452,[],"[0.021932893769706648, 0.0028519374255536497, 0.0022496381406207, 0.00435696690365582, 0.01051651925672916, 0.0181767886825233, 0.00870530899654891, 0.00631048654142166]","[0.02853518640860181, 0.00375179268180192, 0.00945997993829066, 0.010063716691684058, 0.013218959962394911, 0.02674122576994706, 0.01605796017180445, 0.010206026069269639]"
50%,"Total variation
 distance",internet,-,-,0.2165/0.4712,-,0.034/0.0767,-,-,-,0.2131/0.0771,-,-,-,0.1942/0.1179,0.101/0.2303,-,-,-,0.2299/0.4522,-,0.1823/0.2198,-,0.1552/0.1853,-,,0.21975905165876944,0.21975905165876944,1.134985496661835,4.987114635902058,[],"[0.47116091664672205, 0.0766922121612274, 0.07705516092783675, 0.1178747619381657, 0.23032995531734662, 0.45223638205518, 0.21975905165876944, 0.1853444493008828]","[1.158808383159712, 0.18742357357899536, 0.3671858683874214, 0.42998517589565255, 0.561659646254705, 1.1343823707842455, 0.6218245567745753, 0.5258450610667516]"
50%,"Jensen-Shannon
 divergence",internet,-,-,0.0495/0.0698,-,0.0089/0.0298,-,-,-,0.0505/0.0361,-,-,-,0.0463/0.0398,0.0286/0.0521,-,-,-,0.0541/0.0758,-,0.0521/0.0553,-,0.0397/0.0481,-,,0.05528026245538016,0.05528026245538016,0.2587351481074603,0.7365273410478939,[],"[0.06981111555952688, 0.029848775858415822, 0.03608578494842404, 0.039846280212459576, 0.05209730434149264, 0.07579073483960636, 0.05528026245538016, 0.04814951308885476]","[0.11929753870841962, 0.03877397407109259, 0.08658961854954039, 0.08614430280219287, 0.08065288167741569, 0.12985845053977943, 0.10738041347901248, 0.08783016122044078]"
70%,"Hellinger
 distance",internet,-,-,0.2956/0.4627,-,0.054/0.1775,-,-,-,0.3332/0.2212,-,-,-,0.2949/0.2541,0.1668/0.3319,-,-,-,0.3494/0.4873,-,0.3177/0.354,-,0.2444/0.313,-,,0.3539892201282443,0.3539892201282443,1.6548873159786792,4.657874677441595,[],"[0.46270756951197234, 0.17753880866174415, 0.22124163644935924, 0.25408500156800573, 0.3319403165161864, 0.48730945343815923, 0.3539892201282443, 0.3129841854271988]","[0.7583222903964675, 0.231519990370951, 0.554442652767732, 0.5489414992340174, 0.4987837483618789, 0.8367417168571886, 0.6716909030755064, 0.5574318763778537]"
70%,"Wasserstein
 distance",internet,-,-,0.0099/0.0322,-,0.0009/0.0036,-,-,-,0.0117/0.0044,-,-,-,0.0092/0.0072,0.0039/0.0156,-,-,-,0.0131/0.0276,-,0.0111/0.0132,-,0.0066/0.0111,-,,0.01321464755701358,0.01321464755701358,0.07068607407468568,0.1813423961609365,[],"[0.03215904439742282, 0.0036051708988349604, 0.00435840437211627, 0.007210341797669962, 0.01562815710212678, 0.02764539343157677, 0.01321464755701358, 0.01112169347858304]","[0.04206895196383764, 0.004505026155083231, 0.01608239713563229, 0.01637420323310577, 0.019533758909198, 0.040717731611004754, 0.024329153693294324, 0.017731173459780487]"
70%,"Total variation
 distance",internet,-,-,0.3544/0.7011,-,0.0694/0.1013,-,-,-,0.3682/0.117,-,-,-,0.3518/0.1848,0.1979/0.3401,-,-,-,0.3598/0.669,-,0.25/0.3368,-,0.2835/0.3087,-,,0.3368200852780273,0.3368200852780273,1.7162388479790227,7.752627152911533,[],"[0.7011331250703933, 0.10128375935358107, 0.1170290718939679, 0.18479592347667986, 0.34006804811152896, 0.6690203984819734, 0.3368200852780273, 0.30868711373583924]","[1.756618988046156, 0.27193259807224146, 0.602255627082673, 0.7214019775855761, 0.8780329216198832, 1.6978211140023414, 0.9236507732165145, 0.900913153286146]"
70%,"Jensen-Shannon
 divergence",internet,-,-,0.0559/0.0814,-,0.0102/0.0347,-,-,-,0.0633/0.0437,-,-,-,0.0558/0.0492,0.0315/0.0623,-,-,-,0.0666/0.0892,-,0.0614/0.0676,-,0.0464/0.0596,-,,0.06759266571474724,0.06759266571474724,0.31147116929996743,0.8787579094849342,[],"[0.08138919797195453, 0.034652577962133405, 0.04367982291725479, 0.0492148121427595, 0.06234587629803477, 0.08923246092961137, 0.06759266571474724, 0.05964959323394473]","[0.13725004364580964, 0.04481155643726789, 0.1070112757026011, 0.10503335595668267, 0.09386882365422494, 0.15581138122779398, 0.1289449272435197, 0.10602654561703423]"
10%,"Hellinger
 distance",romantic,0.0395/0.1517,0.0675/0.1668,0.0593/0.0904,0.0535/0.0819,0.0/0.0171,-,-,-,0.0576/0.0576,0.0846/0.0576,-,0.0773/0.0887,0.0395/0.0518,0.0436/0.0935,0.0732/0.0279,-,-,0.0788/0.1134,-,0.0928/0.0877,-,0.0494/0.0819,-,,0.08771102344456302,0.08771102344456302,0.6717343551132422,1.9845857320447582,[],"[0.15171575364521073, 0.16684343184569245, 0.09035815833777, 0.08192389751617202, 0.01711134893866663, 0.05758044155477556, 0.05758044155477556, 0.08866314839692477, 0.05179331562638454, 0.09349814937295406, 0.02794271580696516, 0.1134009397803317, 0.08771102344456302, 0.08192389751617202]","[0.1912327213089579, 0.2343031153164048, 0.1496336098333908, 0.13541222308340178, 0.01711134893866663, 0.11516088310955112, 0.14215147396415456, 0.16600207378357393, 0.09131028329013174, 0.13710723302424704, 0.10118952520606855, 0.19218484626131965, 0.18046628782903357, 0.131320107095856]"
10%,"Wasserstein
 distance",romantic,0.0006/0.0035,0.0012/0.0024,0.0009/0.0017,0.0006/0.0012,0.0/0.0001,-,-,-,0.0008/0.001,0.0013/0.001,-,0.0014/0.0018,0.0006/0.0011,0.0008/0.0015,0.0012/0.0003,-,-,0.0011/0.0015,-,0.0017/0.0012,-,0.0008/0.0018,-,,0.0011988486960240502,0.0011988486960240502,0.011256815513866146,0.03288927837533611,[],"[0.00345711164740752, 0.0024034472658899498, 0.00165021379260865, 0.00120172363294498, 0.00014949671988789, 0.0010493519761361502, 0.0010493519761361502, 0.0018040229178779201, 0.00105078944459662, 0.00149927960426031, 0.00029899343977578, 0.0015007170727207501, 0.0011988486960240502, 0.0018025854494174702]","[0.00406084840080092, 0.0036066083672953797, 0.0025515065173173698, 0.00180258544941746, 0.00014949671988789, 0.0018011479809569902, 0.00239913486050856, 0.00315524327071077, 0.0016516512610691, 0.00225251307754161, 0.00150215454118121, 0.00255150651731738, 0.00285049995709317, 0.0025543814542383003]"
10%,"Total variation
 distance",romantic,0.0138/0.072,0.0245/0.0687,0.0198/0.0322,0.0152/0.0286,0.0/0.005,-,-,-,0.0199/0.0193,0.0299/0.0183,-,0.0254/0.0357,0.0135/0.019,0.0193/0.0346,0.0246/0.0064,-,-,0.0256/0.0423,-,0.0331/0.0299,-,0.0173/0.0338,-,,0.02987044817927168,0.02987044817927168,0.2527966581270747,1.1737140805519346,[],"[0.07195029332238459, 0.06874658961868083, 0.03222836278285383, 0.028589912280701735, 0.00499999999999999, 0.019257950741272078, 0.01831069657770554, 0.03571811740890686, 0.01899999999999997, 0.03464445724526366, 0.00642156862745097, 0.04230871593119416, 0.02987044817927168, 0.033805307179920155]","[0.1577185366923018, 0.16202654485246476, 0.08423472981951835, 0.07234959165154259, 0.00999999999999998, 0.0584621885712336, 0.06649184133468276, 0.0968646771974756, 0.051494674185463586, 0.08860789442363766, 0.03746402490615009, 0.11024802715261356, 0.09284155106422964, 0.08490979870062057]"
10%,"Jensen-Shannon
 divergence",romantic,0.0078/0.0298,0.0133/0.033,0.0117/0.0179,0.0106/0.0163,0.0/0.0034,-,-,-,0.0113/0.0114,0.0168/0.0115,-,0.0154/0.0175,0.0078/0.0103,0.0085/0.0186,0.0145/0.0056,-,-,0.0156/0.0225,-,0.0184/0.0174,-,0.0097/0.0162,-,,0.017402960461462353,0.017402960461462353,0.13303080339664475,0.39238565919956425,[],"[0.02978001795238851, 0.03295208335690551, 0.01788142745169485, 0.01626348036826064, 0.0034265582699529, 0.011424302009181542, 0.01147547179704014, 0.01749321317598696, 0.01028259032080417, 0.018578984623156984, 0.00564750600598758, 0.022451518370486274, 0.017402960461462353, 0.016195571707056385]","[0.03754228643065757, 0.046261913483333174, 0.029559874018849713, 0.026836711024445292, 0.0034265582699529, 0.02272920279960916, 0.028237382257740907, 0.032852142456485, 0.01803585221157579, 0.027058981519397864, 0.02012954003494556, 0.03803932191161601, 0.035802062990482435, 0.025873829790472896]"
30%,"Hellinger
 distance",romantic,0.1377/0.2933,0.1557/0.3044,0.1641/0.1504,0.154/0.2093,0.0198/0.0878,-,-,-,0.154/0.109,0.1583/0.1459,-,0.1693/0.1961,0.1456/0.1287,0.0831/0.2286,0.1656/0.0296,-,-,0.1626/0.254,-,0.1922/0.187,-,0.1233/0.2198,-,,0.18697262671347745,0.18697262671347745,1.4589120977758208,4.529224085647211,[],"[0.2932932327518125, 0.3043549574981432, 0.15044866645796837, 0.20932973488524712, 0.0878105747937354, 0.10899386155790527, 0.1459286277168197, 0.1960564590975847, 0.1286729722026491, 0.22856449994132472, 0.0296377257478104, 0.2539873170303342, 0.18697262671347745, 0.2198276857298743]","[0.43103762849354066, 0.46001852055539566, 0.3145464903368188, 0.36337766118878423, 0.107569058625609, 0.26296241467431253, 0.3042739436280773, 0.36531148443506495, 0.2743129391221292, 0.3116905512563649, 0.19521514868179782, 0.4165942786666452, 0.379206098556528, 0.3431078674261428]"
30%,"Wasserstein
 distance",romantic,0.002/0.0129,0.0018/0.0105,0.0029/0.0023,0.0015/0.0044,0.0003/0.0017,-,-,-,0.002/0.0016,0.0019/0.0028,-,0.0028/0.006,0.0018/0.0027,0.0014/0.0053,0.002/0.0005,-,-,0.0021/0.0066,-,0.0026/0.0026,-,0.0014/0.0066,-,,0.0025529439857778597,0.0025529439857778597,0.03574912187742278,0.09267502911434959,[],"[0.012922841459540091, 0.010516519256729171, 0.0022539505460020697, 0.004356966903655821, 0.00165021379260866, 0.0016473388556877302, 0.00284906248863274, 0.006011493101645881, 0.00270675311104713, 0.005253947222983181, 0.00045136509658459, 0.0066037301073556195, 0.0025529439857778597, 0.006615229855039301]","[0.014880673502687292, 0.012321979643067561, 0.00510876290847664, 0.005859121444837031, 0.0019506447008449, 0.00359798355653263, 0.0047982697210171895, 0.008859118121818142, 0.00450646362354366, 0.006609479981197421, 0.0024034472658899498, 0.00870674646500933, 0.0051058879715556995, 0.007966450207872152]"
30%,"Total variation
 distance",romantic,0.0639/0.27,0.0721/0.257,0.0884/0.0641,0.063/0.1186,0.0079/0.0388,-,-,-,0.0618/0.0424,0.0712/0.0619,-,0.0673/0.1242,0.0646/0.0597,0.0381/0.1261,0.067/0.0108,-,-,0.0754/0.1724,-,0.0829/0.0906,-,0.0499/0.1481,-,,0.09064174806878036,0.09064174806878036,0.8829133648450156,4.042491980405276,[],"[0.2699662383346094, 0.2569642890168706, 0.06406906634402094, 0.11856691156112398, 0.03884617682198323, 0.042358047358047324, 0.06190262628903048, 0.12415044463460782, 0.05966489789798055, 0.12613001937285218, 0.010828703703703679, 0.17235376625329593, 0.09064174806878036, 0.14810029789556398]","[0.6038791527755588, 0.5860381351432982, 0.21653080972677102, 0.30010471449215403, 0.08558709048607172, 0.14647501746639666, 0.19498798760841257, 0.3156245842453496, 0.1839613138159172, 0.2903244928101584, 0.08862903808789749, 0.42009173895743024, 0.2641696949435949, 0.3460882098462651]"
30%,"Jensen-Shannon
 divergence",romantic,0.0269/0.0556,0.0305/0.0586,0.032/0.0296,0.0303/0.041,0.0039/0.0172,-,-,-,0.0302/0.0216,0.0312/0.0288,-,0.0335/0.0381,0.0285/0.0252,0.0162/0.045,0.0328/0.0058,-,-,0.032/0.0494,-,0.0381/0.0369,-,0.0241/0.0427,-,,0.03685202262381144,0.03685202262381144,0.2845597955744316,0.8856683526170614,[],"[0.05557305861177349, 0.05862935379550901, 0.02963138877120277, 0.0409669242062168, 0.017197636291787395, 0.021593135836515752, 0.028766867851920758, 0.038053963579041096, 0.025246539751837254, 0.04503646041271786, 0.00578917396159911, 0.04942299431278865, 0.03685202262381144, 0.04265602589451895]","[0.08251563216025637, 0.08909304155863086, 0.06160153061461798, 0.07129047826487536, 0.021059326046204287, 0.051816415775650965, 0.05998207398357844, 0.07159335440575493, 0.05377016660383642, 0.06118694060782925, 0.03859579037874961, 0.08142803011934144, 0.07494732521826583, 0.0667882468794697]"
50%,"Hellinger
 distance",romantic,0.1976/0.3912,0.2047/0.4024,0.2092/0.1652,0.2204/0.2741,0.0296/0.1527,-,-,-,0.2066/0.1619,0.248/0.211,-,0.2603/0.2624,0.193/0.1967,0.1183/0.2818,0.2231/0.0706,-,-,0.2113/0.3401,-,0.2408/0.2581,-,0.1899/0.2855,-,,0.2581044079958278,0.2581044079958278,1.9850204212279134,6.20657292453055,[],"[0.39124749497707095, 0.40241968052410754, 0.16516286170360284, 0.2741340606550514, 0.1526678785975725, 0.16194349748128897, 0.2110469539418623, 0.26243876328060495, 0.19673950296326645, 0.2818169522238739, 0.07059967450589641, 0.34005242186961687, 0.2581044079958278, 0.2854578757445282]","[0.5888199918328672, 0.6070882943503867, 0.37438290797414403, 0.4945004360287718, 0.1823056043453829, 0.36849563584400624, 0.45907653703076046, 0.5227457726076778, 0.38978014708546027, 0.40011782636860904, 0.2936544937750989, 0.5513361581631873, 0.49891059029266005, 0.47535852883153795]"
