Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
priors_count,['sex'],Reweighing,-0.1763,-0.1915,-0.0152,0.1964,0.2186,0.0222,0.7326,0.515,-0.2176,0.0104,0.0187,0.0083,0.5199,0.2312,-0.2887,0.6142,0.3026,-0.3116,59.54,54.45,-0.0509,61.85,65.47,0.0362,69.08,36.09,-0.3299,65.21,46.35,-0.1886,0.05963177696733894,0.006671507606561375,8.94,200.61,253.51,0.34456236532569795,0.28
race,None,Reweighing,-0.2824,-0.2045,0.0779,0.2584,0.2352,-0.0232,0.6706,0.5189,-0.1517,-0.0339,0.0159,0.0498,0.5082,0.245,-0.2632,0.6116,0.3334,-0.2782,60.35,56.31,-0.0405,62.55,66.83,0.0428,69.63,40.57,-0.2906,65.81,50.42,-0.1539,0.07697422698100737,0.00782512445282295,9.84,212.29,255.81,0.34456236532569795,0.28
race,['age'],Reweighing,-0.4831,-0.4831,0.0,0.4213,0.4213,0.0,0.5787,0.5787,0.0,-0.0589,-0.0589,0.0,0.6629,0.6629,0.0,0.7221,0.7221,0.0,57.46,57.46,0.0,58.69,58.69,0.0,77.1,77.1,0.0,66.41,66.41,0.0,0.1726624707893123,0.07621722546661441,2.27,256.12,256.12,1.0,0.0
race,['c_charge_degree'],Reweighing,-0.3514,-0.2095,0.1419,0.3075,0.2377,-0.0698,0.6182,0.4874,-0.1308,-0.0512,0.0147,0.0658,0.4916,0.2272,-0.2644,0.601,0.306,-0.295,60.78,55.18,-0.056,63.13,66.53,0.034,69.05,37.07,-0.3198,65.89,47.56,-0.1833,0.06472899445579693,0.00758625674727024,8.53,204.54,256.08,0.40081416938293446,0.25
race,['priors_count'],Reweighing,-0.3118,-0.2174,0.0944,0.2745,0.2405,-0.034,0.6574,0.4818,-0.1756,-0.0449,0.0101,0.0549,0.5162,0.2217,-0.2945,0.6183,0.3043,-0.314,60.26,55.5,-0.0475,62.36,67.06,0.047,70.13,37.17,-0.3296,65.94,47.79,-0.1815,0.06611684378470088,0.007870932051577559,8.4,205.7,256.04,0.40081416938293446,0.25
race,['sex'],Reweighing,-0.3443,-0.1166,0.2277,0.3134,0.1481,-0.1653,0.6182,0.6339,0.0157,-0.038,0.0178,0.0559,0.5199,0.2312,-0.2887,0.6142,0.3026,-0.3116,59.54,54.45,-0.0509,61.85,65.47,0.0362,69.08,36.09,-0.3299,65.21,46.35,-0.1886,0.05963177696733894,0.00325644994930185,18.31,200.86,252.89,0.5995101785600032,0.16
sex,None,Reweighing,-0.4854,-0.4413,0.0441,0.4051,0.4576,0.0525,0.5685,0.3514,-0.2171,-0.0792,0.0008,0.0801,0.5082,0.245,-0.2632,0.6116,0.3334,-0.2782,60.35,56.31,-0.0405,62.55,66.83,0.0428,69.63,40.57,-0.2906,65.81,50.42,-0.1539,0.07697422698100737,0.03801327484310864,2.02,211.31,255.0,0.40081416938293446,0.25
sex,['age'],Reweighing,-0.3978,-0.3978,0.0,0.3442,0.3442,0.0,0.6558,0.6558,0.0,-0.0508,-0.0508,0.0,0.6629,0.6629,0.0,0.7221,0.7221,0.0,57.46,57.46,0.0,58.69,58.69,0.0,77.1,77.1,0.0,66.41,66.41,0.0,0.1726624707893123,0.050395858335648004,3.43,256.45,256.45,1.0,0.0
sex,['c_charge_degree'],Reweighing,-0.5419,-0.5095,0.0324,0.4507,0.4833,0.0326,0.533,0.3068,-0.2262,-0.0888,-0.0308,0.058,0.4916,0.2272,-0.2644,0.601,0.306,-0.295,60.78,55.18,-0.056,63.13,66.53,0.034,69.05,37.07,-0.3198,65.89,47.56,-0.1833,0.06472899445579693,0.04848435520091859,1.34,203.32,255.3,0.40081416938293446,0.25
sex,['priors_count'],Reweighing,-0.5,-0.4746,0.0254,0.4176,0.4746,0.057,0.5629,0.31,-0.2529,-0.0805,-0.0106,0.0699,0.5162,0.2217,-0.2945,0.6183,0.3043,-0.314,60.26,55.5,-0.0475,62.36,67.06,0.047,70.13,37.17,-0.3296,65.94,47.79,-0.1815,0.06611684378470088,0.04168319851266241,1.59,204.63,255.27,0.34456236532569795,0.28
sex,['race'],Reweighing,-0.5038,-0.45,0.0538,0.4147,0.4668,0.0521,0.5586,0.362,-0.1966,-0.0855,0.0015,0.0871,0.5034,0.2655,-0.2379,0.6043,0.3533,-0.251,60.05,56.36,-0.0369,62.46,66.16,0.037,68.67,42.51,-0.2616,65.34,51.47,-0.1387,0.08158937338117596,0.04170990783254401,1.96,213.61,253.11,0.4622499461255427,0.22
age,None,DIR,-0.0126,-0.0389,-0.0263,0.4332,0.0702,-0.363,0.489,0.909,0.42,0.0332,0.0113,-0.022,0.5082,0.6629,0.1547,0.6116,0.7221,0.1105,60.35,57.46,-0.029,62.55,58.69,-0.0386,69.63,77.1,0.0747,65.81,66.41,0.006,0.17266247078931238,0.0026379421158390305,65.45,257.85,256.83,0.8336348830246822,-0.06
age,['c_charge_degree'],DIR,-0.0472,0.0037,0.0509,0.4565,0.05,-0.4065,0.4695,0.9292,0.4597,0.0156,0.0276,0.012,0.4916,0.594,0.1024,0.601,0.6559,0.0549,60.78,57.11,-0.0367,63.13,59.2,-0.0393,69.05,70.67,0.0162,65.89,64.4,-0.0149,0.15387234903239008,0.0015625546886940422,98.47,249.76,257.23,0.7527138062630524,-0.09
age,['priors_count'],DIR,-0.0314,-0.1069,-0.0755,0.4642,0.1197,-0.3445,0.4679,0.8371,0.3692,0.0268,-0.0058,-0.0326,0.5162,0.5592,0.043,0.6183,0.6305,0.0122,60.26,57.69,-0.0256,62.36,60.04,-0.0232,70.13,68.96,-0.0117,65.94,64.13,-0.0181,0.15318834327634398,0.005251776298261201,29.17,248.89,257.09,1.0,0.0
age,['race'],DIR,-0.021,0.0294,0.0504,0.4403,0.0415,-0.3988,0.4819,0.9598,0.4779,0.0321,0.0305,-0.0016,0.5034,0.6078,0.1044,0.6043,0.6731,0.0688,60.05,57.53,-0.0252,62.46,59.3,-0.0316,68.67,72.57,0.039,65.34,65.24,-0.001,0.1615074506058736,0.0034855375392201923,46.34,252.82,254.98,0.8336348830246822,-0.06
age,['sex'],DIR,-0.0096,-0.0254,-0.0158,0.4439,0.0638,-0.3801,0.4975,0.9189,0.4214,0.0095,0.0167,0.0072,0.5199,0.6648,0.1449,0.6142,0.7235,0.1093,59.54,57.44,-0.0209,61.85,58.57,-0.0328,69.08,77.12,0.0804,65.21,66.55,0.0134,0.1726757281999801,0.0022178117164539605,77.86,257.92,254.17,0.7527138062630524,-0.09
c_charge_degree,None,DIR,-0.4457,-0.0536,0.3921,0.4074,0.0578,-0.3496,0.5345,0.9242,0.3897,-0.0475,-0.0069,0.0405,0.5082,0.6544,0.1462,0.6116,0.7199,0.1083,60.35,58.07,-0.0229,62.55,59.04,-0.0351,69.63,77.38,0.0775,65.81,66.96,0.0115,0.17763227056648848,0.0026998310660944,65.79,259.6,255.16,0.6744240722352938,-0.12
c_charge_degree,['age'],DIR,-0.4787,-0.0551,0.4236,0.4283,0.0554,-0.3729,0.5717,0.921,0.3493,-0.0495,-0.0091,0.0404,0.6629,0.594,-0.0689,0.7221,0.6559,-0.0662,57.46,57.11,-0.0035,58.69,59.2,0.0051,77.1,70.67,-0.0643,66.41,64.4,-0.0201,0.15387234903239008,0.002476558710081226,62.13,249.6,256.13,0.7527138062630524,-0.09
c_charge_degree,['priors_count'],DIR,-0.4578,-0.0666,0.3912,0.4261,0.0835,-0.3426,0.5235,0.8666,0.3431,-0.042,0.0002,0.0422,0.5162,0.465,-0.0512,0.6183,0.5477,-0.0706,60.26,57.86,-0.024,62.36,61.7,-0.0066,70.13,61.51,-0.0862,65.94,61.54,-0.044,0.1351346006486921,0.002722301715692161,49.64,240.93,255.43,1.0,0.0
c_charge_degree,['race'],DIR,-0.4545,-0.038,0.4165,0.4103,0.0538,-0.3565,0.5287,0.9175,0.3888,-0.0524,0.0022,0.0545,0.5034,0.542,0.0386,0.6043,0.6128,0.0085,60.05,57.47,-0.0258,62.46,60.15,-0.0231,68.67,67.07,-0.016,65.34,63.38,-0.0196,0.14694936164099245,0.0019293403859800002,76.17,246.4,253.31,0.6744240722352938,-0.12
c_charge_degree,['sex'],DIR,-0.5198,-0.042,0.4778,0.4533,0.0467,-0.4066,0.5001,0.9391,0.439,-0.0699,-0.0093,0.0606,0.5199,0.6019,0.082,0.6142,0.6612,0.047,59.54,56.92,-0.0262,61.85,58.97,-0.0288,69.08,71.0,0.0192,65.21,64.4,-0.0081,0.15346727132545518,0.00201383205344421,76.21,249.54,252.19,0.6744240722352938,-0.12
priors_count,None,DIR,-0.1722,-0.0192,0.153,0.1848,0.0288,-0.156,0.7461,0.9786,0.2325,0.0031,-0.0087,-0.0118,0.5082,0.6106,0.1024,0.6116,0.6885,0.0769,60.35,58.83,-0.0152,62.55,60.02,-0.0253,69.63,75.24,0.0561,65.81,66.72,0.0091,0.17725581032639512,0.0013102406791760002,135.28,259.12,256.21,1.0,0.0
priors_count,['age'],DIR,-0.3368,-0.0594,0.2774,0.2721,0.0426,-0.2295,0.7239,0.9426,0.2187,-0.0626,-0.0232,0.0394,0.6629,0.5592,-0.1037,0.7221,0.6305,-0.0916,57.46,57.69,0.0024,58.69,60.04,0.0135,77.1,68.96,-0.0814,66.41,64.13,-0.0228,0.15318834327634398,0.0021786992525280008,70.31,249.06,256.71,0.8336348830246822,-0.06
priors_count,['c_charge_degree'],DIR,-0.183,-0.0139,0.1691,0.21,0.0262,-0.1838,0.7127,0.9757,0.263,0.015,-0.0057,-0.0208,0.4916,0.465,-0.0266,0.601,0.5477,-0.0533,60.78,57.86,-0.0292,63.13,61.7,-0.0143,69.05,61.51,-0.0754,65.89,61.54,-0.0435,0.1351346006486921,0.0009557301862533603,141.39,241.09,256.69,0.5995101785600032,0.16
priors_count,['race'],DIR,-0.1692,0.0021,0.1713,0.1852,0.0365,-0.1487,0.7434,1.0024,0.259,0.0067,-0.0036,-0.0103,0.5034,0.485,-0.0184,0.6043,0.5706,-0.0337,60.05,58.36,-0.0169,62.46,61.66,-0.008,68.67,64.05,-0.0462,65.34,62.75,-0.0259,0.14462362890528166,0.0009640254678012004,150.02,245.28,254.4,0.7527138062630524,0.09
priors_count,['sex'],DIR,-0.1763,-0.0077,0.1686,0.1964,0.0167,-0.1797,0.7326,0.9914,0.2588,0.0104,-0.0072,-0.0176,0.5199,0.5531,0.0332,0.6142,0.6281,0.0139,59.54,58.0,-0.0154,61.85,60.3,-0.0155,69.08,68.95,-0.0013,65.21,64.3,-0.0091,0.1550526678185952,0.0009080163827616,170.76,249.96,253.51,0.8336348830246822,0.06
race,None,DIR,-0.2824,-0.1088,0.1736,0.2584,0.0939,-0.1645,0.6706,0.8828,0.2122,-0.0339,-0.0211,0.0128,0.5082,0.6705,0.1623,0.6116,0.7375,0.1259,60.35,58.34,-0.0201,62.55,59.03,-0.0352,69.63,79.2,0.0957,65.81,67.59,0.0178,0.1843651225084856,0.0054535248162745215,33.81,262.1,255.81,0.8336348830246822,-0.06
race,['age'],DIR,-0.4831,-0.1027,0.3804,0.4213,0.0868,-0.3345,0.5787,0.8817,0.303,-0.0589,-0.0214,0.0375,0.6629,0.6078,-0.0551,0.7221,0.6731,-0.049,57.46,57.53,0.0007,58.69,59.3,0.0061,77.1,72.57,-0.0453,66.41,65.24,-0.0117,0.1615074506058736,0.004613057843037001,35.01,252.67,256.12,0.6744240722352938,-0.12
race,['c_charge_degree'],DIR,-0.3514,-0.1167,0.2347,0.3075,0.1097,-0.1978,0.6182,0.8407,0.2225,-0.0512,-0.014,0.0371,0.4916,0.542,0.0504,0.601,0.6128,0.0118,60.78,57.47,-0.0331,63.13,60.15,-0.0298,69.05,67.07,-0.0198,65.89,63.38,-0.0251,0.14694936164099245,0.005306475315012481,27.69,246.13,256.08,1.0,0.0
race,['priors_count'],DIR,-0.3118,-0.1322,0.1796,0.2745,0.1259,-0.1486,0.6574,0.8106,0.1532,-0.0449,-0.0169,0.028,0.5162,0.485,-0.0312,0.6183,0.5706,-0.0477,60.26,58.36,-0.019,62.36,61.66,-0.007,70.13,64.05,-0.0608,65.94,62.75,-0.0319,0.14462362890528166,0.005766199368710878,25.08,244.88,256.04,0.8336348830246822,0.06
race,['sex'],DIR,-0.3443,-0.0913,0.253,0.3134,0.0953,-0.2181,0.6182,0.8733,0.2551,-0.038,-0.0051,0.033,0.5199,0.6165,0.0966,0.6142,0.6856,0.0714,59.54,58.04,-0.015,61.85,59.47,-0.0238,69.08,74.17,0.0509,65.21,65.98,0.0077,0.16891266617167067,0.0045905294526489985,36.8,255.71,252.89,0.8336348830246822,-0.06
sex,None,DIR,-0.4854,-0.0763,0.4091,0.4051,0.0732,-0.3319,0.5685,0.9154,0.3469,-0.0792,-0.0169,0.0623,0.5082,0.685,0.1768,0.6116,0.7433,0.1317,60.35,57.58,-0.0277,62.55,58.51,-0.0404,69.63,79.1,0.0947,65.81,67.09,0.0128,0.17879389960130623,0.003739526580606301,47.81,260.32,255.0,0.5995101785600032,-0.16
sex,['age'],DIR,-0.3978,-0.0971,0.3007,0.3442,0.0803,-0.2639,0.6558,0.9067,0.2509,-0.0508,-0.0267,0.024,0.6629,0.6648,0.0019,0.7221,0.7235,0.0014,57.46,57.44,-0.0001,58.69,58.57,-0.0012,77.1,77.12,0.0002,66.41,66.55,0.0014,0.1726757281999801,0.00449568490939698,38.41,257.67,256.45,0.7527138062630524,-0.09
sex,['c_charge_degree'],DIR,-0.5419,-0.0673,0.4746,0.4507,0.0624,-0.3883,0.533,0.9436,0.4106,-0.0888,-0.0291,0.0597,0.4916,0.6019,0.1103,0.601,0.6612,0.0602,60.78,56.92,-0.0387,63.13,58.97,-0.0416,69.05,71.0,0.0195,65.89,64.4,-0.0149,0.15346727132545518,0.00271160313149754,56.6,249.44,255.3,0.6744240722352938,-0.12
sex,['priors_count'],DIR,-0.5,-0.0835,0.4165,0.4176,0.0775,-0.3401,0.5629,0.898,0.3351,-0.0805,-0.0207,0.0598,0.5162,0.5531,0.0369,0.6183,0.6281,0.0098,60.26,58.0,-0.0226,62.36,60.3,-0.0206,70.13,68.95,-0.0118,65.94,64.3,-0.0164,0.1550526678185952,0.0033849569227319995,45.81,249.71,255.27,0.7527138062630524,-0.09
sex,['race'],DIR,-0.5038,-0.036,0.4678,0.4147,0.0647,-0.35,0.5586,0.9282,0.3696,-0.0855,0.0039,0.0894,0.5034,0.6165,0.1131,0.6043,0.6856,0.0813,60.05,58.04,-0.0201,62.46,59.47,-0.0299,68.67,74.17,0.055,65.34,65.98,0.0064,0.16891266617167067,0.0022477065028897506,75.15,255.9,253.11,0.5995101785600032,-0.16
