Feature,Droped_Attrib,acc_,acc_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after
education,['loan'],0.5548099106991011,0.391649058377695,0.0,0.0805,0.11549999999999999,0.096,0.81,1.16825,0.057749999999999996,0.04025,0.0,0.60825,0.555,0.60825,1.0,0.0,0.555,0.0,0.70225,0.0
housing,None,0.5729522642895878,0.4254587781532073,0.0,-0.034499999999999996,0.23525000000000001,0.096,1.919,0.97625,-0.11762500000000001,-0.017249999999999998,0.0,0.5745,0.573,0.5745,1.0,0.0,0.573,0.0,0.71875,0.0
housing,['age'],0.5835314767217618,0.44003154250215787,0.0,-0.04966666666666666,0.20833333333333334,0.115,1.858666666666667,0.9646666666666667,-0.10416666666666667,-0.02483333333333333,0.0,0.5596666666666666,0.5833333333333334,0.5596666666666666,1.0,0.0,0.5833333333333334,0.0,0.7243333333333334,0.0
housing,['balance'],0.5850222316347017,0.5089867786751722,0.0,-0.10633333333333334,0.20666666666666667,0.14833333333333334,1.9083333333333332,0.8610000000000001,-0.10333333333333333,-0.05316666666666667,0.0,0.49100000000000005,0.5850000000000001,0.49100000000000005,1.0,0.0,0.5850000000000001,0.0,0.725,0.0
housing,['default'],0.5862167073649442,0.49525525467709314,0.0,-0.09033333333333332,0.21,0.12899999999999998,1.8869999999999998,0.8860000000000001,-0.105,-0.04516666666666666,0.0,0.5046666666666667,0.5863333333333334,0.5046666666666667,1.0,0.0,0.5863333333333334,0.0,0.7263333333333333,0.0
housing,['duration'],0.40689560383729667,0.5382315127672798,0.0,0.083,0.6783333333333333,0.15566666666666665,280.3523333333333,1.3143333333333336,-0.33916666666666667,0.0415,0.0,0.46166666666666667,0.40700000000000003,0.46166666666666667,1.0,0.0,0.40700000000000003,0.0,0.572,0.0
housing,['education'],0.5664560490689667,0.467579690543346,0.0,-0.05925,0.22475,0.10225,1.8765,0.938,-0.112375,-0.029625,0.0,0.5325,0.5665,0.5325,1.0,0.0,0.5665,0.0,0.71225,0.0
housing,['loan'],0.5548099106991011,0.5206369948947995,0.0,-0.07824999999999999,0.217,0.10475,1.9104999999999999,0.8955000000000001,-0.1085,-0.03912499999999999,0.0,0.4795,0.555,0.4795,1.0,0.0,0.555,0.0,0.70225,0.0
job,None,0.5729522642895878,0.4091009183585063,0.0,0.10200000000000001,0.14425,0.10200000000000001,1.3895,1.21225,-0.072125,0.051000000000000004,0.0,0.591,0.573,0.591,1.0,0.0,0.573,0.0,0.71875,0.0
job,['age'],0.5722812240287765,0.4895096312126375,0.0,0.021500000000000002,0.1455,0.021500000000000002,1.41925,1.053,-0.07275,0.010750000000000001,0.0,0.5105,0.57225,0.5105,1.0,0.0,0.57225,0.0,0.7182499999999999,0.0
job,['balance'],0.5850222316347017,0.4173405146273139,0.0,0.09733333333333334,0.13466666666666668,0.09733333333333334,1.382,1.2113333333333334,-0.06733333333333334,0.04866666666666667,0.0,0.5826666666666667,0.5850000000000001,0.5826666666666667,1.0,0.0,0.5850000000000001,0.0,0.725,0.0
job,['default'],0.5862167073649442,0.39971029885691856,0.0,0.09366666666666668,0.14533333333333331,0.09366666666666668,1.398,1.1963333333333332,-0.07266666666666666,0.04683333333333334,0.0,0.6003333333333333,0.5863333333333334,0.6003333333333333,1.0,0.0,0.5863333333333334,0.0,0.7263333333333333,0.0
job,['duration'],0.40689560383729667,0.5220484657123695,0.0,0.122,0.20933333333333334,0.122,1.8579999999999999,1.2893333333333332,-0.10466666666666667,0.061,0.0,0.478,0.40700000000000003,0.478,1.0,0.0,0.40700000000000003,0.0,0.572,0.0
job,['education'],0.5664560490689667,0.3712501163189932,0.0,0.051250000000000004,0.13974999999999999,0.05424999999999999,1.40575,1.09375,-0.06987499999999999,0.025625000000000002,0.0,0.6285000000000001,0.5665,0.6285000000000001,1.0,0.0,0.5665,0.0,0.71225,0.0
job,['housing'],0.5120181585981395,0.5183908350259752,0.0,0.062,0.16,0.062,1.70475,1.1480000000000001,-0.08,0.031,0.0,0.4815,0.512,0.4815,1.0,0.0,0.512,0.0,0.65575,0.0
job,['loan'],0.5548099106991011,0.42612059311455736,0.0,0.0985,0.16725,0.0985,1.54325,1.202,-0.083625,0.04925,0.0,0.574,0.555,0.574,1.0,0.0,0.555,0.0,0.70225,0.0
loan,None,0.5729522642895878,0.34484710871092883,0.0,0.10175000000000001,0.23075,0.12375,2.14,1.23975,-0.115375,0.050875000000000004,0.0,0.655,0.573,0.655,1.0,0.0,0.573,0.0,0.71875,0.0
loan,['age'],0.5835314767217618,0.3677733817220345,0.0,0.04566666666666667,0.20299999999999999,0.085,2.0643333333333334,1.1260000000000001,-0.10149999999999999,0.022833333333333334,0.0,0.6323333333333333,0.5833333333333334,0.6323333333333333,1.0,0.0,0.5833333333333334,0.0,0.7243333333333334,0.0
loan,['balance'],0.5850222316347017,0.4057155677062109,0.0,0.04566666666666666,0.19966666666666666,0.08566666666666667,2.0256666666666665,1.1876666666666666,-0.09983333333333333,0.02283333333333333,0.0,0.594,0.5850000000000001,0.594,1.0,0.0,0.5850000000000001,0.0,0.725,0.0
loan,['default'],0.5862167073649442,0.3651004514781336,0.0,0.04700000000000001,0.19699999999999998,0.083,2.0273333333333334,1.131,-0.09849999999999999,0.023500000000000004,0.0,0.6350000000000001,0.5863333333333334,0.6350000000000001,1.0,0.0,0.5863333333333334,0.0,0.7263333333333333,0.0
loan,['duration'],0.40689560383729667,0.4754973372309555,0.0,0.2333333333333333,0.44966666666666666,0.2333333333333333,0.0,2.3433333333333333,-0.22483333333333333,0.11666666666666665,0.0,0.5243333333333333,0.40700000000000003,0.5243333333333333,1.0,0.0,0.40700000000000003,0.0,0.572,0.0
loan,['education'],0.5664560490689667,0.37932024784769747,0.0,0.08125,0.23775,0.10875,2.2555,1.2025000000000001,-0.118875,0.040625,0.0,0.62075,0.5665,0.62075,1.0,0.0,0.5665,0.0,0.71225,0.0
loan,['housing'],0.5120181585981395,0.40105525392837316,0.0,0.0425,0.17875000000000002,0.07050000000000001,1.9425,1.10975,-0.08937500000000001,0.02125,0.0,0.599,0.512,0.599,1.0,0.0,0.512,0.0,0.65575,0.0
