Algo,Features,dropped,metrics,Before,After
fairSMOTE,campaign,['default'],SPD,0.4274255319148937,0.41623404255319146
fairSMOTE,campaign,['default'],FPRD,0.1447659574468085,0.43874468085106383
fairSMOTE,campaign,['duration'],Recall,0.24351063829787234,0.06361702127659574
fairSMOTE,campaign,['duration'],False-alarm,0.23336170212765958,0.5820212765957447
fairSMOTE,campaign,['duration'],AOD,-0.00997872340425531,0.05874468085106383
fairSMOTE,campaign,['duration'],SPD,0.5028085106382979,0.19170212765957445
fairSMOTE,campaign,['duration'],FPRD,0.26248936170212767,0.1640851063829787
fairSMOTE,campaign,['education'],Recall,0.30851063829787234,0.08574468085106383
fairSMOTE,campaign,['education'],False-alarm,0.12234042553191489,0.6142127659574468
fairSMOTE,campaign,['education'],AOD,-0.08245744680851064,0.1995
fairSMOTE,campaign,['education'],SPD,0.42976595744680857,0.3830425531914894
fairSMOTE,campaign,['education'],FPRD,0.14561702127659576,0.40495744680851065
fairSMOTE,campaign,['housing'],Recall,0.28138297872340423,0.08180851063829787
fairSMOTE,campaign,['housing'],False-alarm,0.11806382978723405,0.6029148936170212
fairSMOTE,campaign,['housing'],AOD,-0.06582978723404254,0.18991489361702127
fairSMOTE,campaign,['housing'],SPD,0.3984468085106383,0.3567234042553191
fairSMOTE,campaign,['housing'],FPRD,0.1462127659574468,0.38191489361702124
fairSMOTE,campaign,['loan'],Recall,0.30425531914893617,0.08553191489361703
fairSMOTE,campaign,['loan'],False-alarm,0.12523404255319148,0.5688723404255319
fairSMOTE,campaign,['loan'],AOD,-0.07765957446808511,0.16482978723404254
fairSMOTE,campaign,['loan'],SPD,0.4185106382978724,0.3274255319148936
fairSMOTE,campaign,['loan'],FPRD,0.14617021276595746,0.3445531914893617
fairSMOTE,default,None,Recall,0.31351063829787235,0.07587234042553191
fairSMOTE,default,None,False-alarm,0.12627659574468084,0.5209574468085106
fairSMOTE,default,None,AOD,0.0095531914893617,0.03021276595744681
fairSMOTE,default,None,SPD,0.1692127659574468,0.2614042553191489
fairSMOTE,default,None,FPRD,0.09102127659574467,0.02938297872340425
fairSMOTE,default,['age'],Recall,0.3128723404255319,0.07125531914893618
fairSMOTE,default,['age'],False-alarm,0.12574468085106383,0.5072765957446809
fairSMOTE,default,['age'],AOD,0.009499999999999998,0.0059361702127659535
fairSMOTE,default,['age'],SPD,0.16804255319148936,0.30840425531914895
fairSMOTE,default,['age'],FPRD,0.09048936170212767,-0.023787234042553198
fairSMOTE,default,['balance'],Recall,0.3126595744680851,0.07161702127659575
fairSMOTE,default,['balance'],False-alarm,0.12682978723404256,0.48510638297872344
fairSMOTE,default,['balance'],AOD,0.011936170212765954,0.03885106382978724
fairSMOTE,default,['balance'],SPD,0.17259574468085107,0.21793617021276596
fairSMOTE,default,['balance'],FPRD,0.09482978723404255,0.04246808510638298
fairSMOTE,default,['duration'],Recall,0.24351063829787234,0.07080851063829788
fairSMOTE,default,['duration'],False-alarm,0.23336170212765958,0.6021914893617022
fairSMOTE,default,['duration'],AOD,-0.03147872340425532,0.025202127659574466
fairSMOTE,default,['duration'],SPD,0.3618297872340426,0.17959574468085107
fairSMOTE,default,['duration'],FPRD,0.16938297872340427,0.07729787234042554
fairSMOTE,default,['education'],Recall,0.30851063829787234,0.07021276595744681
fairSMOTE,default,['education'],False-alarm,0.12234042553191489,0.5
fairSMOTE,default,['education'],AOD,0.0165,0.042393617021276586
fairSMOTE,default,['education'],SPD,0.17470212765957446,0.19359574468085106
fairSMOTE,default,['education'],FPRD,0.09087234042553191,0.04808510638297873
fairSMOTE,default,['housing'],Recall,0.28138297872340423,0.06223404255319149
fairSMOTE,default,['housing'],False-alarm,0.11806382978723405,0.48942553191489363
fairSMOTE,default,['housing'],AOD,0.0290531914893617,0.04667021276595744
fairSMOTE,default,['housing'],SPD,0.21853191489361704,0.2957872340425532
fairSMOTE,default,['housing'],FPRD,0.08746808510638297,0.04855319148936169
fairSMOTE,default,['loan'],Recall,0.30425531914893617,0.06723404255319149
fairSMOTE,default,['loan'],False-alarm,0.12523404255319148,0.49414893617021277
fairSMOTE,default,['loan'],AOD,-0.017106382978723404,0.0648404255319149
fairSMOTE,default,['loan'],SPD,0.20472340425531915,0.23546808510638298
fairSMOTE,default,['loan'],FPRD,0.091,0.08993617021276597
fairSMOTE,duration,None,Recall,0.31351063829787235,0.06768085106382979
fairSMOTE,duration,None,False-alarm,0.12627659574468084,0.5164893617021277
fairSMOTE,duration,None,AOD,0.013297872340425532,-0.00553191489361702
fairSMOTE,duration,None,SPD,0.2393617021276596,0.0825531914893617
fairSMOTE,duration,None,FPRD,0.0,0.01670212765957447
fairSMOTE,duration,['age'],Recall,0.3128723404255319,0.06746808510638298
fairSMOTE,duration,['age'],False-alarm,0.12574468085106383,0.5251489361702127
fairSMOTE,duration,['age'],AOD,0.013297872340425532,-0.006414893617021277
fairSMOTE,duration,['age'],SPD,0.2393617021276596,0.08231914893617022
fairSMOTE,duration,['age'],FPRD,0.0,0.01331914893617021
fairSMOTE,duration,['balance'],Recall,0.3126595744680851,0.06304255319148937
fairSMOTE,duration,['balance'],False-alarm,0.12682978723404256,0.5003191489361702
fairSMOTE,duration,['balance'],AOD,0.013297872340425532,0.0003191489361702131
fairSMOTE,duration,['balance'],SPD,0.2393617021276596,0.089
fairSMOTE,duration,['balance'],FPRD,0.0,0.0328936170212766
fairSMOTE,duration,['default'],Recall,0.31351063829787235,0.06859574468085107
fairSMOTE,duration,['default'],False-alarm,0.12597872340425534,0.5245531914893617
fairSMOTE,duration,['default'],AOD,0.013297872340425532,-0.0037765957446808515
fairSMOTE,duration,['default'],SPD,0.2393617021276596,0.08336170212765957
fairSMOTE,duration,['default'],FPRD,0.0,0.019
fairSMOTE,duration,['education'],Recall,0.30851063829787234,0.06580851063829787
fairSMOTE,duration,['education'],False-alarm,0.12234042553191489,0.5239787234042553
fairSMOTE,duration,['education'],AOD,0.06648936170212766,-0.013861702127659574
fairSMOTE,duration,['education'],SPD,0.34574468085106386,0.10134042553191489
fairSMOTE,duration,['education'],FPRD,0.0,-0.0014893617021276573
fairSMOTE,duration,['housing'],Recall,0.28138297872340423,0.06723404255319149
fairSMOTE,duration,['housing'],False-alarm,0.11806382978723405,0.5844468085106383
fairSMOTE,duration,['housing'],AOD,0.0,-0.014329787234042553
fairSMOTE,duration,['housing'],SPD,0.2127659574468085,0.046319148936170215
fairSMOTE,duration,['housing'],FPRD,0.0,-0.0077021276595744675
fairSMOTE,duration,['loan'],Recall,0.30425531914893617,0.06959574468085106
fairSMOTE,duration,['loan'],False-alarm,0.12523404255319148,0.5378723404255319
fairSMOTE,duration,['loan'],AOD,0.013297872340425532,-0.005287234042553191
fairSMOTE,duration,['loan'],SPD,0.2393617021276596,0.08934042553191489
fairSMOTE,duration,['loan'],FPRD,0.0,0.016191489361702126
fairSMOTE,education,None,Recall,0.31351063829787235,0.08225531914893618
fairSMOTE,education,None,False-alarm,0.12627659574468084,0.5865531914893617
fairSMOTE,education,None,AOD,-0.017925531914893607,0.003180851063829792
fairSMOTE,education,None,SPD,0.14702127659574468,0.05421276595744681
fairSMOTE,education,None,FPRD,-0.09882978723404254,0.014808510638297873
fairSMOTE,education,['age'],Recall,0.3128723404255319,0.08940425531914893
fairSMOTE,education,['age'],False-alarm,0.12574468085106383,0.6010212765957447
fairSMOTE,education,['age'],AOD,-0.018627659574468075,-0.01801063829787234
fairSMOTE,education,['age'],SPD,0.1482127659574468,0.07563829787234043
fairSMOTE,education,['age'],FPRD,-0.1003404255319149,-0.03487234042553192
fairSMOTE,education,['balance'],Recall,0.3126595744680851,0.08968085106382978
fairSMOTE,education,['balance'],False-alarm,0.12682978723404256,0.6237234042553191
fairSMOTE,education,['balance'],AOD,-0.02046808510638298,-0.030265957446808513
fairSMOTE,education,['balance'],SPD,0.1498723404255319,0.06242553191489362
fairSMOTE,education,['balance'],FPRD,-0.10295744680851064,-0.05914893617021276
fairSMOTE,education,['default'],Recall,0.31351063829787235,0.08248936170212766
fairSMOTE,education,['default'],False-alarm,0.12597872340425534,0.5869361702127659
fairSMOTE,education,['default'],AOD,-0.01757446808510637,0.0010744680851063834
fairSMOTE,education,['default'],SPD,0.1463191489361702,0.04885106382978723
fairSMOTE,education,['default'],FPRD,-0.09812765957446809,0.010638297872340425
fairSMOTE,education,['duration'],Recall,0.24351063829787234,0.06653191489361701
fairSMOTE,education,['duration'],False-alarm,0.23336170212765958,0.5527872340425533
fairSMOTE,education,['duration'],AOD,-0.026999999999999993,-0.021255319148936167
fairSMOTE,education,['duration'],SPD,0.31517021276595747,0.06014893617021277
fairSMOTE,education,['duration'],FPRD,-0.19485106382978723,-0.04746808510638298
fairSMOTE,education,['housing'],Recall,0.28138297872340423,0.07740425531914893
fairSMOTE,education,['housing'],False-alarm,0.11806382978723405,0.5808936170212766
fairSMOTE,education,['housing'],AOD,-0.023819148936170213,-0.02491489361702128
fairSMOTE,education,['housing'],SPD,0.13231914893617022,0.06391489361702128
fairSMOTE,education,['housing'],FPRD,-0.0968936170212766,-0.04785106382978724
fairSMOTE,education,['loan'],Recall,0.30425531914893617,0.0833404255319149
fairSMOTE,education,['loan'],False-alarm,0.12523404255319148,0.5753404255319149
fairSMOTE,education,['loan'],AOD,-0.019606382978723396,0.003744680851063839
fairSMOTE,education,['loan'],SPD,0.14793617021276598,0.03553191489361702
fairSMOTE,education,['loan'],FPRD,-0.10187234042553192,0.01697872340425532
fairSMOTE,housing,None,Recall,0.31351063829787235,0.08663829787234043
fairSMOTE,housing,None,False-alarm,0.12627659574468084,0.6224893617021277
fairSMOTE,housing,None,AOD,0.025404255319148934,0.1418936170212766
fairSMOTE,housing,None,SPD,0.2711276595744681,0.2966170212765958
fairSMOTE,housing,None,FPRD,0.16931914893617023,0.29514893617021276
fairSMOTE,housing,['age'],Recall,0.3128723404255319,0.08308510638297872
fairSMOTE,housing,['age'],False-alarm,0.12574468085106383,0.5801276595744681
fairSMOTE,housing,['age'],AOD,0.025776595744680837,0.15773404255319148
fairSMOTE,housing,['age'],SPD,0.26995744680851064,0.32772340425531915
fairSMOTE,housing,['age'],FPRD,0.1686808510638298,0.32557446808510637
fairSMOTE,housing,['balance'],Recall,0.3126595744680851,0.07957446808510639
fairSMOTE,housing,['balance'],False-alarm,0.12682978723404256,0.5945957446808511
fairSMOTE,housing,['balance'],AOD,0.027340425531914892,0.1464255319148936
fairSMOTE,housing,['balance'],SPD,0.27117021276595743,0.30259574468085104
fairSMOTE,housing,['balance'],FPRD,0.17159574468085106,0.2957234042553192
fairSMOTE,housing,['default'],Recall,0.31351063829787235,0.0866595744680851
fairSMOTE,housing,['default'],False-alarm,0.12597872340425534,0.6235531914893617
fairSMOTE,housing,['default'],AOD,0.02678723404255318,0.1427553191489362
fairSMOTE,housing,['default'],SPD,0.27070212765957447,0.29587234042553195
fairSMOTE,housing,['default'],FPRD,0.17038297872340424,0.2968085106382979
fairSMOTE,housing,['duration'],Recall,0.24351063829787234,0.07804255319148937
fairSMOTE,housing,['duration'],False-alarm,0.23336170212765958,0.7072765957446808
fairSMOTE,housing,['duration'],AOD,0.018308510638297873,0.1337340425531915
fairSMOTE,housing,['duration'],SPD,0.7223617021276596,0.31451063829787235
fairSMOTE,housing,['duration'],FPRD,0.42012765957446807,0.29844680851063826
fairSMOTE,housing,['education'],Recall,0.30851063829787234,0.0814468085106383
fairSMOTE,housing,['education'],False-alarm,0.12234042553191489,0.6047021276595744
fairSMOTE,housing,['education'],AOD,0.026574468085106384,0.14230851063829786
fairSMOTE,housing,['education'],SPD,0.264531914893617,0.31853191489361704
fairSMOTE,housing,['education'],FPRD,0.1662340425531915,0.29593617021276597
fairSMOTE,housing,['loan'],Recall,0.30425531914893617,0.08848936170212765
fairSMOTE,housing,['loan'],False-alarm,0.12523404255319148,0.6469787234042553
fairSMOTE,housing,['loan'],AOD,0.03092553191489361,0.15229787234042552
fairSMOTE,housing,['loan'],SPD,0.2608936170212766,0.32259574468085106
fairSMOTE,housing,['loan'],FPRD,0.16791489361702128,0.3176595744680851
fairSMOTE,job,None,Recall,0.31351063829787235,0.08346808510638298
fairSMOTE,job,None,False-alarm,0.12627659574468084,0.5877872340425532
fairSMOTE,job,None,AOD,-0.005744680851063817,0.013085106382978723
fairSMOTE,job,None,SPD,0.12638297872340423,0.05768085106382979
fairSMOTE,job,None,FPRD,0.06617021276595744,0.03129787234042553
fairSMOTE,job,['age'],Recall,0.3128723404255319,0.08670212765957447
fairSMOTE,job,['age'],False-alarm,0.12574468085106383,0.5924255319148937
fairSMOTE,job,['age'],AOD,-0.006382978723404245,-0.0024893617021276553
fairSMOTE,job,['age'],SPD,0.12670212765957448,0.036893617021276595
fairSMOTE,job,['age'],FPRD,0.06563829787234042,-0.01174468085106383
fairSMOTE,job,['balance'],Recall,0.3126595744680851,0.08446808510638298
fairSMOTE,job,['balance'],False-alarm,0.12682978723404256,0.5999148936170213
fairSMOTE,job,['balance'],AOD,-0.005340425531914893,0.008425531914893617
fairSMOTE,job,['balance'],SPD,0.12208510638297873,0.06763829787234042
fairSMOTE,job,['balance'],FPRD,0.06495744680851064,0.005404255319148937
fairSMOTE,job,['default'],Recall,0.31351063829787235,0.08348936170212767
fairSMOTE,job,['default'],False-alarm,0.12597872340425534,0.5844680851063829
fairSMOTE,job,['default'],AOD,-0.006180851063829787,0.01869148936170213
fairSMOTE,job,['default'],SPD,0.12934042553191488,0.05593617021276596
fairSMOTE,job,['default'],FPRD,0.06731914893617022,0.042659574468085104
fairSMOTE,job,['duration'],Recall,0.24351063829787234,0.06902127659574468
fairSMOTE,job,['duration'],False-alarm,0.23336170212765958,0.5596382978723404
fairSMOTE,job,['duration'],AOD,9.57446808510527e-05,0.00010638297872340428
fairSMOTE,job,['duration'],SPD,0.22380851063829788,0.03236170212765957
fairSMOTE,job,['duration'],FPRD,0.12125531914893617,-0.0013191489361702128
fairSMOTE,job,['education'],Recall,0.30851063829787234,0.08965957446808509
fairSMOTE,job,['education'],False-alarm,0.12234042553191489,0.6031702127659575
fairSMOTE,job,['education'],AOD,-0.004925531914893605,-0.005925531914893618
fairSMOTE,job,['education'],SPD,0.12536170212765957,0.061319148936170215
fairSMOTE,job,['education'],FPRD,0.06482978723404256,-0.013914893617021277
fairSMOTE,job,['housing'],Recall,0.28138297872340423,0.07678723404255319
fairSMOTE,job,['housing'],False-alarm,0.11806382978723405,0.5588085106382978
fairSMOTE,job,['housing'],AOD,-0.007648936170212767,0.010574468085106382
fairSMOTE,job,['housing'],SPD,0.13736170212765958,0.0525531914893617
fairSMOTE,job,['housing'],FPRD,0.06917021276595745,0.02274468085106383
fairSMOTE,job,['loan'],Recall,0.30425531914893617,0.08497872340425533
fairSMOTE,job,['loan'],False-alarm,0.12523404255319148,0.5938297872340426
fairSMOTE,job,['loan'],AOD,-0.012893617021276586,0.027829787234042544
fairSMOTE,job,['loan'],SPD,0.12995744680851062,0.06040425531914893
fairSMOTE,job,['loan'],FPRD,0.06048936170212766,0.06053191489361703
fairSMOTE,loan,None,Recall,0.31351063829787235,0.07940425531914894
fairSMOTE,loan,None,False-alarm,0.12627659574468084,0.5753617021276596
fairSMOTE,loan,None,AOD,-0.011308510638297872,0.08492553191489362
fairSMOTE,loan,None,SPD,0.21248936170212765,0.16891489361702128
fairSMOTE,loan,None,FPRD,0.09908510638297872,0.1635531914893617
fairSMOTE,loan,['age'],Recall,0.3128723404255319,0.08004255319148937
fairSMOTE,loan,['age'],False-alarm,0.12574468085106383,0.5535744680851064
fairSMOTE,loan,['age'],AOD,-0.012478723404255323,0.08135106382978724
fairSMOTE,loan,['age'],SPD,0.2137659574468085,0.1642127659574468
fairSMOTE,loan,['age'],FPRD,0.0983404255319149,0.1580851063829787
fairSMOTE,loan,['balance'],Recall,0.3126595744680851,0.07753191489361702
fairSMOTE,loan,['balance'],False-alarm,0.12682978723404256,0.561936170212766
fairSMOTE,loan,['balance'],AOD,-0.011393617021276593,0.08728723404255319
fairSMOTE,loan,['balance'],SPD,0.21306382978723404,0.168
fairSMOTE,loan,['balance'],FPRD,0.09902127659574468,0.16561702127659575
fairSMOTE,loan,['default'],Recall,0.31351063829787235,0.0794468085106383
fairSMOTE,loan,['default'],False-alarm,0.12597872340425534,0.5721276595744681
fairSMOTE,loan,['default'],AOD,-0.008659574468085102,0.0818404255319149
fairSMOTE,loan,['default'],SPD,0.21172340425531916,0.16295744680851063
fairSMOTE,loan,['default'],FPRD,0.10076595744680851,0.1574255319148936
fairSMOTE,loan,['duration'],Recall,0.24351063829787234,0.06868085106382979
fairSMOTE,loan,['duration'],False-alarm,0.23336170212765958,0.6517659574468085
fairSMOTE,loan,['duration'],AOD,-0.03412765957446808,0.025968085106382977
fairSMOTE,loan,['duration'],SPD,0.40717021276595744,0.119
fairSMOTE,loan,['duration'],FPRD,0.19131914893617022,0.06587234042553192
fairSMOTE,loan,['education'],Recall,0.30851063829787234,0.07691489361702127
fairSMOTE,loan,['education'],False-alarm,0.12234042553191489,0.5687234042553192
fairSMOTE,loan,['education'],AOD,-0.01325531914893616,0.08168085106382979
fairSMOTE,loan,['education'],SPD,0.2098723404255319,0.16402127659574467
fairSMOTE,loan,['education'],FPRD,0.09423404255319148,0.15368085106382978
fairSMOTE,loan,['housing'],Recall,0.28138297872340423,0.07170212765957447
fairSMOTE,loan,['housing'],False-alarm,0.11806382978723405,0.5470212765957447
fairSMOTE,loan,['housing'],AOD,0.004063829787234049,0.0758404255319149
fairSMOTE,loan,['housing'],SPD,0.1758936170212766,0.150468085106383
fairSMOTE,loan,['housing'],FPRD,0.09174468085106384,0.14242553191489363
