Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
job,['duration'],fairSMOTE,0.1275,-0.0002,-0.1277,0.2239,0.0351,-0.1888,1.9314,1.0147,-0.9167,0.0068,0.0007,-0.0062,0.2454,0.555,0.3096,0.4373,0.5688,0.1315,51.87,45.31,-0.0656,48.29,7.98,-0.4031,22.89,6.49,-0.164,30.61,7.16,-0.2345,0.0001679273878748242,0.0009962529866985803,0.17,65.33,151.09,0.09289194088370532,0.5
job,['education'],fairSMOTE,0.0658,-0.0138,-0.0796,0.1233,0.0533,-0.07,1.5725,0.9958,-0.5767,-0.0023,-0.006,-0.0037,0.1254,0.5992,0.4738,0.4068,0.6301,0.2233,68.38,41.88,-0.265,50.95,8.25,-0.427,30.67,8.15,-0.2252,37.76,8.2,-0.2956,0.00023110659686300918,0.001425791765060354,0.16,64.79,185.87,0.172167236066597,0.41
job,['housing'],fairSMOTE,0.0698,0.0163,-0.0535,0.1362,0.0515,-0.0847,1.7924,1.0478,-0.7445,-0.0057,0.0074,0.0131,0.1211,0.5631,0.442,0.3803,0.5879,0.2076,66.35,44.36,-0.2199,51.0,8.17,-0.4283,28.24,6.98,-0.2126,35.35,7.53,-0.2782,0.00019050253283787736,0.0017481832092327678,0.11,65.32,178.8,0.24799581483148547,0.34
job,"['loan', 'duration']",fairSMOTE,0.1111,-0.0014,-0.1125,0.2364,0.0377,-0.1987,2.1941,1.0086,-1.1855,-0.0194,-0.0008,0.0186,0.2502,0.5882,0.338,0.4277,0.6003,0.1726,50.34,42.62,-0.0773,48.13,7.87,-0.4026,21.61,6.79,-0.1482,29.46,7.29,-0.2217,0.00016624764289099273,0.0010715719754293338,0.16,62.94,146.67,0.14148212148279338,0.44
job,['loan'],fairSMOTE,0.0611,0.0596,-0.0015,0.1277,0.0595,-0.0682,1.5891,1.1035,-0.4855,-0.0104,0.0276,0.038,0.1282,0.5928,0.4645,0.4043,0.6218,0.2175,67.74,42.08,-0.2566,50.9,8.24,-0.4266,30.25,7.73,-0.2252,37.37,7.98,-0.294,0.000213657815689121,0.004820546551273804,0.04,64.04,184.31,0.24799581483148547,0.34
loan,None,fairSMOTE,0.1015,0.153,0.0515,0.2065,0.1624,-0.044,2.8621,1.3725,-1.4896,-0.0055,0.0797,0.0852,0.1292,0.5758,0.4466,0.4128,0.6053,0.1925,68.52,42.95,-0.2557,50.89,8.36,-0.4253,31.1,7.21,-0.239,38.12,7.74,-0.3037,0.0002002782388622003,0.03463642795375335,0.01,63.51,185.31,0.20757844233562417,0.38
loan,['age'],fairSMOTE,0.1008,0.15,0.0491,0.2076,0.1584,-0.0493,2.8693,1.3882,-1.4811,-0.0065,0.0775,0.0841,0.1287,0.556,0.4273,0.4122,0.5874,0.1752,68.5,44.75,-0.2375,50.9,8.45,-0.4245,31.05,7.2,-0.2385,38.08,7.77,-0.3031,0.00021154249608697914,0.03223366820019079,0.01,65.45,185.19,0.20757844233562417,0.38
loan,['balance'],fairSMOTE,0.1014,0.1574,0.056,0.2072,0.1619,-0.0453,2.8583,1.4465,-1.4118,-0.0057,0.0828,0.0885,0.1297,0.5651,0.4354,0.4126,0.594,0.1814,68.45,43.88,-0.2457,50.86,8.35,-0.4251,31.04,7.05,-0.2398,38.04,7.65,-0.304,0.0001976689887678542,0.03793148509923611,0.01,64.11,185.07,0.20757844233562417,0.38
loan,['default'],fairSMOTE,0.1066,0.1625,0.0559,0.2109,0.168,-0.0429,2.915,1.3887,-1.5263,-0.0022,0.0838,0.086,0.1333,0.574,0.4407,0.3999,0.6042,0.2043,68.15,43.27,-0.2488,49.24,8.61,-0.4063,29.47,7.5,-0.2197,36.42,8.02,-0.284,0.0002239754923141507,0.03885049570607474,0.01,64.6,179.91,0.20757844233562417,0.38
loan,['duration'],fairSMOTE,0.1994,0.0711,-0.1283,0.4023,0.1181,-0.2842,7.0547,1.1794,-5.8753,-0.0223,0.0289,0.0512,0.2454,0.6547,0.4093,0.4373,0.664,0.2267,51.87,35.86,-0.1601,48.29,7.77,-0.4052,22.89,6.53,-0.1636,30.61,7.09,-0.2352,0.0001289179269864528,0.007992511255646722,0.02,55.05,145.67,0.11518373151505122,0.47
loan,['education'],fairSMOTE,0.0966,0.1485,0.0519,0.2048,0.162,-0.0428,3.0543,1.3746,-1.6796,-0.0081,0.0786,0.0868,0.1254,0.57,0.4446,0.4068,0.5997,0.193,68.38,43.21,-0.2518,50.95,8.41,-0.4255,30.67,7.0,-0.2367,37.76,7.64,-0.3013,0.0001941137806685993,0.033330283644556875,0.01,63.52,184.26,0.20757844233562417,0.38
loan,['housing'],fairSMOTE,0.0945,0.1425,0.0479,0.1782,0.1512,-0.027,2.7645,1.3995,-1.365,0.0057,0.0755,0.0698,0.1211,0.5539,0.4328,0.3803,0.5807,0.2004,66.35,44.39,-0.2196,51.0,8.36,-0.4264,28.24,6.51,-0.2173,35.35,7.33,-0.2802,0.00017710246216630596,0.02994066588042351,0.01,63.89,177.75,0.20757844233562417,0.38
age,None,Reweighing,-0.0744,-0.0472,0.0272,0.1571,0.0449,-0.1122,0.6668,0.93,0.2632,0.0008,-0.0223,-0.023,0.1292,0.5214,0.3922,0.4128,0.5531,0.1403,68.52,47.31,-0.2121,50.89,8.6,-0.4228,31.1,6.62,-0.2448,38.12,7.48,-0.3064,0.00020155600594051095,0.0017292248452056786,0.12,68.35,187.37,0.34456236532569795,0.28
age,['balance'],Reweighing,-0.0733,0.015,0.0883,0.1601,0.0478,-0.1123,0.6724,1.0845,0.4121,0.0032,0.0033,0.0,0.1297,0.3167,0.187,0.4126,0.3454,-0.0673,68.45,65.11,-0.0334,50.86,9.16,-0.4169,31.04,4.61,-0.2643,38.04,6.14,-0.3191,0.000168641674356869,0.000949231912026268,0.18,83.53,187.13,0.5286121252556877,0.19
age,['default'],Reweighing,-0.0769,-0.06,0.0169,0.1588,0.0551,-0.1037,0.6573,0.91,0.2527,0.0,-0.0271,-0.0271,0.1333,0.5294,0.3961,0.3999,0.5617,0.1618,68.15,46.64,-0.2151,49.24,8.85,-0.4039,29.47,6.91,-0.2256,36.42,7.76,-0.2866,0.00022134026159309215,0.0021087274337820007,0.1,68.45,182.02,0.34456236532569795,0.28
age,['duration'],Reweighing,-0.113,-0.1165,-0.0035,0.1855,0.1494,-0.0361,0.8383,0.8541,0.0158,-0.037,-0.0494,-0.0123,0.2454,0.5946,0.3492,0.4373,0.6068,0.1695,51.87,41.84,-0.1003,48.29,7.89,-0.404,22.89,6.71,-0.1618,30.61,7.25,-0.2336,0.00016058908688657572,0.005309339537971742,0.03,61.67,151.97,0.2936215439289058,0.31
age,['education'],Reweighing,-0.0811,-0.0575,0.0236,0.1591,0.0559,-0.1032,0.6965,0.9191,0.2225,-0.0094,-0.028,-0.0186,0.1254,0.5503,0.4249,0.4068,0.5809,0.1741,68.38,44.74,-0.2364,50.95,8.51,-0.4245,30.67,6.76,-0.2391,37.76,7.54,-0.3022,0.00019408208001766493,0.0021053468477726864,0.09,65.82,186.48,0.34456236532569795,0.28
age,['housing'],Reweighing,-0.0281,-0.0564,-0.0283,0.1377,0.0544,-0.0833,0.8038,0.9204,0.1165,0.0223,-0.0262,-0.0485,0.1211,0.5641,0.443,0.3803,0.5923,0.2121,66.35,44.1,-0.2226,51.0,8.31,-0.4269,28.24,7.1,-0.2114,35.35,7.66,-0.2768,0.00019957139681836772,0.0021280570674017227,0.09,65.44,179.75,0.2936215439289058,0.31
age,"['loan', 'duration']",Reweighing,-0.1367,-0.1238,0.0129,0.2333,0.1233,-0.11,1.0896,0.8271,-0.2625,-0.0572,-0.0604,-0.0032,0.2502,0.5697,0.3195,0.4277,0.582,0.1543,50.34,44.04,-0.063,48.13,7.91,-0.4022,21.61,6.52,-0.1509,29.46,7.15,-0.2231,0.00016240172397475634,0.0047294973775881,0.03,63.67,147.48,0.2936215439289058,0.31
age,['loan'],Reweighing,-0.0545,-0.0627,-0.0082,0.1241,0.0553,-0.0688,0.7286,0.9118,0.1832,0.0051,-0.0285,-0.0336,0.1282,0.5495,0.4212,0.4043,0.5794,0.175,67.74,44.85,-0.2289,50.9,8.48,-0.4242,30.25,6.73,-0.2353,37.37,7.5,-0.2987,0.00019178266356734288,0.0022385528921159024,0.09,65.81,185.06,0.2936215439289058,0.31
balance,None,Reweighing,0.0484,-0.5157,-0.5641,0.2419,0.5072,0.2653,0.129,0.4075,0.2785,0.121,-0.2417,-0.3627,0.1292,0.5214,0.3922,0.4128,0.5531,0.1403,68.52,47.31,-0.2121,50.89,8.6,-0.4228,31.1,6.62,-0.2448,38.12,7.48,-0.3064,0.00020155600594051095,0.04887186852051931,0.0,66.76,187.71,0.24799581483148547,0.34
balance,['age'],Reweighing,0.0484,-0.5064,-0.5548,0.2419,0.4979,0.2559,0.129,0.4128,0.2837,0.121,-0.237,-0.358,0.1287,0.5175,0.3888,0.4122,0.5493,0.1371,68.5,47.71,-0.208,50.9,8.6,-0.4229,31.05,6.62,-0.2443,38.08,7.48,-0.306,0.00020322996970921964,0.046718211686171254,0.0,67.19,187.61,0.24799581483148547,0.34
balance,['default'],Reweighing,0.05,-0.5474,-0.5974,0.25,0.5367,0.2867,0.1,0.3919,0.2919,0.125,-0.2562,-0.3812,0.1333,0.5294,0.3961,0.3999,0.5617,0.1618,68.15,46.64,-0.2151,49.24,8.85,-0.4039,29.47,6.91,-0.2256,36.42,7.76,-0.2866,0.00022134026159309215,0.05665403078889408,0.0,66.77,182.37,0.2936215439289058,0.31
balance,['duration'],Reweighing,0.15,-0.6464,-0.7964,0.45,0.6386,0.1886,0.0,0.3502,0.3502,0.125,-0.294,-0.419,0.2454,0.5946,0.3492,0.4373,0.6068,0.1695,51.87,41.84,-0.1003,48.29,7.89,-0.404,22.89,6.71,-0.1618,30.61,7.25,-0.2336,0.00016058908688657572,0.09214025059044004,0.0,59.81,152.69,0.24799581483148547,0.34
balance,['education'],Reweighing,0.0484,-0.5873,-0.6357,0.2419,0.5743,0.3324,0.129,0.3772,0.2481,0.121,-0.2759,-0.3969,0.1254,0.5503,0.4249,0.4068,0.5809,0.1741,68.38,44.74,-0.2364,50.95,8.51,-0.4245,30.67,6.76,-0.2391,37.76,7.54,-0.3022,0.00019408208001766493,0.06836631400848002,0.0,63.98,186.86,0.24799581483148547,0.34
balance,['housing'],Reweighing,0.0484,-0.6256,-0.674,0.2419,0.6029,0.3609,0.129,0.3654,0.2364,0.121,-0.2913,-0.4123,0.1211,0.5641,0.443,0.3803,0.5923,0.2121,66.35,44.1,-0.2226,51.0,8.31,-0.4269,28.24,7.1,-0.2114,35.35,7.66,-0.2768,0.00019957139681836772,0.08118113619334653,0.0,63.43,180.04,0.2936215439289058,0.31
balance,"['loan', 'duration']",Reweighing,0.2,-0.6912,-0.8912,0.5,0.6837,0.1837,0.0,0.3044,0.3044,0.15,-0.3147,-0.4647,0.2502,0.5697,0.3195,0.4277,0.582,0.1543,50.34,44.04,-0.063,48.13,7.91,-0.4022,21.61,6.52,-0.1509,29.46,7.15,-0.2231,0.00016240172397475634,0.10477511460958547,0.0,61.61,148.44,0.24799581483148547,0.34
balance,['loan'],Reweighing,0.0484,-0.5869,-0.6353,0.2419,0.5717,0.3298,0.129,0.38,0.251,0.121,-0.2761,-0.3971,0.1282,0.5495,0.4212,0.4043,0.5794,0.175,67.74,44.85,-0.2289,50.9,8.48,-0.4242,30.25,6.73,-0.2353,37.37,7.5,-0.2987,0.00019178266356734288,0.06819672083629033,0.0,63.98,185.35,0.2936215439289058,0.31
campaign,None,Reweighing,0.1486,0.339,0.1904,0.4303,0.333,-0.0972,0.0,3.9158,3.9158,-0.0801,0.1728,0.2528,0.1292,0.5214,0.3922,0.4128,0.5531,0.1403,68.52,47.31,-0.2121,50.89,8.6,-0.4228,31.1,6.62,-0.2448,38.12,7.48,-0.3064,0.00020155600594051095,0.5492024714335039,0.0,63.87,187.6,0.9163591402734885,0.03
campaign,['age'],Reweighing,0.1477,0.335,0.1873,0.4288,0.329,-0.0998,0.0,3.905,3.905,-0.0803,0.1707,0.251,0.1287,0.5175,0.3888,0.4122,0.5493,0.1371,68.5,47.71,-0.208,50.9,8.6,-0.4229,31.05,6.62,-0.2443,38.08,7.48,-0.306,0.00020322996970921964,0.5277807999334087,0.0,64.3,187.5,0.9163591402734885,0.03
campaign,['balance'],Reweighing,0.1523,0.1337,-0.0186,0.4183,0.1746,-0.2437,0.0,2.3732,2.3732,-0.0708,0.0808,0.1516,0.134,0.312,0.178,0.3996,0.3416,-0.058,68.05,65.47,-0.0258,49.22,9.47,-0.3975,29.39,4.76,-0.2463,36.34,6.34,-0.3,0.00018711696901606645,0.03677211719759257,0.01,82.57,182.01,0.6744240722352938,0.12
campaign,['default'],Reweighing,0.1533,0.3552,0.2019,0.419,0.3485,-0.0705,0.0,4.0258,4.0258,-0.0702,0.1806,0.2508,0.1333,0.5294,0.3961,0.3999,0.5617,0.1618,68.15,46.64,-0.2151,49.24,8.85,-0.4039,29.47,6.91,-0.2256,36.42,7.76,-0.2866,0.00022134026159309215,0.6431824591706148,0.0,63.82,182.29,0.9163591402734885,0.03
campaign,['duration'],Reweighing,0.2766,0.6061,0.3295,0.5025,0.6183,0.1158,0.0,0.0,0.0,0.0056,0.269,0.2635,0.2454,0.5946,0.3492,0.4373,0.6068,0.1695,51.87,41.84,-0.1003,48.29,7.89,-0.404,22.89,6.71,-0.1618,30.61,7.25,-0.2336,0.00016058908688657572,0.012999696798706198,0.01,61.6,152.63,0.8748259769492438,0.05
campaign,['education'],Reweighing,0.1496,0.3685,0.2189,0.4335,0.3614,-0.0721,0.0,4.0288,4.0288,-0.0791,0.1868,0.2659,0.1254,0.5503,0.4249,0.4068,0.5809,0.1741,68.38,44.74,-0.2364,50.95,8.51,-0.4245,30.67,6.76,-0.2391,37.76,7.54,-0.3022,0.00019408208001766493,0.726716582689126,0.0,61.12,186.75,0.9163591402734885,0.03
campaign,['housing'],Reweighing,0.1499,0.3826,0.2327,0.4051,0.373,-0.0321,0.0,4.1578,4.1578,-0.0643,0.1921,0.2564,0.1211,0.5641,0.443,0.3803,0.5923,0.2121,66.35,44.1,-0.2226,51.0,8.31,-0.4269,28.24,7.1,-0.2114,35.35,7.66,-0.2768,0.00019957139681836772,0.8277354229864894,0.0,60.55,180.01,0.9163591402734885,-0.03
campaign,"['loan', 'duration']",Reweighing,0.2731,0.581,0.3079,0.4905,0.5933,0.1028,0.0,0.0,0.0,0.0059,0.2574,0.2515,0.2502,0.5697,0.3195,0.4277,0.582,0.1543,50.34,44.04,-0.063,48.13,7.91,-0.4022,21.61,6.52,-0.1509,29.46,7.15,-0.2231,0.00016240172397475634,0.011300643102209398,0.01,63.62,148.52,0.8748259769492438,0.05
campaign,['loan'],Reweighing,0.1499,0.3676,0.2177,0.4224,0.3597,-0.0627,0.0,4.0506,4.0506,-0.0746,0.1865,0.2611,0.1282,0.5495,0.4212,0.4043,0.5794,0.175,67.74,44.85,-0.2289,50.9,8.48,-0.4242,30.25,6.73,-0.2353,37.37,7.5,-0.2987,0.00019178266356734288,0.7249510161056764,0.0,61.1,185.26,0.9163591402734885,0.03
default,None,Reweighing,0.0907,0.1796,0.0889,0.1748,0.2434,0.0685,1.8007,2.3062,0.5055,0.0061,0.1053,0.0992,0.1292,0.5214,0.3922,0.4128,0.5531,0.1403,68.52,47.31,-0.2121,50.89,8.6,-0.4228,31.1,6.62,-0.2448,38.12,7.48,-0.3064,0.00020155600594051095,0.09791021273983047,0.0,66.13,186.39,0.40081416938293446,0.25
default,['age'],Reweighing,0.0902,0.1757,0.0855,0.1738,0.2436,0.0698,1.8004,2.2935,0.4932,0.0061,0.1034,0.0973,0.1287,0.5175,0.3888,0.4122,0.5493,0.1371,68.5,47.71,-0.208,50.9,8.6,-0.4229,31.05,6.62,-0.2443,38.08,7.48,-0.306,0.00020322996970921964,0.09359508846154826,0.0,66.56,186.29,0.40081416938293446,0.25
default,['balance'],Reweighing,0.0948,-0.0188,-0.1136,0.1787,0.2157,0.037,1.8584,1.4565,-0.4019,0.0086,0.0163,0.0077,0.1297,0.3167,0.187,0.4126,0.3454,-0.0673,68.45,65.11,-0.0334,50.86,9.16,-0.4169,31.04,4.61,-0.2643,38.04,6.14,-0.3191,0.000168641674356869,0.00310016642328266,0.05,82.93,186.07,0.20757844233562417,0.38
default,['duration'],Reweighing,0.1749,0.4265,0.2516,0.3558,0.4389,0.0831,2.6012,5.0469,2.4457,-0.0217,0.1792,0.2009,0.2454,0.5946,0.3492,0.4373,0.6068,0.1695,51.87,41.84,-0.1003,48.29,7.89,-0.404,22.89,6.71,-0.1618,30.61,7.25,-0.2336,0.00016058908688657572,1.0811128011949496,0.0,56.11,150.19,0.6744240722352938,0.12
default,['education'],Reweighing,0.0913,0.209,0.1178,0.1807,0.2569,0.0762,1.8427,2.4771,0.6344,0.0127,0.1193,0.1066,0.1254,0.5503,0.4249,0.4068,0.5809,0.1741,68.38,44.74,-0.2364,50.95,8.51,-0.4245,30.67,6.76,-0.2391,37.76,7.54,-0.3022,0.00019408208001766493,0.14336920141341702,0.0,63.34,185.45,0.40081416938293446,0.25
default,['housing'],Reweighing,0.0879,0.1286,0.0408,0.2244,0.3178,0.0934,1.8346,2.3464,0.5117,0.0219,0.0774,0.0555,0.1211,0.5641,0.443,0.3803,0.5923,0.2121,66.35,44.1,-0.2226,51.0,8.31,-0.4269,28.24,7.1,-0.2114,35.35,7.66,-0.2768,0.00019957139681836772,0.07225263142744857,0.0,63.36,178.54,0.34456236532569795,0.28
default,"['loan', 'duration']",Reweighing,0.1881,0.4299,0.2418,0.367,0.4425,0.0755,1.4769,5.991,4.5141,-0.015,0.1818,0.1968,0.2502,0.5697,0.3195,0.4277,0.582,0.1543,50.34,44.04,-0.063,48.13,7.91,-0.4022,21.61,6.52,-0.1509,29.46,7.15,-0.2231,0.00016240172397475634,1.2769917514673386,0.0,57.1,147.2,0.5995101785600032,0.16
default,['loan'],Reweighing,0.0909,0.2036,0.1128,0.206,0.257,0.051,1.813,2.383,0.57,-0.0174,0.1168,0.1341,0.1282,0.5495,0.4212,0.4043,0.5794,0.175,67.74,44.85,-0.2289,50.9,8.48,-0.4242,30.25,6.73,-0.2353,37.37,7.5,-0.2987,0.00019178266356734288,0.1323353223969343,0.0,63.46,183.95,0.34456236532569795,0.28
duration,None,Reweighing,0.0,-0.695,-0.695,0.2258,0.682,0.4562,0.1935,0.318,0.1245,0.0161,-0.3183,-0.3345,0.1292,0.5214,0.3922,0.4128,0.5531,0.1403,68.52,47.31,-0.2121,50.89,8.6,-0.4228,31.1,6.62,-0.2448,38.12,7.48,-0.3064,0.00020155600594051095,0.10316294324613039,0.0,66.03,188.06,0.40081416938293446,0.25
duration,['age'],Reweighing,0.0,-0.7016,-0.7016,0.2258,0.6885,0.4627,0.1935,0.3115,0.1179,0.0161,-0.3216,-0.3378,0.1287,0.5175,0.3888,0.4122,0.5493,0.1371,68.5,47.71,-0.208,50.9,8.6,-0.4229,31.05,6.62,-0.2443,38.08,7.48,-0.306,0.00020322996970921964,0.10501891766732813,0.0,66.41,187.96,0.4622499461255427,0.22
duration,['balance'],Reweighing,0.0,-1.0,-1.0,0.225,1.0,0.775,0.175,0.0,-0.175,0.0125,-0.45,-0.4625,0.134,0.312,0.178,0.3996,0.3416,-0.058,68.05,65.47,-0.0258,49.22,9.47,-0.3975,29.39,4.76,-0.2463,36.34,6.34,-0.3,0.00018711696901606645,0.21201180000000008,0.0,81.18,182.46,0.27014853272850603,0.33
duration,['default'],Reweighing,0.0,-0.6791,-0.6791,0.225,0.6657,0.4407,0.175,0.3343,0.1593,0.0125,-0.3101,-0.3226,0.1333,0.5294,0.3961,0.3999,0.5617,0.1618,68.15,46.64,-0.2151,49.24,8.85,-0.4039,29.47,6.91,-0.2256,36.42,7.76,-0.2866,0.00022134026159309215,0.09872008477396801,0.0,66.23,182.74,0.40081416938293446,0.25
duration,['education'],Reweighing,0.0,-0.6528,-0.6528,0.3226,0.6401,0.3175,0.0968,0.3599,0.2632,0.0645,-0.2986,-0.3631,0.1254,0.5503,0.4249,0.4068,0.5809,0.1741,68.38,44.74,-0.2364,50.95,8.51,-0.4245,30.67,6.76,-0.2391,37.76,7.54,-0.3022,0.00019408208001766493,0.09174927383984803,0.0,63.69,187.16,0.40081416938293446,0.25
duration,['housing'],Reweighing,0.0,-0.6345,-0.6345,0.1935,0.6221,0.4285,0.2258,0.3779,0.1521,0.0,-0.2926,-0.2926,0.1211,0.5641,0.443,0.3803,0.5923,0.2121,66.35,44.1,-0.2226,51.0,8.31,-0.4269,28.24,7.1,-0.2114,35.35,7.66,-0.2768,0.00019957139681836772,0.08656858252215381,0.0,63.37,180.4,0.4622499461255427,0.22
duration,['loan'],Reweighing,0.0,-0.6544,-0.6544,0.2258,0.6426,0.4168,0.1935,0.3574,0.1639,0.0161,-0.299,-0.3152,0.1282,0.5495,0.4212,0.4043,0.5794,0.175,67.74,44.85,-0.2289,50.9,8.48,-0.4242,30.25,6.73,-0.2353,37.37,7.5,-0.2987,0.00019178266356734288,0.09221241456418212,0.0,63.68,185.7,0.40081416938293446,0.25
education,None,Reweighing,-0.1001,-0.0633,0.0368,0.1483,0.0579,-0.0903,0.6663,0.9105,0.2442,-0.0192,-0.0352,-0.016,0.1292,0.5214,0.3922,0.4128,0.5531,0.1403,68.52,47.31,-0.2121,50.89,8.6,-0.4228,31.1,6.62,-0.2448,38.12,7.48,-0.3064,0.00020155600594051095,0.002082776153114611,0.1,68.31,187.3,0.34456236532569795,0.28
education,['age'],Reweighing,-0.1016,-0.0686,0.033,0.1495,0.0648,-0.0847,0.6641,0.9015,0.2375,-0.0199,-0.0378,-0.0179,0.1287,0.5175,0.3888,0.4122,0.5493,0.1371,68.5,47.71,-0.208,50.9,8.6,-0.4229,31.05,6.62,-0.2443,38.08,7.48,-0.306,0.00020322996970921964,0.002240545446551615,0.09,68.69,187.19,0.34456236532569795,0.28
education,['balance'],Reweighing,-0.1044,0.0215,0.1259,0.1516,0.0384,-0.1132,0.6607,1.11,0.4493,-0.0218,0.0042,0.0259,0.1297,0.3167,0.187,0.4126,0.3454,-0.0673,68.45,65.11,-0.0334,50.86,9.16,-0.4169,31.04,4.61,-0.2643,38.04,6.14,-0.3191,0.000168641674356869,0.0009916323649754738,0.17,83.5,187.05,0.5286121252556877,0.19
education,['default'],Reweighing,-0.1027,-0.0529,0.0498,0.148,0.0427,-0.1053,0.6614,0.9303,0.2689,-0.0217,-0.0291,-0.0074,0.1333,0.5294,0.3961,0.3999,0.5617,0.1618,68.15,46.64,-0.2151,49.24,8.85,-0.4039,29.47,6.91,-0.2256,36.42,7.76,-0.2866,0.00022134026159309215,0.0017889494982479997,0.12,68.48,181.95,0.34456236532569795,0.28
education,['duration'],Reweighing,-0.2068,-0.1801,0.0267,0.3199,0.1825,-0.1374,0.515,0.7544,0.2394,-0.0372,-0.0798,-0.0426,0.2454,0.5946,0.3492,0.4373,0.6068,0.1695,51.87,41.84,-0.1003,48.29,7.89,-0.404,22.89,6.71,-0.1618,30.61,7.25,-0.2336,0.00016058908688657572,0.00838657425773565,0.02,61.52,151.79,0.34456236532569795,0.28
education,['housing'],Reweighing,-0.098,-0.0415,0.0566,0.1337,0.0455,-0.0882,0.6674,0.9497,0.2823,-0.0249,-0.0247,0.0002,0.1211,0.5641,0.443,0.3803,0.5923,0.2121,66.35,44.1,-0.2226,51.0,8.31,-0.4269,28.24,7.1,-0.2114,35.35,7.66,-0.2768,0.00019957139681836772,0.0016805423743522258,0.12,65.48,179.65,0.40081416938293446,0.25
education,"['loan', 'duration']",Reweighing,-0.151,-0.1829,-0.0319,0.2933,0.1856,-0.1077,0.5334,0.741,0.2076,0.0054,-0.0779,-0.0833,0.2502,0.5697,0.3195,0.4277,0.582,0.1543,50.34,44.04,-0.063,48.13,7.91,-0.4022,21.61,6.52,-0.1509,29.46,7.15,-0.2231,0.00016240172397475634,0.008384290696845001,0.02,63.47,147.86,0.2936215439289058,0.31
education,['loan'],Reweighing,-0.1028,-0.0425,0.0603,0.1493,0.0396,-0.1097,0.6613,0.9465,0.2851,-0.0206,-0.0242,-0.0036,0.1282,0.5495,0.4212,0.4043,0.5794,0.175,67.74,44.85,-0.2289,50.9,8.48,-0.4242,30.25,6.73,-0.2353,37.37,7.5,-0.2987,0.00019178266356734288,0.0016242993179719028,0.12,65.87,184.93,0.34456236532569795,0.28
housing,None,Reweighing,0.1729,0.0645,-0.1084,0.2738,0.0989,-0.1749,2.9006,1.1048,-1.7958,0.0285,0.0319,0.0035,0.1292,0.5214,0.3922,0.4128,0.5531,0.1403,68.52,47.31,-0.2121,50.89,8.6,-0.4228,31.1,6.62,-0.2448,38.12,7.48,-0.3064,0.00020155600594051095,0.006000834534316609,0.03,68.04,184.98,0.14148212148279338,0.44
housing,['age'],Reweighing,0.1724,0.0714,-0.1009,0.2726,0.0992,-0.1734,2.903,1.1155,-1.7875,0.0288,0.0354,0.0065,0.1287,0.5175,0.3888,0.4122,0.5493,0.1371,68.5,47.71,-0.208,50.9,8.6,-0.4229,31.05,6.62,-0.2443,38.08,7.48,-0.306,0.00020322996970921964,0.006763422592010845,0.03,68.39,184.87,0.14148212148279338,0.44
housing,['balance'],Reweighing,0.1752,-0.0608,-0.236,0.2738,0.0777,-0.1961,2.9457,0.8472,-2.0985,0.0304,-0.0159,-0.0463,0.1297,0.3167,0.187,0.4126,0.3454,-0.0673,68.45,65.11,-0.0334,50.86,9.16,-0.4169,31.04,4.61,-0.2643,38.04,6.14,-0.3191,0.000168641674356869,0.0016634904855411965,0.1,83.55,184.68,0.11518373151505122,0.47
housing,['default'],Reweighing,0.1799,0.0412,-0.1387,0.2742,0.0807,-0.1935,2.9777,1.0495,-1.9282,0.035,0.0212,-0.0138,0.1333,0.5294,0.3961,0.3999,0.5617,0.1618,68.15,46.64,-0.2151,49.24,8.85,-0.4039,29.47,6.91,-0.2256,36.42,7.76,-0.2866,0.00022134026159309215,0.0035562477621524048,0.06,68.33,179.51,0.11518373151505122,0.47
housing,['duration'],Reweighing,0.4384,0.3779,-0.0605,0.7225,0.4509,-0.2716,128.0266,2.0301,-125.9965,0.039,0.1655,0.1265,0.2454,0.5946,0.3492,0.4373,0.6068,0.1695,51.87,41.84,-0.1003,48.29,7.89,-0.404,22.89,6.71,-0.1618,30.61,7.25,-0.2336,0.00016058908688657572,0.39224649147483875,0.0,59.24,23.99,0.24799581483148547,0.34
housing,['education'],Reweighing,0.1696,0.0115,-0.1582,0.2674,0.0695,-0.1978,2.9021,0.9986,-1.9035,0.0292,0.0068,-0.0225,0.1254,0.5503,0.4249,0.4068,0.5809,0.1741,68.38,44.74,-0.2364,50.95,8.51,-0.4245,30.67,6.76,-0.2391,37.76,7.54,-0.3022,0.00019408208001766493,0.001718660283251213,0.11,65.88,184.13,0.09289194088370532,0.5
housing,"['loan', 'duration']",Reweighing,0.4999,0.3757,-0.1242,0.7623,0.4223,-0.34,95.3616,1.9982,-93.3634,0.0781,0.1659,0.0878,0.2502,0.5697,0.3195,0.4277,0.582,0.1543,50.34,44.04,-0.063,48.13,7.91,-0.4022,21.61,6.52,-0.1509,29.46,7.15,-0.2231,0.00016240172397475634,0.36070793613645386,0.0,61.26,52.2,0.14148212148279338,0.44
