Fold,Feature,acc_,acc_after,TPR_diff,TPR_diff_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,TPR,TPR_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after,ACC,ACC_after
1,thalach,0.8,0.6,0,0.0,0,-0.19,0,0.116,0,0.875,0.0,-0.095,0.714,1.0,0.125,0.75,0.4,0.867,0.833,0.538,0.714,1.0,0.769,0.7,0.8,0.6
1,exang,0.8,0.5666666666666667,0.5,0.25,-0.167,0.25,0.45,0.05,0.357,0.938,0.16649999999999998,0.25,0.714,0.857,0.125,0.688,0.4,0.767,0.833,0.522,0.714,0.857,0.769,0.649,0.8,0.567
1,oldpeak,0.8,0.6,1.0,0.333,0.0,-0.417,0.5,0.4,0.0,0.5,0.5,-0.04199999999999998,0.714,0.643,0.125,0.438,0.4,0.533,0.833,0.562,0.714,0.643,0.769,0.6,0.8,0.6
1,ca,0.8,0.5666666666666667,0.333,-0.167,0.143,0.0,0.115,0.077,0.769,1.154,0.238,-0.0835,0.714,0.643,0.125,0.5,0.4,0.567,0.833,0.529,0.714,0.643,0.769,0.58,0.8,0.567
1,thal,0.8,0.5333333333333333,0.65,0.45,-0.256,0.615,0.652,0.009,0.153,0.983,0.197,0.5325,0.714,0.571,0.125,0.5,0.4,0.533,0.833,0.5,0.714,0.571,0.769,0.533,0.8,0.533
2,age,0.8666666666666667,0.8,-0.4,0.4,-0.077,0.231,0.516,0.398,3.923,0.425,-0.23850000000000002,0.3155,0.786,0.786,0.062,0.188,0.4,0.467,0.917,0.786,0.786,0.786,0.846,0.786,0.867,0.8
2,sex,0.8666666666666667,0.7666666666666667,0.231,0.231,0.125,0.25,0.413,0.397,4.714,2.786,0.178,0.2405,0.786,0.786,0.062,0.25,0.4,0.5,0.917,0.733,0.786,0.786,0.846,0.759,0.867,0.767
2,cp,0.8666666666666667,0.7333333333333333,-0.786,-0.273,0.071,-0.25,0.429,0.267,0,0.6,-0.35750000000000004,-0.2615,0.786,0.786,0.062,0.312,0.4,0.533,0.917,0.688,0.786,0.786,0.846,0.734,0.867,0.733
2,trestbps,0.8666666666666667,0.8333333333333334,0.0,-0.167,0.0,0.19,0.5,0.186,0.5,1.402,0.0,0.011499999999999996,0.786,0.929,0.062,0.25,0.4,0.567,0.917,0.765,0.786,0.929,0.846,0.839,0.867,0.833
2,chol,0.8666666666666667,0.9,0,0.0,0,0.125,0,0.067,0,1.125,0.0,0.0625,0.786,1.0,0.062,0.188,0.4,0.567,0.917,0.824,0.786,1.0,0.846,0.904,0.867,0.9
2,fbs,0.8666666666666667,0.7666666666666667,0.25,0.167,0.067,0.333,0.296,0.111,0.556,0.833,0.1585,0.25,0.786,0.857,0.062,0.312,0.4,0.567,0.917,0.706,0.786,0.857,0.846,0.774,0.867,0.767
2,restecg,0.8666666666666667,0.9,-0.022,0.111,-0.077,0.154,0.136,0.17,1.375,0.727,-0.0495,0.1325,0.786,0.929,0.062,0.125,0.4,0.5,0.917,0.867,0.786,0.929,0.846,0.897,0.867,0.9
2,thalach,0.8666666666666667,0.8,-1.0,0.3,0,0.018,1.0,0.133,0,1.333,-0.5,0.159,0.786,0.786,0.062,0.188,0.4,0.467,0.917,0.786,0.786,0.786,0.846,0.786,0.867,0.8
2,exang,0.8666666666666667,0.7333333333333333,0.5,0.042,-0.5,-0.143,0.75,0.3,0.167,0.625,0.0,-0.05049999999999999,0.786,0.857,0.062,0.375,0.4,0.6,0.917,0.667,0.786,0.857,0.846,0.75,0.867,0.733
2,oldpeak,0.8666666666666667,0.7666666666666667,0.0,0.25,0.0,-0.256,0.0,0.426,0,0.331,0.0,-0.0030000000000000027,0.786,0.643,0.062,0.125,0.4,0.367,0.917,0.818,0.786,0.643,0.846,0.72,0.867,0.767
2,ca,0.8666666666666667,0.7333333333333333,0.333,0.022,0.062,0.312,0.72,0.32,0.28,0.6,0.1975,0.167,0.786,0.786,0.062,0.312,0.4,0.533,0.917,0.688,0.786,0.786,0.846,0.734,0.867,0.733
2,thal,0.8666666666666667,0.7333333333333333,0.75,-0.05,0.067,0.267,0.804,0.268,0.116,0.579,0.4085,0.10850000000000001,0.786,0.714,0.062,0.25,0.4,0.467,0.917,0.714,0.786,0.714,0.846,0.714,0.867,0.733
3,age,0.9666666666666667,0.9333333333333333,0.0,0.0,0.2,0.089,0.393,0.321,2.1,1.75,0.1,0.0445,1.0,1.0,0.071,0.143,0.567,0.6,0.941,0.889,1.0,1.0,0.97,0.941,0.967,0.933
3,sex,0.9666666666666667,0.8,0.0,0.182,0.111,-0.489,0.1,0.3,1.2,0.625,0.0555,-0.1535,1.0,0.875,0.071,0.286,0.567,0.6,0.941,0.778,1.0,0.875,0.97,0.824,0.967,0.8
3,cp,0.9666666666666667,0.9,-1.0,-1.0,0.111,0.022,0.68,0.52,0,3.6,-0.4445,-0.489,1.0,1.0,0.071,0.214,0.567,0.633,0.941,0.842,1.0,1.0,0.97,0.914,0.967,0.9
3,trestbps,0.9666666666666667,0.8,0.0,0.0,0,0.044,0.0,0.01,1.0,1.013,0.0,0.022,1.0,1.0,0.071,0.429,0.567,0.733,0.941,0.727,1.0,1.0,0.97,0.842,0.967,0.8
3,chol,0.9666666666666667,0.8,0,0.0,0,-0.267,0,0.267,0,0.692,0.0,-0.1335,1.0,1.0,0.071,0.429,0.567,0.733,0.941,0.727,1.0,1.0,0.97,0.842,0.967,0.8
3,fbs,0.9666666666666667,0.8,0.0,0.083,0.083,-0.75,0.125,0.417,0.812,0.583,0.0415,-0.3335,1.0,0.938,0.071,0.357,0.567,0.667,0.941,0.75,1.0,0.938,0.97,0.834,0.967,0.8
3,restecg,0.9666666666666667,0.9333333333333333,0.0,0.0,0.167,-0.042,0.028,0.028,1.05,1.048,0.0835,-0.021,1.0,1.0,0.071,0.143,0.567,0.6,0.941,0.889,1.0,1.0,0.97,0.941,0.967,0.933
3,thalach,0.9666666666666667,0.8,-1.0,0.154,0,-0.05,1.0,0.244,0,1.529,-0.5,0.052,1.0,0.875,0.071,0.286,0.567,0.6,0.941,0.778,1.0,0.875,0.97,0.824,0.967,0.8
3,exang,0.9666666666666667,0.8333333333333334,0.0,-0.111,0.071,0.286,0.619,0.365,0.381,0.589,0.0355,0.0875,1.0,0.938,0.071,0.286,0.567,0.633,0.941,0.789,1.0,0.938,0.97,0.857,0.967,0.833
3,oldpeak,0.9666666666666667,0.8,0.0,0.333,0.0,-0.846,0.769,0.636,0.231,0.364,0.0,-0.25649999999999995,1.0,0.812,0.071,0.214,0.567,0.533,0.941,0.812,1.0,0.812,0.97,0.812,0.967,0.8
3,ca,0.9666666666666667,0.8,0.0,0.182,-1.0,-0.769,0.542,0.5,0.458,0.5,-0.5,-0.2935,1.0,0.875,0.071,0.286,0.567,0.6,0.941,0.778,1.0,0.875,0.97,0.824,0.967,0.8
3,thal,0.9666666666666667,0.7,0.0,0.333,-0.5,0.25,0.864,0.339,0.082,2.103,-0.25,0.2915,1.0,0.688,0.071,0.286,0.567,0.5,0.941,0.733,1.0,0.688,0.97,0.71,0.967,0.7
4,age,0.8,0.4,-0.111,0.0,0.046,0.0,0.321,0.0,2.286,1.0,-0.0325,0.0,0.75,1.0,0.167,1.0,0.4,1.0,0.75,0.4,0.75,1.0,0.75,0.571,0.8,0.4
4,sex,0.8,0.4,0.3,0.0,0.231,0.0,0.149,0.0,1.522,1.0,0.2655,0.0,0.75,1.0,0.167,1.0,0.4,1.0,0.75,0.4,0.75,1.0,0.75,0.571,0.8,0.4
4,cp,0.8,0.43333333333333335,-0.556,0.0,0.3,-0.1,0.488,0.053,6.368,0.947,-0.12800000000000003,-0.05,0.75,1.0,0.167,0.944,0.4,0.967,0.75,0.414,0.75,1.0,0.75,0.586,0.8,0.433
4,trestbps,0.8,0.5333333333333333,0.0,0.0,0.5,0.05,0.25,0.0,0.75,1.0,0.25,0.025,0.75,1.0,0.167,0.778,0.4,0.867,0.75,0.462,0.75,1.0,0.75,0.632,0.8,0.533
4,chol,0.8,0.5333333333333333,0,0.0,0,0.4,0,0.286,0,1.4,0.0,0.2,0.75,1.0,0.167,0.778,0.4,0.867,0.75,0.462,0.75,1.0,0.75,0.632,0.8,0.533
4,fbs,0.8,0.5666666666666667,-0.111,0.0,0.2,0.067,0.083,0.0,1.25,1.0,0.044500000000000005,0.0335,0.75,1.0,0.167,0.722,0.4,0.833,0.75,0.48,0.75,1.0,0.75,0.649,0.8,0.567
4,restecg,0.8,0.6666666666666666,-0.167,0.0,-0.15,0.1,0.054,0.036,0.875,1.05,-0.1585,0.05,0.75,1.0,0.167,0.556,0.4,0.733,0.75,0.545,0.75,1.0,0.75,0.706,0.8,0.667
4,thalach,0.8,0.43333333333333335,0,0.0,0,0.077,0,0.071,0,1.077,0.0,0.0385,0.75,1.0,0.167,0.944,0.4,0.967,0.75,0.414,0.75,1.0,0.75,0.586,0.8,0.433
4,exang,0.8,0.6333333333333333,0.5,0.0,-0.323,-0.262,0.517,0.225,0.289,0.753,0.0885,-0.131,0.75,1.0,0.167,0.611,0.4,0.767,0.75,0.522,0.75,1.0,0.75,0.686,0.8,0.633
4,oldpeak,0.8,0.6666666666666666,1.0,0.514,0.1,0.235,0.909,0.398,0.091,0.364,0.55,0.3745,0.75,0.5,0.167,0.222,0.4,0.333,0.75,0.6,0.75,0.5,0.75,0.545,0.8,0.667
4,ca,0.8,0.7,0.333,-0.222,0.167,0.167,0.667,0.037,0.333,0.889,0.25,-0.027499999999999997,0.75,0.5,0.167,0.167,0.4,0.3,0.75,0.667,0.75,0.5,0.75,0.572,0.8,0.7
4,thal,0.8,0.6,0.9,0.0,-0.75,0.0,0.857,0.0,0.0,0,0.07500000000000001,0.0,0.75,0.0,0.167,0.0,0.4,0.0,0.75,0,0.75,0.0,0.75,0,0.8,0
5,age,0.7666666666666667,0.8,0.083,0.083,0.3,0.4,0.362,0.439,1.784,2.141,0.1915,0.24150000000000002,0.933,0.933,0.4,0.333,0.667,0.633,0.7,0.737,0.933,0.933,0.8,0.823,0.767,0.8
5,sex,0.7666666666666667,0.7666666666666667,-0.5,0.0,0.482,0.071,0.635,0.254,3.857,1.457,-0.009000000000000008,0.0355,0.933,1.0,0.4,0.467,0.667,0.733,0.7,0.682,0.933,1.0,0.8,0.811,0.767,0.767
5,cp,0.7666666666666667,0.7,-0.933,0.0,0.5,0.111,0.741,0.3,0,1.5,-0.21650000000000003,0.0555,0.933,1.0,0.4,0.6,0.667,0.8,0.7,0.625,0.933,1.0,0.8,0.769,0.767,0.7
5,trestbps,0.7666666666666667,0.7333333333333333,0.0,0.0,0,0.222,0.0,0.267,1.0,1.434,0.0,0.111,0.933,1.0,0.4,0.533,0.667,0.767,0.7,0.652,0.933,1.0,0.8,0.789,0.767,0.733
5,chol,0.7666666666666667,0.8,0,0.0,1.0,0.3,1.0,0.067,0,0.909,0.5,0.15,0.933,1.0,0.4,0.4,0.667,0.7,0.7,0.714,0.933,1.0,0.8,0.833,0.767,0.8
5,fbs,0.7666666666666667,0.8,-0.933,-1.0,0.0,0.0,0.32,0.36,1.8,1.9,-0.4665,-0.5,0.933,1.0,0.4,0.4,0.667,0.7,0.7,0.714,0.933,1.0,0.8,0.833,0.767,0.8
5,restecg,0.7666666666666667,0.8333333333333334,0.25,0.0,-0.054,-0.089,0.278,0.139,0.643,1.238,0.098,-0.0445,0.933,1.0,0.4,0.333,0.667,0.667,0.7,0.75,0.933,1.0,0.8,0.857,0.767,0.833
5,thalach,0.7666666666666667,0.7666666666666667,-1.0,-0.111,0,0.0,1.0,0.089,0,0.875,-0.5,-0.0555,0.933,0.933,0.4,0.4,0.667,0.667,0.7,0.7,0.933,0.933,0.8,0.8,0.767,0.767
5,exang,0.7666666666666667,0.8333333333333334,-0.1,0.0,-0.333,-0.417,0.317,0.452,0.626,0.51,-0.21650000000000003,-0.2085,0.933,1.0,0.4,0.333,0.667,0.667,0.7,0.75,0.933,1.0,0.8,0.857,0.767,0.833
5,oldpeak,0.7666666666666667,0.8333333333333334,-0.75,0.125,-0.071,0.333,0.045,0.15,1.091,0.786,-0.4105,0.229,0.933,0.933,0.4,0.267,0.667,0.6,0.7,0.778,0.933,0.933,0.8,0.848,0.767,0.833
5,ca,0.7666666666666667,0.8333333333333334,0.111,-0.056,-0.333,0.25,0.317,0.032,0.643,0.943,-0.11100000000000002,0.097,0.933,0.867,0.4,0.2,0.667,0.533,0.7,0.812,0.933,0.867,0.8,0.839,0.767,0.833
5,thal,0.7666666666666667,0.7333333333333333,0.167,-0.556,-0.722,0.056,0.533,0.2,0.429,1.6,-0.27749999999999997,-0.25,0.933,0.667,0.4,0.2,0.667,0.433,0.7,0.769,0.933,0.667,0.8,0.714,0.767,0.733
6,age,0.8,0.7333333333333333,-0.025,0.375,0.125,0.153,0.161,0.0,1.75,1.0,0.05,0.264,0.615,0.769,0.059,0.294,0.3,0.5,0.889,0.667,0.615,0.769,0.727,0.714,0.8,0.733
6,sex,0.8,0.7666666666666667,-0.367,0.0,0.111,-0.167,0.33,0.048,4.632,1.075,-0.128,-0.0835,0.615,1.0,0.059,0.412,0.3,0.667,0.889,0.65,0.615,1.0,0.727,0.788,0.8,0.767
6,cp,0.8,0.7,-0.528,0.0,-0.167,-0.212,0.15,0.1,1.75,0.875,-0.34750000000000003,-0.106,0.615,1.0,0.059,0.529,0.3,0.733,0.889,0.591,0.615,1.0,0.727,0.743,0.8,0.7
6,trestbps,0.8,0.6333333333333333,0.0,-0.167,0.0,-0.583,0.0,0.278,0,0.695,0.0,-0.375,0.615,0.923,0.059,0.588,0.3,0.733,0.889,0.545,0.615,0.923,0.727,0.685,0.8,0.633
6,chol,0.8,0.6666666666666666,0,-0.111,0,-0.1,0,0.161,0,0.795,0.0,-0.10550000000000001,0.615,0.923,0.059,0.529,0.3,0.7,0.889,0.571,0.615,0.923,0.727,0.706,0.8,0.667
6,fbs,0.8,0.6666666666666666,0.417,0.167,0.071,-0.238,0.058,0.135,1.231,0.821,0.244,-0.03549999999999999,0.615,0.846,0.059,0.471,0.3,0.633,0.889,0.579,0.615,0.846,0.727,0.687,0.8,0.667
6,restecg,0.8,0.7,0.025,-0.125,-0.143,-0.171,0.2,0.133,0.5,0.818,-0.059,-0.14800000000000002,0.615,0.923,0.059,0.471,0.3,0.667,0.889,0.6,0.615,0.923,0.727,0.727,0.8,0.7
6,thalach,0.8,0.7,0,0.1,0,0.303,0,0.312,0,1.625,0.0,0.2015,0.615,0.923,0.059,0.471,0.3,0.667,0.889,0.6,0.615,0.923,0.727,0.727,0.8,0.7
6,exang,0.8,0.6666666666666666,0.35,0.075,0.067,-0.033,0.45,0.25,0.25,0.688,0.2085,0.020999999999999998,0.615,0.846,0.059,0.471,0.3,0.633,0.889,0.579,0.615,0.846,0.727,0.687,0.8,0.667
6,oldpeak,0.8,0.7333333333333333,-0.4,0.05,0.0,-0.452,0.154,0.341,0,0.545,-0.2,-0.201,0.615,0.769,0.059,0.294,0.3,0.5,0.889,0.667,0.615,0.769,0.727,0.714,0.8,0.733
6,ca,0.8,0.7333333333333333,0.833,0.333,0.067,0.4,0.683,0.302,0.122,0.612,0.44999999999999996,0.36650000000000005,0.615,0.846,0.059,0.353,0.3,0.567,0.889,0.647,0.615,0.846,0.727,0.733,0.8,0.733
6,thal,0.8,0.6333333333333333,0.214,-0.262,-0.2,0.3,0.333,0.194,0.333,1.467,0.006999999999999992,0.01899999999999999,0.615,0.692,0.059,0.412,0.3,0.533,0.889,0.562,0.615,0.692,0.727,0.62,0.8,0.633
7,age,0.896551724137931,0.3793103448275862,-0.167,0.0,0.4,0.0,0.437,0.0,2.66,1.0,0.1165,0.0,0.909,1.0,0.111,1.0,0.414,1.0,0.833,0.379,0.909,1.0,0.869,0.55,0.897,0.379
7,sex,0.896551724137931,0.3793103448275862,0.125,0.0,-0.154,0.0,0.226,0.0,1.723,1.0,-0.014499999999999999,0.0,0.909,1.0,0.111,1.0,0.414,1.0,0.833,0.379,0.909,1.0,0.869,0.55,0.897,0.379
7,cp,0.896551724137931,0.5172413793103449,-0.909,-1.0,-0.025,0.05,0.399,0.155,4.19,1.206,-0.467,-0.475,0.909,1.0,0.111,0.778,0.414,0.862,0.833,0.44,0.909,1.0,0.869,0.611,0.897,0.517
7,trestbps,0.896551724137931,0.6206896551724138,-1.0,0.0,0.333,-0.025,0.5,0.051,0,1.069,-0.3335,-0.0125,0.909,1.0,0.111,0.611,0.414,0.759,0.833,0.5,0.909,1.0,0.869,0.667,0.897,0.621
7,chol,0.896551724137931,0.6896551724137931,1.0,0.0,0,0.111,1.0,0.09,0.0,1.141,0.5,0.0555,0.909,1.0,0.111,0.5,0.414,0.69,0.833,0.55,0.909,1.0,0.869,0.71,0.897,0.69
7,fbs,0.896551724137931,0.6896551724137931,0.111,0.111,0.111,0.444,0.63,0.407,0.37,0.593,0.111,0.2775,0.909,0.909,0.111,0.444,0.414,0.621,0.833,0.556,0.909,0.909,0.869,0.69,0.897,0.69
7,restecg,0.896551724137931,0.7241379310344828,0.2,0.2,-0.052,-0.299,0.226,0.332,0.58,0.569,0.07400000000000001,-0.04949999999999999,0.909,0.909,0.111,0.389,0.414,0.586,0.833,0.588,0.909,0.909,0.869,0.714,0.897,0.724
7,thalach,0.896551724137931,0.6206896551724138,1.0,0.0,0,-0.5,1.0,0.412,0.0,0.588,0.5,-0.25,0.909,1.0,0.111,0.611,0.414,0.759,0.833,0.5,0.909,1.0,0.869,0.667,0.897,0.621
7,exang,0.896551724137931,0.7586206896551724,0.333,0.333,-0.267,-0.4,0.652,0.576,0.204,0.367,0.033,-0.0335,0.909,0.909,0.111,0.333,0.414,0.552,0.833,0.625,0.909,0.909,0.869,0.741,0.897,0.759
7,oldpeak,0.896551724137931,0.7931034482758621,0.5,0.5,0.0,-0.375,0.929,0.63,0.071,0.265,0.25,0.0625,0.909,0.727,0.111,0.167,0.414,0.379,0.833,0.727,0.909,0.727,0.869,0.727,0.897,0.793
7,ca,0.896551724137931,0.7931034482758621,0.167,-0.267,-0.941,-1.0,0.739,0.326,0.261,0.348,-0.38699999999999996,-0.6335,0.909,0.545,0.111,0.056,0.414,0.241,0.833,0.857,0.909,0.545,0.869,0.666,0.897,0.793
7,thal,0.896551724137931,0.6206896551724138,0.143,0.0,0.118,0.0,0.467,0.0,0.417,0,0.1305,0.0,0.909,0.0,0.111,0.0,0.414,0.0,0.833,0,0.909,0.0,0.869,0,0.897,0
8,age,0.7931034482758621,0.7931034482758621,-0.028,0.444,0.333,0.222,0.283,0.025,2.037,1.069,0.1525,0.333,0.769,0.692,0.188,0.125,0.448,0.379,0.769,0.818,0.769,0.692,0.769,0.75,0.793,0.793
8,sex,0.7931034482758621,0.7931034482758621,-0.833,0.083,0.375,0.375,0.65,0.528,0,3.375,-0.22899999999999998,0.229,0.769,0.923,0.188,0.312,0.448,0.586,0.769,0.706,0.769,0.923,0.769,0.8,0.793,0.793
8,cp,0.7931034482758621,0.7586206896551724,-0.567,0.1,0.231,-0.359,0.355,0.268,3.13,0.678,-0.16799999999999998,-0.1295,0.769,0.923,0.188,0.375,0.448,0.621,0.769,0.667,0.769,0.923,0.769,0.774,0.793,0.759
8,trestbps,0.7931034482758621,0.6896551724137931,-1.0,-0.286,0.0,-0.1,0.2,0.01,0,1.016,-0.5,-0.193,0.769,0.846,0.188,0.438,0.448,0.621,0.769,0.611,0.769,0.846,0.769,0.71,0.793,0.69
8,chol,0.7931034482758621,0.7241379310344828,0,-0.143,0,0.27,0,0.162,0,1.283,0.0,0.06350000000000001,0.769,0.923,0.188,0.438,0.448,0.655,0.769,0.632,0.769,0.923,0.769,0.75,0.793,0.724
8,fbs,0.7931034482758621,0.6896551724137931,-0.318,0.091,0.214,-0.571,0.23,0.36,1.92,0.64,-0.052000000000000005,-0.24,0.769,0.923,0.188,0.5,0.448,0.69,0.769,0.6,0.769,0.923,0.769,0.727,0.793,0.69
8,restecg,0.7931034482758621,0.6206896551724138,-0.028,-0.139,-0.083,-0.25,0.071,0.083,0.857,0.889,-0.0555,-0.1945,0.769,0.846,0.188,0.562,0.448,0.69,0.769,0.55,0.769,0.846,0.769,0.667,0.793,0.621
8,thalach,0.7931034482758621,0.7931034482758621,0,-0.4,0.0,0.5,0.0,0.519,0,3.25,0.0,0.04999999999999999,0.769,0.846,0.188,0.25,0.448,0.517,0.769,0.733,0.769,0.846,0.769,0.785,0.793,0.793
8,exang,0.7931034482758621,0.6551724137931034,0.333,0.333,-0.929,-0.643,0.696,0.522,0.304,0.478,-0.29800000000000004,-0.155,0.769,0.769,0.188,0.438,0.448,0.586,0.769,0.588,0.769,0.769,0.769,0.666,0.793,0.655
8,oldpeak,0.7931034482758621,0.6551724137931034,1.0,0.714,-0.875,-0.786,0.9,0.762,0.1,0.238,0.0625,-0.03600000000000003,0.769,0.615,0.188,0.312,0.448,0.448,0.769,0.615,0.769,0.615,0.769,0.615,0.793,0.655
8,ca,0.7931034482758621,0.6896551724137931,-0.133,-0.367,0.2,0.267,0.06,0.19,0.88,1.76,0.0335,-0.04999999999999999,0.769,0.615,0.188,0.25,0.448,0.414,0.769,0.667,0.769,0.615,0.769,0.64,0.793,0.69
8,thal,0.7931034482758621,0.6206896551724138,-0.19,-0.69,-0.867,-0.733,0.351,0.169,0.509,1.591,-0.5285,-0.7115,0.769,0.538,0.188,0.312,0.448,0.414,0.769,0.583,0.769,0.538,0.769,0.56,0.793,0.621
9,age,0.8275862068965517,0.7931034482758621,-0.067,0.267,0.0,0.286,0.214,0.162,1.75,1.379,-0.0335,0.27649999999999997,0.722,0.778,0.0,0.182,0.448,0.552,1.0,0.875,0.722,0.778,0.839,0.824,0.828,0.793
9,sex,0.8275862068965517,0.7586206896551724,-0.169,0.031,0.0,0.133,0.226,0.132,1.754,1.263,-0.0845,0.082,0.722,0.778,0.0,0.273,0.448,0.586,1.0,0.824,0.722,0.778,0.839,0.8,0.828,0.759
9,cp,0.8275862068965517,0.8275862068965517,-0.929,-0.179,0.0,-0.5,0.684,0.084,0,1.14,-0.4645,-0.3395,0.722,0.889,0.0,0.273,0.448,0.655,1.0,0.842,0.722,0.889,0.839,0.865,0.828,0.828
9,trestbps,0.8275862068965517,0.8620689655172413,-1.0,0.222,0.0,-0.208,0.333,0.363,0,0.565,-0.5,0.007000000000000006,0.722,0.889,0.0,0.182,0.448,0.621,1.0,0.889,0.722,0.889,0.839,0.889,0.828,0.862
9,chol,0.8275862068965517,0.8620689655172413,0,-0.25,0,-0.333,0,0.095,0,1.167,0.0,-0.2915,0.722,0.889,0.0,0.182,0.448,0.621,1.0,0.889,0.722,0.889,0.839,0.889,0.828,0.862
9,fbs,0.8275862068965517,0.7931034482758621,0.333,0.2,0.0,0.273,0.615,0.423,0.385,0.577,0.1665,0.23650000000000002,0.722,0.833,0.0,0.273,0.448,0.621,1.0,0.833,0.722,0.833,0.839,0.833,0.828,0.793
