Fold,Feature,Droped_Attrib,acc_,acc_after,TPR_diff,TPR_diff_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,TPR,TPR_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after,ACC,ACC_after
0,age,None,0.8012533572068039,0.36257833482542523,0.153,0,0,-0.111,0.153,0.111,0.835,0.843,0.0765,-0.0555,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,job,None,0.8012533572068039,0.36257833482542523,-0.107,0,0,-0.03,0.107,0.03,1.156,0.954,-0.0535,-0.015,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,education,None,0.8012533572068039,0.36257833482542523,0.135,0,0,-0.062,0.135,0.062,0.849,0.909,0.0675,-0.031,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,default,None,0.8012533572068039,0.36257833482542523,-0.404,0,0,0.425,0.404,0.425,1.991,2.915,-0.202,0.2125,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,balance,None,0.8012533572068039,0.36257833482542523,0.0,0,0,-0.466,0.0,0.466,1.0,0.489,0.0,-0.233,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,housing,None,0.8012533572068039,0.36257833482542523,-0.255,0,0,0.044,0.255,0.044,1.379,1.071,-0.1275,0.022,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,loan,None,0.8012533572068039,0.36257833482542523,-0.055,0,0,0.016,0.055,0.016,1.072,1.025,-0.0275,0.008,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,duration,None,0.8012533572068039,0.36257833482542523,0.25,0,0,-0.669,0.25,0.669,0.75,0.331,0.125,-0.3345,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,campaign,None,0.8012533572068039,0.36257833482542523,-0.765,0,0,0.22,0.765,0.22,0,1.518,-0.3825,0.11,0.801,0,0,0.637,0.801,0.637,1.0,0.0,0.801,0,0.89,0,0.801,0.363
0,age,['housing'],0.8200537153088631,0.3410922112802149,0.145,0,0,-0.094,0.145,0.094,0.85,0.868,0.0725,-0.047,0.82,0,0,0.659,0.82,0.659,1.0,0.0,0.82,0,0.901,0,0.82,0.341
0,job,['housing'],0.8200537153088631,0.3410922112802149,-0.137,0,0,-0.012,0.137,0.012,1.189,0.982,-0.0685,-0.006,0.82,0,0,0.659,0.82,0.659,1.0,0.0,0.82,0,0.901,0,0.82,0.341
0,education,['housing'],0.8200537153088631,0.3410922112802149,0.107,0,0,-0.043,0.107,0.043,0.88,0.938,0.0535,-0.0215,0.82,0,0,0.659,0.82,0.659,1.0,0.0,0.82,0,0.901,0,0.82,0.341
