Fold,Feature,Droped_Attrib,acc_,acc_after,TPR_diff,TPR_diff_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,TPR,TPR_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after,ACC,ACC_after
0,sex,None,0.5914127423822715,0.5512465373961218,0.33,0.341,-0.416,-0.204,0.38,0.313,0.585,0.441,-0.04299999999999998,0.06850000000000002,0.682,0.369,0.518,0.227,0.608,0.305,0.615,0.664,0.682,0.369,0.647,0.474,0.591,0.551
0,age,None,0.5914127423822715,0.5512465373961218,0.143,0.842,0.5,-0.926,0.353,0.882,0.647,0.118,0.3215,-0.04200000000000004,0.682,0.369,0.518,0.227,0.608,0.305,0.615,0.664,0.682,0.369,0.647,0.474,0.591,0.551
0,race,None,0.5914127423822715,0.5512465373961218,0.233,0.293,-0.361,-0.243,0.293,0.273,0.633,0.433,-0.06399999999999999,0.024999999999999994,0.682,0.369,0.518,0.227,0.608,0.305,0.615,0.664,0.682,0.369,0.647,0.474,0.591,0.551
0,priors_count,None,0.5914127423822715,0.5512465373961218,0.204,0.059,-0.269,-0.106,0.242,0.088,0.679,0.754,-0.032500000000000015,-0.0235,0.682,0.369,0.518,0.227,0.608,0.305,0.615,0.664,0.682,0.369,0.647,0.474,0.591,0.551
0,c_charge_degree,None,0.5914127423822715,0.5512465373961218,0.357,0.264,-0.474,-0.168,0.419,0.236,0.528,0.489,-0.058499999999999996,0.048,0.682,0.369,0.518,0.227,0.608,0.305,0.615,0.664,0.682,0.369,0.647,0.474,0.591,0.551
0,sex,['race'],0.5886426592797784,0.5581717451523546,0.295,0.503,-0.421,-0.393,0.36,0.484,0.588,0.295,-0.063,0.05499999999999999,0.654,0.364,0.491,0.206,0.58,0.292,0.618,0.682,0.654,0.364,0.635,0.475,0.589,0.558
0,age,['race'],0.5886426592797784,0.5581717451523546,0.143,0.848,0.5,-0.952,0.353,0.898,0.647,0.102,0.3215,-0.05199999999999999,0.654,0.364,0.491,0.206,0.58,0.292,0.618,0.682,0.654,0.364,0.635,0.475,0.589,0.558
0,priors_count,['race'],0.5886426592797784,0.5581717451523546,0.242,0.047,-0.259,-0.047,0.259,0.057,0.648,0.826,-0.008500000000000008,0.0,0.654,0.364,0.491,0.206,0.58,0.292,0.618,0.682,0.654,0.364,0.635,0.475,0.589,0.558
0,c_charge_degree,['race'],0.5886426592797784,0.5581717451523546,0.369,0.131,-0.497,-0.001,0.435,0.093,0.5,0.738,-0.064,0.065,0.654,0.364,0.491,0.206,0.58,0.292,0.618,0.682,0.654,0.364,0.635,0.475,0.589,0.558
0,sex,['priors_count'],0.6024930747922438,0.554016620498615,0.31,0.482,-0.451,-0.416,0.383,0.477,0.586,0.298,-0.07050000000000001,0.033,0.697,0.359,0.512,0.209,0.614,0.291,0.623,0.676,0.697,0.359,0.658,0.469,0.602,0.554
0,age,['priors_count'],0.6024930747922438,0.554016620498615,0.0,0.855,0.6,-0.949,0.235,0.9,0.765,0.1,0.3,-0.046999999999999986,0.697,0.359,0.512,0.209,0.614,0.291,0.623,0.676,0.697,0.359,0.658,0.469,0.602,0.554
0,race,['priors_count'],0.6024930747922438,0.554016620498615,0.22,0.264,-0.343,-0.189,0.278,0.234,0.649,0.472,-0.06150000000000001,0.037500000000000006,0.697,0.359,0.512,0.209,0.614,0.291,0.623,0.676,0.697,0.359,0.658,0.469,0.602,0.554
0,c_charge_degree,['priors_count'],0.6024930747922438,0.554016620498615,0.408,0.139,-0.437,0.003,0.435,0.095,0.519,0.732,-0.014500000000000013,0.07100000000000001,0.697,0.359,0.512,0.209,0.614,0.291,0.623,0.676,0.697,0.359,0.658,0.469,0.602,0.554
0,age,['sex'],0.5858725761772853,0.5166204986149584,0.143,0.852,0.5,-0.846,0.353,0.849,0.647,0.151,0.3215,0.0030000000000000027,0.664,0.361,0.509,0.294,0.594,0.331,0.613,0.598,0.664,0.361,0.637,0.45,0.586,0.517
