ID,ID2,Feature,Feature2,swap_proportion,Type,P_a_b,P_a_not_b,P_b_not_a,P_a_b_over_P_a_not_b,P_b_a_over_P_b_not_a,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,TPR_diff,TPR_diff_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,TPR,TPR_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after,ACC,ACC_after
F_0,F_0,age,age,10.0,CDI,0,0,0,0,0,0.8012533572068039,0.8012533572068039,0.0014103082743518068,0.0044530223581253124,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,19.875,0.0,0.0,0.153,-0.765,0,0,0.153,0.765,0.835,0,0.0765,-0.3825,0.801,0.801,0,0,0.801,0.801,1.0,1.0,0.801,0.801,0.89,0.89,0.801,0.801
F_0,F_2,age,education,10.0,NII,0.019888908797706505,0.007615122737860598,0.012990503493997491,2.611764705882353,1.5310344827586209,0.8012533572068039,0.9982094897045658,0.0019024171888988362,0.0,0.13971357903482584,0.0,0.7051107625275197,0.0011173184357541898,0.00037109238484717654,0.009582203826575323,0.179,0.179,0.0017905102954341987,1.0,0.153,-0.997,0,0.0,0.153,0.762,0.835,0,0.0765,-0.4985,0.801,0.999,0,0.005,0.801,0.801,1.0,0.999,0.801,0.999,0.89,0.999,0.801,0.998
F_0,F_2,age,education,10.0,NDI,0.019888908797706505,0.007615122737860598,0.012990503493997491,2.611764705882353,1.5310344827586209,0.8012533572068039,1.0,0.0009891597941398729,0.003813554395470242,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.179,0.0,0.0,0.0,0.153,-1.0,0,0.0,0.153,0.762,0.835,0,0.0765,-0.5,0.801,1.0,0,0.0,0.801,0.801,1.0,1.0,0.801,1.0,0.89,1.0,0.801,1.0
F_0,F_3,age,default,10.0,NII,0.02705608313922236,0.0004479483963447411,0.016215731947679626,60.4,1.6685082872928176,0.8012533572068039,0.9982094897045658,0.00011190689346463742,0.0,0.13971357903482584,0.0,0.7051107625275197,0.0011173184357541898,0.00037109238484717654,0.009582203826575323,0.0,0.179,0.0017905102954341987,1.0,0.153,-1.0,0,0.011,0.153,0.765,0.835,0,0.0765,-0.4945,0.801,0.999,0,0.005,0.801,0.801,1.0,0.999,0.801,0.999,0.89,0.999,0.801,0.998
F_0,F_3,age,default,10.0,NDI,0.02705608313922236,0.0004479483963447411,0.016215731947679626,60.4,1.6685082872928176,0.8012533572068039,1.0,0.0007086806685959971,0.0041507284121429155,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,-1.0,0,0.0,0.153,0.765,0.835,0,0.0765,-0.5,0.801,1.0,0,0.0,0.801,0.801,1.0,1.0,0.801,1.0,0.89,1.0,0.801,1.0
F_0,F_4,age,balance,10.0,NII,0.0,0.0,0.0,0,0,0.8012533572068039,1.0,9.072942048881441e-05,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,-1.0,0,0.0,0.153,0.765,0.835,0,0.0765,-0.5,0.801,1.0,0,0.0,0.801,0.801,1.0,1.0,0.801,1.0,0.89,1.0,0.801,1.0
F_0,F_4,age,balance,10.0,NDI,0.0,0.0,0.0,0,0,0.8012533572068039,1.0,0.0010759845980636436,0.005011103489169739,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,-1.0,0,0.0,0.153,0.765,0.835,0,0.0765,-0.5,0.801,1.0,0,0.0,0.801,0.801,1.0,1.0,0.801,1.0,0.89,1.0,0.801,1.0
F_0,F_6,age,loan,10.0,NII,0.023472495968464433,0.00403153556710267,0.014423938362300662,5.822222222222223,1.627329192546584,0.8012533572068039,0.999104744852283,0.0008952551477170994,0.0,0.098792419159368,0.00014052959344877325,0.7061139571702186,0.0011173184357542144,0.0001699572138423643,0.006771320536453269,0.09,0.09,0.0008952551477170994,1.0,0.153,-0.997,0,0.0,0.153,0.762,0.835,0,0.0765,-0.4985,0.801,0.999,0,0.0,0.801,0.8,1.0,1.0,0.801,0.999,0.89,0.999,0.801,0.999
F_0,F_6,age,loan,10.0,NDI,0.023472495968464433,0.00403153556710267,0.014423938362300662,5.822222222222223,1.627329192546584,0.8012533572068039,1.0,0.0012381789961327886,0.005301770744922043,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.153,-1.0,0,0.0,0.153,0.762,0.835,0,0.0765,-0.5,0.801,1.0,0,0.0,0.801,0.8,1.0,1.0,0.801,1.0,0.89,1.0,0.801,1.0
F_0,F_7,age,duration,10.0,NII,8.958967926894822e-05,0.0,0.0,0,0,0.8012533572068039,0.9928379588182632,0.0011842231608028466,0.0,0.2794271580696517,0.00028105918689756395,0.6990264102904851,0.005580357142857159,0.0015136233871492408,0.019159530258799674,0.627,0.716,0.007162041181736795,1.0,0.153,-1.0,0,0.033,0.153,0.77,0.835,0,0.0765,-0.4835,0.801,0.997,0,0.022,0.801,0.802,1.0,0.994,0.801,0.997,0.89,0.995,0.801,0.993
F_0,F_7,age,duration,10.0,NDI,8.958967926894822e-05,0.0,0.0,0,0,0.8012533572068039,1.0,0.0005201761602024704,0.003953074678231348,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.448,0.0,0.0,0.0,0.153,-1.0,0,0.0,0.153,0.765,0.835,0,0.0765,-0.5,0.801,1.0,0,0.0,0.801,0.8,1.0,1.0,0.801,1.0,0.89,1.0,0.801,1.0
F_1,F_1,job,job,10.0,CDI,0,0,0,0,0,0.8012533572068039,0.8003581020590869,0.0016439699174828513,0.007813135834621959,0.098792419159368,0.00014052959344877325,0.7061139571702186,0.0011173184357542091,0.00016995721384236437,0.0067713205364532715,0.09,19.964,0.0008952551477170994,1.0,-0.107,-0.762,0,0,0.107,0.762,1.156,0,-0.0535,-0.381,0.801,0.8,0,0,0.801,0.8,1.0,1.0,0.801,0.8,0.89,0.889,0.801,0.8
