Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
sex,['ca'],Reweighing,0.1847,0.3643,0.1796,0.3306,0.4187,0.0881,2.47,1.6674,-0.8026,0.0271,0.0537,0.0266,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.07273628013240238,4.19,297.31,313.97,0.8336348830246822,0.06
sex,['oldpeak'],Reweighing,0.1289,0.3728,0.2439,0.3229,0.3983,0.0754,3.1281,2.6492,-0.4789,-0.0045,0.0982,0.1028,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.21459911851368246,1.28,289.04,325.09,0.8336348830246822,0.06
sex,['restecg'],Reweighing,0.1337,0.3921,0.2584,0.3136,0.4481,0.1345,3.1493,3.269,0.1197,0.0076,0.0939,0.0864,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.22840295420343834,1.43,299.23,326.5,0.9163591402734885,0.03
sex,['thal'],Reweighing,0.1591,0.6068,0.4477,0.3523,0.5563,0.204,3.0634,3.6414,0.578,-0.0448,0.1573,0.2021,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.9262025720047292,0.3,287.34,316.41,0.9163591402734885,0.03
thal,None,Reweighing,-0.3051,-0.3535,-0.0484,0.5852,0.3456,-0.2396,0.2639,0.4218,0.1579,0.0045,-0.1509,-0.1554,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.01930921675292155,17.14,303.72,329.41,0.5995101785600032,0.16
thal,['age'],Reweighing,-0.3944,-0.3084,0.086,0.5925,0.3016,-0.2909,0.2589,0.4831,0.2242,-0.0402,-0.0983,-0.0581,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.020328972984005007,11.32,279.45,330.45,0.5995101785600032,0.16
thal,['ca'],Reweighing,-0.5236,-0.3779,0.1457,0.6015,0.3434,-0.2581,0.2664,0.4269,0.1605,-0.1058,-0.1648,-0.059,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.022654926231035283,13.46,297.96,314.26,0.6744240722352938,0.12
thal,['oldpeak'],Reweighing,-0.3051,-0.2621,0.043,0.5845,0.2758,-0.3087,0.2586,0.4945,0.2359,0.0082,-0.1043,-0.1125,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.012819024499372002,21.45,291.34,326.62,0.6744240722352938,0.12
thal,['restecg'],Reweighing,-0.2734,-0.366,-0.0926,0.5669,0.3796,-0.1873,0.2736,0.3763,0.1027,0.0148,-0.1247,-0.1395,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.021413845910318963,15.25,301.81,328.19,0.5995101785600032,0.16
thalach,None,Reweighing,0.0,-0.1618,-0.1618,0.6,0.2733,-0.3267,0.0,0.6586,0.6586,-0.1,-0.0639,0.0361,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.007021693580208841,47.12,304.24,330.49,0.6744240722352938,0.12
thalach,['age'],Reweighing,0.0,0.0041,0.0041,0.6,0.17,-0.43,0.0,0.8083,0.8083,-0.1,0.0457,0.1457,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.002965741375972422,77.61,280.32,331.84,0.9163591402734885,-0.03
thalach,['ca'],Reweighing,0.1,-0.1509,-0.2509,0.5,0.2671,-0.2329,0.1,0.6779,0.5779,-0.05,-0.0471,0.0029,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.007319741351580001,41.67,298.58,316.21,0.6744240722352938,0.12
thalach,['oldpeak'],Reweighing,0.0,-0.0474,-0.0474,0.6,0.2035,-0.3965,0.0,0.7704,0.7704,-0.1,-0.0089,0.0911,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.0031024885050316303,88.61,291.9,327.69,0.7527138062630524,0.09
thalach,['restecg'],Reweighing,0.0,-0.0828,-0.0828,0.6,0.2858,-0.3142,0.0,0.6283,0.6283,-0.1,0.0369,0.1369,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.004991027909464741,65.41,302.62,329.14,0.9163591402734885,0.03
thalach,['thal'],Reweighing,0.0,-0.0635,-0.0635,0.5,0.239,-0.261,0.0,0.7523,0.7523,-0.05,-0.0107,0.0393,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.004065635983332,67.32,291.86,319.46,0.7527138062630524,0.09
trestbps,None,Reweighing,0.1833,-0.0251,-0.2084,0.2926,0.1721,-0.1205,0.325,1.0619,0.7369,-0.1333,-0.016,0.1173,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.0022473087869636006,147.24,304.44,330.15,0.9163591402734885,0.03
trestbps,['age'],Reweighing,0.1833,0.0216,-0.1617,0.2926,0.0814,-0.2112,0.325,1.0271,0.7021,-0.1333,0.0046,0.1379,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.002123136910443932,108.41,280.21,331.5,0.9163591402734885,0.03
trestbps,['ca'],Reweighing,0.1583,-0.0254,-0.1837,0.359,0.1295,-0.2295,0.3643,0.9794,0.6151,-0.1459,-0.0016,0.1443,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.0021666110761582404,140.8,298.87,315.65,0.9163591402734885,0.03
trestbps,['oldpeak'],Reweighing,0.1833,-0.0187,-0.202,0.2926,0.1687,-0.1239,0.325,1.0525,0.7275,-0.1333,-0.01,0.1234,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.00243900494551296,112.72,291.76,327.35,0.9163591402734885,0.03
trestbps,['restecg'],Reweighing,0.1333,-0.0563,-0.1896,0.3176,0.1629,-0.1547,0.3,1.0471,0.7471,-0.1584,-0.0392,0.1192,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.00256931873485056,127.06,302.51,328.76,1.0,0.0
trestbps,['thal'],Reweighing,0.0833,-0.0262,-0.1095,0.3176,0.1292,-0.1884,0.225,0.9885,0.7635,-0.1834,-0.0075,0.1759,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.0023124702434575805,118.36,291.88,318.8,1.0,0.0
age,None,DIR,0.1459,0.0845,-0.0614,0.3098,0.1702,-0.1396,2.2357,1.5634,-0.6723,0.0227,0.0551,0.0325,0.1236,0.3803,0.2567,0.4377,0.5922,0.1545,84.17,69.47,-0.147,85.32,68.6,-0.1672,80.16,81.73,0.0157,81.96,71.86,-0.101,0.2799100845120077,0.015080949238630757,18.56,289.14,328.66,0.40081416938293446,0.25
age,['ca'],DIR,0.2637,0.1075,-0.1562,0.3679,0.1676,-0.2003,2.5647,1.5269,-1.0378,0.0624,0.0861,0.0237,0.1536,0.402,0.2484,0.4408,0.6084,0.1676,81.14,68.77,-0.1236,80.95,66.92,-0.1403,76.86,82.79,0.0593,78.32,71.49,-0.0683,0.27239765807936334,0.028494616640413844,9.56,287.25,313.54,0.5286121252556877,0.19
age,['oldpeak'],DIR,0.1647,0.0367,-0.128,0.3228,0.1409,-0.1819,2.4844,1.4238,-1.0606,0.0276,0.0368,0.0092,0.1236,0.3693,0.2457,0.431,0.5823,0.1513,83.48,69.78,-0.1371,85.35,69.9,-0.1545,78.77,80.71,0.0194,81.21,71.89,-0.0932,0.28295777496765967,0.006586821304870307,42.96,290.08,325.55,0.34456236532569795,0.28
age,['restecg'],DIR,0.1647,0.1065,-0.0582,0.3293,0.1765,-0.1528,2.368,1.5203,-0.8477,0.0154,0.0866,0.0712,0.1242,0.3462,0.222,0.4345,0.5737,0.1392,83.83,71.03,-0.128,85.29,70.8,-0.1449,79.5,81.42,0.0192,81.65,73.0,-0.0865,0.2988970744080399,0.026456568035181524,11.3,293.58,327.19,0.40081416938293446,0.25
age,['thal'],DIR,0.1303,0.073,-0.0573,0.3196,0.2578,-0.0618,2.449,1.8149,-0.6341,-0.0289,-0.0144,0.0145,0.1241,0.2436,0.1195,0.4108,0.4854,0.0746,81.45,75.19,-0.0626,84.97,72.83,-0.1214,75.05,76.76,0.0171,78.82,73.67,-0.0515,0.30967130790259556,0.004818965455746106,64.26,296.0,317.15,0.4622499461255427,0.22
ca,None,DIR,-0.1582,0.1395,0.2977,0.5182,0.2574,-0.2608,0.4317,0.6359,0.2042,0.0474,0.0609,0.0134,0.1236,0.4223,0.2987,0.4377,0.6122,0.1745,84.17,67.26,-0.1692,85.32,65.52,-0.198,80.16,81.61,0.0145,81.96,70.23,-0.1173,0.25256413653006854,0.012947200819111123,19.51,282.79,329.86,0.5995101785600032,0.16
ca,['age'],DIR,-0.1656,0.1164,0.282,0.523,0.2611,-0.2619,0.4263,0.6223,0.196,0.0437,0.0507,0.0069,0.1179,0.4018,0.2839,0.4343,0.5966,0.1623,84.51,67.87,-0.1664,85.98,66.86,-0.1912,80.16,80.64,0.0048,82.31,70.44,-0.1187,0.2577954437917827,0.00945487431056882,27.27,284.11,331.18,0.5995101785600032,0.16
ca,['oldpeak'],DIR,-0.2644,0.2347,0.4991,0.5263,0.213,-0.3133,0.4236,0.6928,0.2692,-0.0178,0.1081,0.1259,0.1236,0.4112,0.2876,0.431,0.5893,0.1583,83.48,66.23,-0.1725,85.35,65.81,-0.1954,78.77,77.93,-0.0084,81.21,68.14,-0.1307,0.23146149368216945,0.032873379533946236,7.04,275.91,326.7,0.5286121252556877,0.19
ca,['restecg'],DIR,-0.2638,0.1352,0.399,0.5517,0.2381,-0.3136,0.3933,0.83,0.4367,0.0002,0.0835,0.0833,0.1242,0.4191,0.2949,0.4345,0.6127,0.1782,83.83,67.35,-0.1647,85.29,65.82,-0.1947,79.5,81.94,0.0244,81.65,70.11,-0.1154,0.25468439231172035,0.021921337827880093,11.62,283.1,328.14,0.8336348830246822,0.06
ca,['thal'],DIR,-0.2656,0.0053,0.2709,0.5832,0.3568,-0.2264,0.3552,0.7768,0.4216,0.0336,0.007,-0.0265,0.1241,0.2554,0.1313,0.4108,0.4952,0.0844,81.45,74.65,-0.068,84.97,72.3,-0.1267,75.05,76.38,0.0133,78.82,73.17,-0.0565,0.3016256425862095,0.001825830754194023,165.2,295.07,318.13,0.5995101785600032,0.16
chol,None,DIR,0.1,0.0185,-0.0815,0.35,0.1212,-0.2288,0.0,0.9299,0.9299,0.1,0.0265,-0.0735,0.1236,0.3663,0.2427,0.4377,0.6034,0.1657,84.17,72.3,-0.1187,85.32,70.19,-0.1513,80.16,86.02,0.0586,81.96,75.18,-0.0678,0.32817719208969665,0.00242017197081696,135.6,302.13,330.94,0.9163591402734885,-0.03
chol,['age'],DIR,0.1,0.0526,-0.0474,0.35,0.0977,-0.2523,0.0,0.9966,0.9966,0.1,0.0311,-0.0689,0.1179,0.3684,0.2505,0.4343,0.6029,0.1686,84.51,71.63,-0.1287,85.98,70.09,-0.1589,80.16,85.15,0.0499,82.31,74.4,-0.0791,0.3180693635564138,0.003840122683073478,82.83,299.57,332.29,0.8336348830246822,0.06
chol,['ca'],DIR,0.2,0.0215,-0.1785,0.2,0.1268,-0.0732,0.1,0.954,0.854,0.2,0.0252,-0.1748,0.1536,0.4144,0.2608,0.4408,0.6298,0.189,81.14,69.62,-0.1152,80.95,66.43,-0.1452,76.86,85.92,0.0906,78.32,72.89,-0.0543,0.28964417046003305,0.003002182178870805,96.48,293.21,315.91,0.7527138062630524,0.09
chol,['oldpeak'],DIR,0.1,0.0093,-0.0907,0.35,0.111,-0.239,0.0,0.9239,0.9239,0.1,0.0308,-0.0692,0.1236,0.3974,0.2738,0.431,0.6064,0.1754,83.48,69.25,-0.1423,85.35,67.72,-0.1763,78.77,83.08,0.0431,81.21,72.2,-0.0901,0.28131211343540224,0.0019163402580486175,146.8,290.73,328.14,0.9163591402734885,0.03
chol,['restecg'],DIR,0.1,0.0218,-0.0782,0.35,0.1422,-0.2078,0.0,1.0071,1.0071,0.1,0.0094,-0.0906,0.1242,0.3659,0.2417,0.4345,0.5998,0.1653,83.83,71.33,-0.1249,85.29,69.8,-0.1549,79.5,84.51,0.0501,81.65,74.03,-0.0762,0.3115041180372,0.0020810736683396364,149.68,298.08,329.59,1.0,0.0
chol,['thal'],DIR,0.1,0.1507,0.0507,0.3,0.1067,-0.1933,0.0,1.0997,1.0997,0.15,0.0538,-0.0962,0.1241,0.2628,0.1387,0.4108,0.5078,0.097,81.45,75.08,-0.0637,84.97,71.58,-0.1339,75.05,78.45,0.034,78.82,73.97,-0.0485,0.3118653925505793,0.008599356975142712,36.27,297.14,319.61,1.0,0.0
cp,None,DIR,0.1054,-0.0555,-0.1609,0.4744,0.1682,-0.3062,1.8188,1.5985,-0.2203,-0.3434,-0.1963,0.1471,0.1236,0.3887,0.2651,0.4377,0.5984,0.1607,84.17,69.42,-0.1475,85.32,67.96,-0.1736,80.16,82.84,0.0268,81.96,72.18,-0.0978,0.2821198695840991,0.014508928183028725,19.44,289.52,327.72,0.4622499461255427,0.22
cp,['age'],DIR,0.0943,-0.0863,-0.1806,0.469,0.1737,-0.2953,1.8188,1.4908,-0.328,-0.3489,-0.1822,0.1667,0.1179,0.3856,0.2677,0.4343,0.5897,0.1554,84.51,68.94,-0.1557,85.98,67.78,-0.182,80.16,81.54,0.0138,82.31,71.32,-0.1099,0.2717625756496567,0.010574817924359194,25.7,286.89,329.06,0.40081416938293446,0.25
cp,['ca'],DIR,0.1544,-0.0471,-0.2015,0.4844,0.1852,-0.2992,2.0456,1.6609,-0.3847,-0.3013,-0.2046,0.0967,0.1536,0.4096,0.256,0.4408,0.62,0.1792,81.14,69.36,-0.1178,80.95,66.76,-0.1419,76.86,84.99,0.0813,78.32,72.6,-0.0572,0.28570865714216026,0.017699093614220344,16.14,290.68,313.22,0.5995101785600032,0.16
cp,['oldpeak'],DIR,0.106,-0.0939,-0.1999,0.4878,0.2105,-0.2773,1.5058,1.8871,0.3813,-0.3567,-0.2613,0.0953,0.1236,0.3875,0.2639,0.431,0.5932,0.1622,83.48,69.22,-0.1427,85.35,68.52,-0.1683,78.77,81.88,0.0311,81.21,71.94,-0.0927,0.2793642447427484,0.025745607140556962,10.85,288.12,325.16,0.5286121252556877,0.19
cp,['restecg'],DIR,0.1031,-0.0471,-0.1502,0.4698,0.175,-0.2948,1.787,1.8222,0.0352,-0.3412,-0.2191,0.1221,0.1242,0.3824,0.2582,0.4345,0.5836,0.1491,83.83,68.61,-0.1522,85.29,68.25,-0.1704,79.5,80.73,0.0123,81.65,70.96,-0.1069,0.26824888433230004,0.020187334239437683,13.29,285.34,326.42,0.4622499461255427,0.22
cp,['thal'],DIR,0.102,0.04,-0.062,0.4365,0.277,-0.1595,1.7819,1.9358,0.1539,-0.3171,-0.111,0.2061,0.1241,0.2495,0.1254,0.4108,0.4707,0.0599,81.45,72.71,-0.0873,84.97,67.82,-0.1715,75.05,72.93,-0.0212,78.82,69.06,-0.0976,0.24834176691300014,0.012108075076979535,20.51,279.57,316.58,0.40081416938293446,0.25
exang,None,DIR,-0.2322,-0.1062,0.126,0.5658,0.3431,-0.2227,0.3101,0.5818,0.2717,0.0413,0.013,-0.0283,0.1236,0.4009,0.2773,0.4377,0.6173,0.1796,84.17,69.83,-0.1434,85.32,67.53,-0.1779,80.16,85.1,0.0494,81.96,72.77,-0.0919,0.2920077027112646,0.005761613545721374,50.68,293.46,329.64,0.6744240722352938,0.12
exang,['age'],DIR,-0.1977,-0.0956,0.1021,0.5577,0.3342,-0.2235,0.3158,0.5958,0.28,0.0586,0.0128,-0.0458,0.1179,0.407,0.2891,0.4343,0.6237,0.1894,84.51,69.86,-0.1465,85.98,67.37,-0.1861,80.16,85.96,0.058,82.31,73.11,-0.092,0.29578727830558194,0.005265119390654552,56.18,294.57,331.11,0.6744240722352938,0.12
exang,['ca'],DIR,-0.157,-0.072,0.085,0.5324,0.3177,-0.2147,0.3371,0.6164,0.2793,0.1012,0.0358,-0.0654,0.1536,0.4296,0.276,0.4408,0.6241,0.1833,81.14,67.49,-0.1365,80.95,65.04,-0.1591,76.86,83.28,0.0642,78.32,70.54,-0.0778,0.2579035861746255,0.00482428288450648,53.46,284.67,315.52,0.6744240722352938,0.12
exang,['oldpeak'],DIR,-0.175,-0.0891,0.0859,0.5447,0.301,-0.2437,0.3169,0.6022,0.2853,0.0699,0.0134,-0.0565,0.1236,0.3834,0.2598,0.431,0.5806,0.1496,83.48,68.46,-0.1502,85.35,68.37,-0.1698,78.77,79.7,0.0093,81.21,70.34,-0.1087,0.262404108812341,0.004496006040044637,58.36,285.21,327.06,0.4622499461255427,0.22
exang,['restecg'],DIR,-0.2327,-0.1139,0.1188,0.5725,0.3399,-0.2326,0.3003,0.5748,0.2745,0.0511,0.0068,-0.0443,0.1242,0.3788,0.2546,0.4345,0.5957,0.1612,83.83,70.04,-0.1379,85.29,68.76,-0.1653,79.5,82.89,0.0339,81.65,72.19,-0.0946,0.28820967772562833,0.00571256664919394,50.45,292.13,328.29,0.5995101785600032,0.16
exang,['thal'],DIR,-0.2515,-0.167,0.0845,0.5604,0.412,-0.1484,0.2905,0.4437,0.1532,0.0434,0.019,-0.0244,0.1241,0.2314,0.1073,0.4108,0.4656,0.0548,81.45,74.26,-0.0719,84.97,74.17,-0.108,75.05,74.06,-0.0099,78.82,72.06,-0.0676,0.2939343639088138,0.0068761959896479485,42.75,292.77,318.26,0.40081416938293446,0.25
fbs,None,DIR,0.0975,0.171,0.0735,0.2677,0.1776,-0.0901,1.1324,1.1932,0.0608,0.0627,0.0834,0.0207,0.1236,0.3833,0.2597,0.4377,0.5982,0.1605,84.17,70.1,-0.1408,85.32,68.56,-0.1676,80.16,83.43,0.0327,81.96,72.87,-0.0909,0.29216794028586635,0.026619830244538366,10.98,292.53,329.62,0.5995101785600032,0.16
fbs,['age'],DIR,0.0879,0.1525,0.0646,0.264,0.181,-0.083,1.1179,1.1268,0.0089,0.0579,0.0828,0.0249,0.1179,0.3621,0.2442,0.4343,0.5826,0.1483,84.51,70.47,-0.1404,85.98,70.22,-0.1576,80.16,81.95,0.0179,82.31,72.65,-0.0966,0.2946274040125529,0.02312992214791944,12.74,292.97,331.02,0.5286121252556877,0.19
fbs,['ca'],DIR,0.0897,0.1572,0.0675,0.2801,0.1791,-0.101,1.2665,1.2105,-0.056,0.0491,0.0852,0.0361,0.1536,0.4031,0.2495,0.4408,0.6093,0.1685,81.14,69.15,-0.1199,80.95,66.74,-0.1421,76.86,83.36,0.065,78.32,71.98,-0.0634,0.2769160259088136,0.027695136246692686,10.0,288.77,315.18,0.6744240722352938,0.12
fbs,['oldpeak'],DIR,0.098,0.0988,0.0008,0.2631,0.2467,-0.0164,1.1539,0.9151,-0.2388,0.055,0.0377,-0.0173,0.1236,0.382,0.2584,0.431,0.5817,0.1507,83.48,68.72,-0.1476,85.35,68.28,-0.1707,78.77,80.05,0.0128,81.21,70.89,-0.1032,0.2662951657889394,0.008722647323694313,30.53,286.08,326.84,0.40081416938293446,0.25
fbs,['restecg'],DIR,0.098,0.1735,0.0755,0.2636,0.1918,-0.0718,1.1259,1.2624,0.1365,0.0663,0.0875,0.0213,0.1242,0.374,0.2498,0.4345,0.5914,0.1569,83.83,70.38,-0.1345,85.29,69.25,-0.1604,79.5,82.75,0.0325,81.65,72.87,-0.0878,0.2938884810389381,0.030670444857908617,9.58,292.72,328.26,0.5995101785600032,0.16
fbs,['thal'],DIR,0.0617,-0.0247,-0.0864,0.2473,0.217,-0.0303,0.9947,0.8939,-0.1008,0.0592,0.0083,-0.0509,0.1241,0.2129,0.0888,0.4108,0.4641,0.0533,81.45,76.32,-0.0512,84.97,75.64,-0.0933,75.05,75.47,0.0042,78.82,74.11,-0.0471,0.32293950492155765,0.001561722587956856,206.78,300.12,318.51,0.40081416938293446,0.25
oldpeak,None,DIR,-0.0846,-0.2338,-0.1492,0.5365,0.3242,-0.2123,0.1675,0.5716,0.4041,0.0627,-0.0415,-0.1042,0.1236,0.3728,0.2492,0.4377,0.5801,0.1424,84.17,69.56,-0.1461,85.32,69.17,-0.1615,80.16,80.64,0.0048,81.96,71.64,-0.1032,0.27792933058358793,0.01230719653102033,22.58,288.84,330.38,0.4622499461255427,0.22
oldpeak,['age'],DIR,-0.0989,-0.2407,-0.1418,0.5365,0.3325,-0.204,0.1493,0.5738,0.4245,0.0556,-0.0404,-0.0959,0.1179,0.3758,0.2579,0.4343,0.5793,0.145,84.51,68.85,-0.1566,85.98,69.15,-0.1683,80.16,79.62,-0.0054,82.31,70.92,-0.1139,0.268838243671023,0.013253699788039766,20.28,286.34,331.7,0.40081416938293446,0.25
oldpeak,['ca'],DIR,-0.2864,-0.2253,0.0611,0.6025,0.2656,-0.3369,0.1822,0.6146,0.4324,-0.0548,-0.0707,-0.0158,0.1536,0.3966,0.243,0.4408,0.5738,0.133,81.14,66.21,-0.1492,80.95,66.36,-0.1459,76.86,76.56,-0.003,78.32,67.53,-0.1079,0.22720812396585863,0.010207322269418671,22.26,274.57,315.24,0.4622499461255427,0.22
oldpeak,['restecg'],DIR,-0.0846,-0.1826,-0.098,0.5365,0.3022,-0.2343,0.1675,0.5819,0.4144,0.0627,-0.0184,-0.0811,0.1242,0.3529,0.2287,0.4345,0.5611,0.1266,83.83,69.65,-0.1418,85.29,69.99,-0.153,79.5,78.67,-0.0083,81.65,70.88,-0.1077,0.27185273797149007,0.008488851667926825,32.02,287.25,329.04,0.40081416938293446,0.25
oldpeak,['thal'],DIR,-0.1989,-0.2138,-0.0149,0.5418,0.424,-0.1178,0.1171,0.4354,0.3183,-0.0319,0.0228,0.0547,0.1241,0.2082,0.0841,0.4108,0.447,0.0362,81.45,75.27,-0.0618,84.97,74.86,-0.1011,75.05,72.62,-0.0243,78.82,72.36,-0.0646,0.29609096352561715,0.009709663778335842,30.49,293.16,318.74,0.4622499461255427,0.22
restecg,None,DIR,-0.043,0.3201,0.3631,0.172,0.3892,0.2172,0.7629,0.3288,-0.4341,0.0256,-0.0721,-0.0977,0.1236,0.386,0.2624,0.4377,0.612,0.1743,84.17,71.17,-0.13,85.32,68.62,-0.167,80.16,85.46,0.053,81.96,74.07,-0.0789,0.3091543871755911,0.007726178931638786,40.01,297.61,330.36,0.5286121252556877,0.19
restecg,['age'],DIR,-0.0703,0.2309,0.3012,0.1825,0.3864,0.2039,0.7258,0.2908,-0.435,0.012,-0.1337,-0.1456,0.1179,0.349,0.2311,0.4343,0.5814,0.1471,84.51,71.48,-0.1303,85.98,70.79,-0.1519,80.16,82.67,0.0251,82.31,73.63,-0.0868,0.3079565568996966,0.0088050423150729,34.98,296.77,331.64,0.4622499461255427,0.22
restecg,['ca'],DIR,-0.0545,0.3839,0.4384,0.1743,0.4298,0.2555,0.7039,0.3569,-0.347,0.0526,-0.05,-0.1026,0.1536,0.4081,0.2545,0.4408,0.6233,0.1825,81.14,69.63,-0.1151,80.95,66.86,-0.1409,76.86,85.26,0.084,78.32,72.71,-0.0561,0.28861298169704,0.008757344724214581,32.96,292.68,315.97,0.6744240722352938,0.12
restecg,['oldpeak'],DIR,-0.027,0.3451,0.3721,0.1821,0.4017,0.2196,0.7942,0.3645,-0.4297,0.0341,-0.0652,-0.0993,0.1236,0.3618,0.2382,0.431,0.5936,0.1626,83.48,71.97,-0.1152,85.35,70.62,-0.1473,78.77,84.05,0.0528,81.21,74.39,-0.0682,0.317763814992838,0.008075559353973298,39.35,299.29,327.57,0.4622499461255427,0.22
restecg,['thal'],DIR,-0.0127,0.1574,0.1701,0.1588,0.358,0.1992,0.7879,0.2578,-0.5301,0.0418,-0.143,-0.1848,0.1241,0.2063,0.0822,0.4108,0.4894,0.0786,81.45,79.63,-0.0182,84.97,77.26,-0.0771,75.05,81.82,0.0677,78.82,78.58,-0.0024,0.39553802905273894,0.005415444666820081,73.04,315.74,319.12,0.7527138062630524,0.09
sex,None,DIR,0.1539,0.0388,-0.1151,0.3338,0.1763,-0.1575,2.6009,1.6974,-0.9035,0.0138,-0.0053,-0.0191,0.1236,0.3748,0.2512,0.4377,0.587,0.1493,84.17,69.86,-0.1431,85.32,65.51,-0.1981,80.16,81.62,0.0146,81.96,70.44,-0.1152,0.26312494564166006,0.003513149784228484,74.9,285.12,328.32,0.34456236532569795,0.28
sex,['age'],DIR,0.1448,0.0358,-0.109,0.329,0.1894,-0.1396,2.5796,1.748,-0.8316,0.0093,-0.0434,-0.0527,0.1179,0.3619,0.244,0.4343,0.5728,0.1385,84.51,69.2,-0.1531,85.98,65.77,-0.2021,80.16,79.16,-0.01,82.31,69.25,-0.1306,0.2494923998961098,0.005701859531495173,43.76,280.87,329.73,0.2936215439289058,0.31
sex,['ca'],DIR,0.1847,0.0829,-0.1018,0.3306,0.1777,-0.1529,2.47,1.3179,-1.1521,0.0271,0.0256,-0.0015,0.1536,0.4087,0.2551,0.4408,0.6095,0.1687,81.14,68.52,-0.1262,80.95,65.96,-0.1499,76.86,82.39,0.0553,78.32,70.17,-0.0815,0.2612977605377151,0.007366814778407061,35.47,284.9,313.97,0.4622499461255427,0.22
