Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
sex,['ca'],fairSMOTE,0.1847,0.1115,-0.0732,0.3306,0.2339,-0.0967,2.47,1.4125,-1.0575,0.0271,-0.0025,-0.0296,0.1536,0.447,0.2934,0.4408,0.6401,0.1993,81.14,67.53,-0.1361,80.95,64.43,-0.1652,76.86,85.07,0.0821,78.32,71.23,-0.0709,0.26364502412949403,0.005994952726870672,43.98,286.04,313.97,0.5286121252556877,0.19
sex,['oldpeak'],fairSMOTE,0.1289,0.1478,0.0189,0.3229,0.2428,-0.0801,3.1281,2.2738,-0.8543,-0.0045,0.0401,0.0446,0.1236,0.4067,0.2831,0.431,0.6152,0.1842,83.48,69.41,-0.1407,85.35,67.56,-0.1779,78.77,84.21,0.0544,81.21,72.67,-0.0854,0.28698962566217706,0.02621121344944451,10.95,290.54,325.09,0.5995101785600032,0.16
sex,['restecg'],fairSMOTE,0.1337,0.1203,-0.0134,0.3136,0.2414,-0.0722,3.1493,2.3789,-0.7704,0.0076,0.0011,-0.0065,0.1242,0.3808,0.2566,0.4345,0.6037,0.1692,83.83,70.68,-0.1315,85.29,68.84,-0.1645,79.5,84.19,0.0469,81.65,73.43,-0.0822,0.3007505643353464,0.009253133279580392,32.5,294.0,326.5,0.4622499461255427,0.22
sex,['thal'],fairSMOTE,0.1591,0.1556,-0.0035,0.3523,0.2649,-0.0874,3.0634,2.1963,-0.8671,-0.0448,0.0097,0.0545,0.1241,0.2949,0.1708,0.4108,0.5278,0.117,81.45,73.74,-0.0771,84.97,70.02,-0.1495,75.05,79.39,0.0434,78.82,73.3,-0.0552,0.3004946593599239,0.011070474268089159,27.14,293.49,316.41,0.4622499461255427,0.22
thal,None,fairSMOTE,-0.3051,-0.0504,0.2547,0.5852,0.229,-0.3562,0.2639,0.4808,0.2169,0.0045,-0.0053,-0.0098,0.1236,0.2395,0.1159,0.4377,0.4807,0.043,84.17,75.23,-0.0894,85.32,73.28,-0.1204,80.16,75.51,-0.0465,81.96,73.33,-0.0863,0.30526037404067347,0.0013548780300236543,225.3,296.21,329.41,0.34456236532569795,0.28
thal,['age'],fairSMOTE,-0.3944,-0.0469,0.3476,0.5925,0.1984,-0.3941,0.2589,0.5087,0.2498,-0.0402,-0.0226,0.0175,0.1179,0.2489,0.131,0.4343,0.4807,0.0464,84.51,74.31,-0.1019,85.98,72.69,-0.1329,80.16,74.96,-0.052,82.31,72.54,-0.0977,0.29372806131969326,0.0011123455873911633,264.06,293.38,330.45,0.40081416938293446,0.25
thal,['ca'],fairSMOTE,-0.5236,-0.0744,0.4492,0.6015,0.1884,-0.4131,0.2664,0.5396,0.2732,-0.1058,-0.0325,0.0733,0.1536,0.2976,0.144,0.4408,0.514,0.0732,81.14,72.46,-0.0868,80.95,68.95,-0.12,76.86,75.69,-0.0117,78.32,70.96,-0.0736,0.2683121441376594,0.0017337204969233,154.76,286.76,314.26,0.4622499461255427,0.22
thal,['oldpeak'],fairSMOTE,-0.3051,0.0081,0.3132,0.5845,0.2089,-0.3756,0.2586,0.534,0.2754,0.0082,0.0138,0.0056,0.1236,0.2361,0.1125,0.431,0.4581,0.0271,83.48,73.71,-0.0977,85.35,72.46,-0.1289,78.77,71.13,-0.0764,81.21,70.29,-0.1092,0.2670231109784777,0.000991928965965907,269.2,286.55,326.62,0.40081416938293446,0.25
thal,['restecg'],fairSMOTE,-0.2734,-0.1186,0.1548,0.5669,0.2495,-0.3174,0.2736,0.4427,0.1691,0.0148,-0.0645,-0.0793,0.1242,0.1948,0.0706,0.4345,0.4474,0.0129,83.83,76.72,-0.071,85.29,77.0,-0.0829,79.5,73.28,-0.0622,81.65,73.74,-0.0791,0.3192272082026367,0.0019712045472137086,161.95,299.45,328.19,0.34456236532569795,0.28
thalach,None,fairSMOTE,0.0,-0.0371,-0.0371,0.6,0.2075,-0.3925,0.0,0.6658,0.6658,-0.1,0.0206,0.1206,0.1236,0.3867,0.2631,0.4377,0.5881,0.1504,84.17,68.73,-0.1544,85.32,68.1,-0.1722,80.16,80.96,0.008,81.96,71.3,-0.1066,0.27019076974438855,0.0022848257042447327,118.25,287.66,330.49,0.6744240722352938,0.12
thalach,['age'],fairSMOTE,0.0,-0.0102,-0.0102,0.6,0.1761,-0.4239,0.0,0.7178,0.7178,-0.1,0.0242,0.1242,0.1179,0.4069,0.289,0.4343,0.6017,0.1674,84.51,67.97,-0.1653,85.98,66.7,-0.1928,80.16,81.63,0.0147,82.31,70.81,-0.115,0.26205837983319125,0.00164818227723647,159.0,285.75,331.84,0.6744240722352938,0.12
thalach,['ca'],fairSMOTE,0.1,-0.0127,-0.1127,0.5,0.1918,-0.3082,0.1,0.6947,0.5947,-0.05,0.0355,0.0855,0.1536,0.4021,0.2485,0.4408,0.6045,0.1637,81.14,68.51,-0.1263,80.95,66.89,-0.1406,76.86,82.49,0.0563,78.32,71.36,-0.0696,0.26976275099278707,0.0018757840545892128,143.81,287.88,316.21,0.7527138062630524,0.09
thalach,['oldpeak'],fairSMOTE,0.0,-0.0078,-0.0078,0.6,0.1911,-0.4088,0.0,0.6815,0.6815,-0.1,0.0359,0.1359,0.1236,0.3743,0.2507,0.431,0.5802,0.1492,83.48,69.57,-0.1391,85.35,69.86,-0.1549,78.77,81.05,0.0228,81.21,72.13,-0.0908,0.284148852627159,0.0016347260984579972,173.82,291.3,327.69,0.6744240722352938,0.12
thalach,['restecg'],fairSMOTE,0.0,-0.0255,-0.0255,0.6,0.2141,-0.3859,0.0,0.6455,0.6455,-0.1,0.0333,0.1333,0.1242,0.3637,0.2395,0.4345,0.5826,0.1481,83.83,70.45,-0.1337,85.29,70.11,-0.1518,79.5,82.02,0.0252,81.65,72.86,-0.0879,0.2952238561515781,0.002033588640324658,145.17,294.1,329.14,0.7527138062630524,0.09
thalach,['thal'],fairSMOTE,0.0,-0.0878,-0.0878,0.5,0.2949,-0.2051,0.0,0.5094,0.5094,-0.05,0.0385,0.0885,0.1241,0.1989,0.0748,0.4108,0.4554,0.0446,81.45,77.31,-0.0413,84.97,76.58,-0.0839,75.05,75.35,0.003,78.82,74.98,-0.0384,0.3345081742904442,0.002943662065260119,113.64,302.83,319.46,0.7527138062630524,0.09
trestbps,None,fairSMOTE,0.1833,0.0021,-0.1812,0.2926,0.1131,-0.1795,0.325,1.1778,0.8528,-0.1333,-0.0487,0.0846,0.1236,0.376,0.2524,0.4377,0.6037,0.166,84.17,71.61,-0.1256,85.32,69.84,-0.1548,80.16,85.28,0.0512,81.96,74.56,-0.074,0.317997038750433,0.0027501950095730303,115.63,299.43,330.15,0.8336348830246822,0.06
trestbps,['age'],fairSMOTE,0.1833,0.0256,-0.1577,0.2926,0.1181,-0.1745,0.325,1.1794,0.8544,-0.1333,-0.0224,0.111,0.1179,0.376,0.2581,0.4343,0.6007,0.1664,84.51,71.13,-0.1338,85.98,69.4,-0.1658,80.16,84.6,0.0444,82.31,73.92,-0.0839,0.3087092236056498,0.002307704125829159,133.77,297.26,331.5,0.8336348830246822,0.06
trestbps,['ca'],fairSMOTE,0.1583,-0.0068,-0.1651,0.359,0.1021,-0.2569,0.3643,1.0462,0.6819,-0.1459,-0.0363,0.1096,0.1536,0.4058,0.2522,0.4408,0.6156,0.1748,81.14,69.46,-0.1167,80.95,66.86,-0.1409,76.86,84.26,0.074,78.32,72.44,-0.0588,0.28347496034146974,0.0019779478231109196,143.32,291.33,315.65,0.9163591402734885,0.03
trestbps,['oldpeak'],fairSMOTE,0.1833,0.0167,-0.1666,0.2926,0.1429,-0.1497,0.325,1.2401,0.9151,-0.1333,-0.0168,0.1165,0.1236,0.373,0.2494,0.431,0.5928,0.1618,83.48,70.85,-0.1263,85.35,69.73,-0.1562,78.77,83.15,0.0438,81.21,73.42,-0.0779,0.3016375181655299,0.002305368309041525,130.84,295.32,327.35,0.7527138062630524,0.09
trestbps,['restecg'],fairSMOTE,0.1333,0.0131,-0.1202,0.3176,0.1219,-0.1957,0.3,1.1959,0.8959,-0.1584,-0.0408,0.1175,0.1242,0.3716,0.2474,0.4345,0.6031,0.1686,83.83,71.88,-0.1194,85.29,70.05,-0.1524,79.5,85.44,0.0594,81.65,74.72,-0.0693,0.3214758953716336,0.0027713010112728025,116.0,300.23,328.76,0.9163591402734885,0.03
trestbps,['thal'],fairSMOTE,0.0833,0.007,-0.0763,0.3176,0.1176,-0.2,0.225,1.0467,0.8217,-0.1834,-0.0193,0.1641,0.1241,0.2173,0.0932,0.4108,0.4866,0.0758,81.45,77.99,-0.0345,84.97,75.42,-0.0955,75.05,79.52,0.0447,78.82,76.56,-0.0226,0.3581750177443523,0.0011740527773942775,305.08,308.04,318.8,0.9163591402734885,-0.03
age,None,Reweighing,0.1459,0.3146,0.1687,0.3098,0.3258,0.016,2.2357,1.8604,-0.3753,0.0227,0.1245,0.1018,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.1474996268632443,2.24,302.51,328.66,0.8336348830246822,0.06
age,['ca'],Reweighing,0.2637,0.3268,0.0631,0.3679,0.3166,-0.0513,2.5647,1.9276,-0.6371,0.0624,0.1281,0.0657,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.16800914185510696,1.82,296.74,313.54,0.6744240722352938,0.12
age,['oldpeak'],Reweighing,0.1647,0.2028,0.0381,0.3228,0.2439,-0.0789,2.4844,1.6992,-0.7852,0.0276,0.0708,0.0432,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.05030684533785996,5.46,290.48,325.55,0.6744240722352938,0.12
age,['restecg'],Reweighing,0.1647,0.2566,0.0919,0.3293,0.3204,-0.0089,2.368,1.9364,-0.4316,0.0154,0.0742,0.0588,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.06585558437838464,4.96,300.94,327.19,0.6744240722352938,0.12
age,['thal'],Reweighing,0.1303,0.1465,0.0162,0.3196,0.2411,-0.0785,2.449,1.4432,-1.0058,-0.0289,0.0371,0.066,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.02052698690384761,13.33,291.04,317.15,0.6744240722352938,0.12
ca,None,Reweighing,-0.1582,-0.1757,-0.0175,0.5182,0.3628,-0.1554,0.4317,0.6309,0.1992,0.0474,-0.0637,-0.1111,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.009013724446739998,36.71,304.12,329.86,0.5995101785600032,0.16
ca,['age'],Reweighing,-0.1656,0.0065,0.1721,0.523,0.2543,-0.2687,0.4263,0.742,0.3157,0.0437,0.0362,-0.0075,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.003622417468935144,63.54,280.29,331.18,0.6744240722352938,0.12
ca,['oldpeak'],Reweighing,-0.2644,-0.0803,0.1841,0.5263,0.3041,-0.2222,0.4236,0.6922,0.2686,-0.0178,-0.0155,0.0023,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.005070440233705,54.22,291.75,326.7,0.7527138062630524,0.09
ca,['restecg'],Reweighing,-0.2638,-0.2249,0.0389,0.5517,0.4159,-0.1358,0.3933,0.5818,0.1885,0.0002,-0.0573,-0.0575,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.013294863161972642,24.56,302.06,328.14,0.7527138062630524,0.09
ca,['thal'],Reweighing,-0.2656,-0.0662,0.1994,0.5832,0.2973,-0.2859,0.3552,0.7017,0.3465,0.0335,-0.0135,-0.047,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.00444914898757065,61.52,291.84,318.13,0.6744240722352938,0.12
chol,None,Reweighing,0.1,-0.0137,-0.1137,0.35,0.0554,-0.2946,0.0,0.9527,0.9527,0.1,-0.0222,-0.1222,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.0012044722791117984,274.72,304.67,330.94,0.7527138062630524,0.09
chol,['age'],Reweighing,0.1,0.0966,-0.0034,0.35,0.0574,-0.2926,0.0,1.0568,1.0568,0.1,0.0407,-0.0593,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.007842530901461765,29.35,279.91,332.29,0.9163591402734885,0.03
chol,['ca'],Reweighing,0.2,-0.0709,-0.2709,0.2,0.1144,-0.0856,0.1,0.9515,0.8515,0.2,-0.053,-0.253,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.002517060705942961,121.19,298.79,315.91,0.7527138062630524,0.09
chol,['oldpeak'],Reweighing,0.1,0.0573,-0.0427,0.35,0.0951,-0.2549,0.0,1.044,1.044,0.1,0.0166,-0.0834,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.0037818318611321884,72.69,291.75,328.14,0.9163591402734885,0.03
chol,['restecg'],Reweighing,0.1,-0.0564,-0.1564,0.35,0.0936,-0.2564,0.0,0.9335,0.9335,0.1,-0.06,-0.16,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.0016530001626855883,197.49,302.69,329.59,0.7527138062630524,0.09
chol,['thal'],Reweighing,0.1,0.0558,-0.0442,0.3,0.135,-0.165,0.0,1.0776,1.0776,0.15,-0.0068,-0.1568,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.0030962182734100814,88.4,291.8,319.61,0.9163591402734885,0.03
cp,None,Reweighing,0.1054,0.125,0.0196,0.4744,0.3353,-0.1391,1.8188,1.786,-0.0328,-0.3434,-0.1575,0.1859,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.03317988516155648,9.97,302.88,327.72,0.6744240722352938,0.12
cp,['age'],Reweighing,0.0943,0.0655,-0.0288,0.469,0.1974,-0.2716,1.8188,1.5711,-0.2477,-0.3489,-0.1798,0.1691,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.027665284182225258,8.32,278.81,329.06,0.5995101785600032,0.16
cp,['ca'],Reweighing,0.1544,0.2229,0.0685,0.4844,0.4022,-0.0822,2.0456,1.9699,-0.0757,-0.3013,-0.1232,0.1781,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.04397986777595444,6.94,296.99,313.22,0.6744240722352938,0.12
cp,['oldpeak'],Reweighing,0.106,0.0598,-0.0462,0.4878,0.2869,-0.2009,1.5058,1.6915,0.1857,-0.3566,-0.1886,0.168,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.033210586351033,8.28,290.26,325.16,0.6744240722352938,0.12
cp,['restecg'],Reweighing,0.1031,0.0625,-0.0406,0.4698,0.3309,-0.1389,1.787,1.7983,0.0113,-0.3412,-0.2,0.1412,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.034306895212233735,9.52,300.91,326.42,0.6744240722352938,0.12
cp,['thal'],Reweighing,0.102,0.0697,-0.0323,0.4365,0.2599,-0.1766,1.7819,1.6211,-0.1608,-0.3171,-0.1674,0.1497,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.027720048353704386,9.87,290.47,316.58,0.5995101785600032,0.16
exang,None,Reweighing,-0.2322,-0.311,-0.0788,0.5658,0.3968,-0.169,0.3101,0.5842,0.2741,0.0413,-0.1182,-0.1595,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.02047409395390464,16.16,303.65,329.64,0.6744240722352938,0.12
exang,['age'],Reweighing,-0.1977,-0.113,0.0847,0.5577,0.2769,-0.2808,0.3158,0.7108,0.395,0.0586,0.0019,-0.0567,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.008172523468732141,28.16,279.92,331.11,0.6744240722352938,0.12
exang,['ca'],Reweighing,-0.157,-0.2715,-0.1145,0.5324,0.3874,-0.145,0.3371,0.5985,0.2614,0.1012,-0.088,-0.1892,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.018096812837260504,16.86,298.1,315.52,0.6744240722352938,0.12
exang,['oldpeak'],Reweighing,-0.175,-0.2657,-0.0907,0.5447,0.3571,-0.1876,0.3169,0.6371,0.3202,0.0699,-0.0844,-0.1544,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.0186243485688,14.76,291.08,327.06,0.6744240722352938,0.12
exang,['restecg'],Reweighing,-0.2327,-0.3052,-0.0725,0.5725,0.4452,-0.1273,0.3003,0.5279,0.2276,0.0511,-0.0752,-0.1263,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.021474951551591993,15.2,301.78,328.29,0.5995101785600032,0.16
exang,['thal'],Reweighing,-0.2515,-0.2648,-0.0133,0.5604,0.3455,-0.2149,0.2905,0.6458,0.3553,0.0434,-0.1041,-0.1475,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.01726765980153643,15.85,291.14,318.26,0.6744240722352938,0.12
fbs,None,Reweighing,0.0975,0.1773,0.0798,0.2677,0.2011,-0.0666,1.1324,1.1721,0.0397,0.0627,0.0288,-0.0338,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.012178489772290555,27.17,304.03,329.62,0.6744240722352938,0.12
fbs,['age'],Reweighing,0.0879,0.3295,0.2416,0.264,0.1641,-0.0999,1.1179,0.9372,-0.1807,0.0579,0.0966,0.0387,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.051974385773363926,4.43,279.35,331.02,0.8336348830246822,0.06
fbs,['ca'],Reweighing,0.0897,0.0666,-0.0231,0.2801,0.2287,-0.0514,1.2665,1.2014,-0.0651,0.0491,-0.0098,-0.0589,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.0047414596699008014,64.34,298.55,315.18,0.5286121252556877,0.19
fbs,['oldpeak'],Reweighing,0.098,0.3123,0.2143,0.2631,0.2393,-0.0238,1.1539,1.0562,-0.0977,0.055,0.068,0.013,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.04046166381016842,6.79,291.03,326.84,0.7527138062630524,0.09
fbs,['restecg'],Reweighing,0.098,0.2221,0.1241,0.2636,0.217,-0.0466,1.1259,1.2191,0.0932,0.0663,0.071,0.0047,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.03006212503118379,10.86,301.82,328.26,0.7527138062630524,0.09
fbs,['thal'],Reweighing,0.0617,0.1689,0.1072,0.2473,0.1727,-0.0746,0.9947,1.0478,0.0531,0.0592,0.0213,-0.0379,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.00966365611642056,28.32,291.57,318.51,0.6744240722352938,0.12
oldpeak,None,Reweighing,-0.0846,-0.3493,-0.2647,0.5365,0.3478,-0.1887,0.1675,0.6213,0.4538,0.0627,-0.1416,-0.2043,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.02384521376485662,13.88,303.53,330.38,0.5995101785600032,0.16
oldpeak,['age'],Reweighing,-0.0989,-0.19,-0.0911,0.5365,0.2358,-0.3007,0.1493,0.7427,0.5934,0.0556,-0.0569,-0.1124,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.011610433245452582,19.82,279.68,331.7,0.6744240722352938,0.12
oldpeak,['ca'],Reweighing,-0.2864,-0.2994,-0.013,0.6025,0.3359,-0.2666,0.1822,0.6376,0.4554,-0.0548,-0.1011,-0.0463,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.020358409615974,14.98,298.01,315.24,0.6744240722352938,0.12
oldpeak,['restecg'],Reweighing,-0.0846,-0.3597,-0.2751,0.5365,0.3871,-0.1494,0.1675,0.5729,0.4054,0.0627,-0.1147,-0.1774,0.1242,0.4149,0.2907,0.4345,0.6465,0.212,83.83,72.05,-0.1178,85.29,66.6,-0.1869,79.5,90.45,0.1095,81.65,75.22,-0.0643,0.3264569092725517,0.026384054666615992,12.37,301.62,329.04,0.5995101785600032,0.16
oldpeak,['thal'],Reweighing,-0.1989,-0.285,-0.0861,0.5418,0.3096,-0.2322,0.1171,0.6751,0.558,-0.0319,-0.0998,-0.0679,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.01980216770584089,13.82,291.07,318.74,0.6744240722352938,0.12
restecg,None,Reweighing,-0.043,0.3352,0.3782,0.172,0.4991,0.3271,0.7629,0.3275,-0.4354,0.0256,-0.1015,-0.1271,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.013138448418160118,25.18,304.19,330.36,0.5286121252556877,0.19
restecg,['age'],Reweighing,-0.0703,0.4491,0.5194,0.1825,0.5029,0.3204,0.7258,0.3049,-0.4209,0.012,-0.0376,-0.0496,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.012723351573928853,18.09,279.96,331.64,0.5995101785600032,0.16
restecg,['ca'],Reweighing,-0.0545,0.3428,0.3973,0.1743,0.4882,0.3139,0.7039,0.3306,-0.3733,0.0526,-0.0877,-0.1403,0.1536,0.4958,0.3422,0.4408,0.7068,0.266,81.14,69.37,-0.1177,80.95,63.14,-0.1781,76.86,93.89,0.1703,78.32,74.18,-0.0414,0.30504841123379073,0.012706744040575632,24.01,298.57,315.97,0.5995101785600032,0.16
restecg,['oldpeak'],Reweighing,-0.027,0.3311,0.3581,0.1821,0.4804,0.2983,0.7942,0.3102,-0.484,0.0341,-0.105,-0.1391,0.1236,0.5479,0.4243,0.431,0.7339,0.3029,83.48,66.68,-0.168,85.35,60.64,-0.2471,78.77,93.77,0.15,81.21,72.51,-0.087,0.2749189183945435,0.014252894116379517,19.29,291.51,327.57,0.5286121252556877,0.19
restecg,['thal'],Reweighing,-0.0127,0.3436,0.3563,0.1588,0.5153,0.3565,0.7879,0.2764,-0.5115,0.0418,-0.0932,-0.135,0.1241,0.5581,0.434,0.4108,0.7368,0.326,81.45,67.07,-0.1438,84.97,59.53,-0.2544,75.05,94.54,0.1949,78.82,72.51,-0.0631,0.27369760266210014,0.013418186962294399,20.4,291.58,319.12,0.5286121252556877,0.19
sex,None,Reweighing,0.1539,0.2949,0.141,0.3338,0.3993,0.0655,2.6009,2.8954,0.2945,0.0138,0.0451,0.0313,0.1236,0.4588,0.3352,0.4377,0.6866,0.2489,84.17,71.4,-0.1277,85.32,65.19,-0.2013,80.16,93.98,0.1382,81.96,75.64,-0.0632,0.33088732879692134,0.0837243820653234,3.95,301.89,328.32,0.8336348830246822,0.06
sex,['age'],Reweighing,0.1448,0.4561,0.3113,0.329,0.4307,0.1017,2.5796,3.0797,0.5001,0.0093,0.1233,0.114,0.1179,0.6273,0.5094,0.4343,0.7743,0.34,84.51,61.94,-0.2256,85.98,57.29,-0.2869,80.16,93.07,0.1291,82.31,69.69,-0.1262,0.23016958340225552,0.4324572786845601,0.53,276.66,329.73,0.9163591402734885,0.03
