Features,Droped_Attrib,Baseline,FPRD,FPRD_after,FPRD_diff,SPD,SPD_after,SPD_Diff,DIR,DIR_after,DIR_diff,AOD,AOD_after,AOD_diff,FPR,FPR_after,FPR_diff,SP,SP_after,SP_diff,acc_,acc_after,acc_diff,Pre,Pre_after,Pre_diff,Re,Re_after,Re_diff,F1,F1_after,F1_diff,Rank1,Rank2,Ranking,Ranking2_after,Ranking_before,p_value,delta
absences,['higher'],LRTDD,0.2511,-0.2308,-0.4819,0.3633,0.2233,-0.14,0.0,0.7174,0.7174,-0.1444,0.039,0.1835,0.177,0.2973,0.1203,0.289,0.3993,0.1103,68.51,64.37,-0.0414,62.01,53.32,-0.0869,47.24,54.38,0.0714,52.77,53.08,0.0031,0.09907453783019923,0.016222534149374277,6.11,222.83,229.16,0.5995101785600032,-0.16
activities,None,LRTDD,-0.0726,-0.0254,0.0472,0.0908,0.1068,0.016,0.8137,1.1259,0.3122,-0.002,-0.0341,-0.0321,0.198,0.3466,0.1486,0.313,0.4501,0.1371,68.41,62.92,-0.0549,60.66,50.5,-0.1016,50.02,58.02,0.08,54.03,53.29,-0.0074,0.09823965972186265,0.001582362916656328,62.08,223.04,231.73,1.0,0.0
activities,['Medu'],LRTDD,-0.1255,-0.0548,0.0707,0.098,0.0599,-0.0381,0.7496,1.0352,0.2856,-0.0557,-0.0276,0.0281,0.2092,0.2921,0.0829,0.3027,0.3726,0.0699,65.63,61.88,-0.0375,56.94,49.97,-0.0697,45.42,47.54,0.0212,49.66,47.92,-0.0174,0.07043851465877492,0.0017536303700160004,40.17,205.63,216.15,0.9163591402734885,-0.03
activities,['Pstatus'],LRTDD,-0.0765,-0.044,0.0325,0.1038,0.1093,0.0055,0.7915,1.0836,0.2921,0.0042,-0.0348,-0.039,0.1937,0.3504,0.1567,0.3102,0.451,0.1408,68.7,62.63,-0.0607,61.17,50.33,-0.1084,49.95,57.77,0.0782,54.26,53.05,-0.0121,0.09660449884924874,0.0017178268529822402,56.24,222.08,232.68,1.0,0.0
activities,['age'],LRTDD,-0.0875,0.0246,0.1121,0.1006,0.1312,0.0306,0.76,1.2493,0.4893,0.0002,0.0034,0.0032,0.2025,0.3381,0.1356,0.3177,0.451,0.1333,68.5,63.98,-0.0453,60.4,52.26,-0.0814,50.27,60.58,0.1031,54.32,55.26,0.0094,0.11192361128642568,0.0020160375572484206,55.52,230.29,232.08,0.6744240722352938,-0.12
activities,['higher'],LRTDD,-0.0941,-0.0436,0.0505,0.1256,0.106,-0.0196,0.6595,1.1018,0.4423,0.0374,-0.0288,-0.0662,0.177,0.2743,0.0973,0.289,0.3772,0.0882,68.51,64.65,-0.0386,62.01,53.53,-0.0848,47.24,51.48,0.0424,52.77,51.87,-0.009,0.09241059981581999,0.001722910000680961,53.64,219.84,229.15,0.9163591402734885,0.03
age,None,LRTDD,0.0801,-0.016,-0.0961,0.2985,0.2077,-0.0908,1.0036,0.7189,-0.2847,-0.1206,-0.0587,0.0619,0.198,0.1923,-0.0057,0.313,0.2853,-0.0277,68.41,66.0,-0.024,60.66,56.66,-0.04,50.02,41.76,-0.0826,54.03,47.71,-0.0632,0.07451102546273143,0.0023025374875110406,32.36,210.65,231.06,0.6744240722352938,0.12
age,['Medu'],LRTDD,0.0853,-0.0579,-0.1432,0.2705,0.1504,-0.1201,0.9755,0.7851,-0.1904,-0.1287,-0.0693,0.0594,0.2092,0.1978,-0.0114,0.3027,0.271,-0.0317,65.63,63.81,-0.0182,56.94,54.15,-0.0279,45.42,37.98,-0.0744,49.66,43.85,-0.0581,0.05754429715293545,0.0019245452327062396,29.9,198.24,215.6,0.6744240722352938,0.12
age,['Pstatus'],LRTDD,0.0674,-0.0197,-0.0871,0.2888,0.2108,-0.078,0.982,0.7056,-0.2764,-0.1237,-0.0641,0.0596,0.1937,0.1896,-0.0041,0.3102,0.2851,-0.0251,68.7,66.39,-0.0231,61.17,57.38,-0.0379,49.95,42.42,-0.0753,54.26,48.4,-0.0586,0.07821210358009231,0.002408228777611801,32.48,213.09,232.05,0.6744240722352938,0.12
age,['higher'],LRTDD,0.0903,-0.0238,-0.1141,0.2626,0.1845,-0.0781,0.8695,0.7198,-0.1497,-0.0817,-0.0809,0.0008,0.177,0.175,-0.002,0.289,0.2662,-0.0228,68.51,66.58,-0.0193,62.01,58.0,-0.0401,47.24,40.05,-0.0719,52.77,46.99,-0.0578,0.07267875267774726,0.0026007505657714217,27.95,210.1,228.8,0.6744240722352938,0.12
famrel,None,LRTDD,-0.0072,-0.0508,-0.0436,0.0863,0.1086,0.0223,1.4771,1.1813,-0.2958,-0.089,-0.1238,-0.0348,0.198,0.4033,0.2053,0.313,0.5228,0.2098,68.41,63.11,-0.053,60.66,51.03,-0.0963,50.02,68.73,0.1871,54.03,57.81,0.0378,0.1279520055957323,0.0050196941924954205,25.49,238.54,231.01,0.9163591402734885,-0.03
famrel,['Medu'],LRTDD,0.0339,-0.0623,-0.0962,0.1144,0.1025,-0.0119,1.6425,1.1193,-0.5232,-0.0832,-0.0957,-0.0125,0.2092,0.2762,0.067,0.3027,0.3686,0.0659,65.63,63.41,-0.0222,56.94,52.56,-0.0438,45.42,50.05,0.0463,49.66,50.45,0.0079,0.08415868360349998,0.003109338628368001,27.07,214.53,215.32,0.9163591402734885,0.03
famrel,['Pstatus'],LRTDD,-0.0062,-0.0488,-0.0426,0.0931,0.1082,0.0151,1.527,1.1775,-0.3495,-0.0953,-0.1206,-0.0253,0.1937,0.4052,0.2115,0.3102,0.5218,0.2116,68.7,63.01,-0.0569,61.17,50.83,-0.1034,49.95,68.39,0.1844,54.26,57.6,0.0334,0.12616866074879998,0.004863674311179034,25.94,237.72,231.89,1.0,0.0
famrel,['age'],LRTDD,-0.0094,-0.0388,-0.0294,0.0798,0.0818,0.002,1.3922,1.1945,-0.1977,-0.0856,-0.1088,-0.0231,0.2025,0.3749,0.1724,0.3177,0.498,0.1803,68.5,63.68,-0.0482,60.4,51.94,-0.0846,50.27,66.7,0.1643,54.32,57.51,0.0319,0.12688073480153078,0.0040167383932039995,31.59,237.79,231.49,1.0,0.0
famrel,['higher'],LRTDD,0.0101,0.0068,-0.0033,0.1134,0.119,0.0056,1.855,1.3389,-0.5161,-0.0858,-0.0842,0.0016,0.177,0.2944,0.1174,0.289,0.3935,0.1045,68.51,63.59,-0.0492,62.01,52.08,-0.0993,47.24,51.94,0.047,52.77,51.34,-0.0143,0.08831121481452311,0.005176897918821459,17.06,216.75,228.03,0.8336348830246822,0.06
famsup,None,LRTDD,-0.0858,0.0334,0.1192,0.0789,0.0688,-0.0101,0.8509,1.1674,0.3165,-0.021,-0.0163,0.0046,0.198,0.3283,0.1303,0.313,0.4328,0.1198,68.41,63.88,-0.0453,60.66,51.1,-0.0956,50.02,56.64,0.0662,54.03,53.19,-0.0084,0.09833782846043078,0.0016588362464608597,59.28,223.12,231.67,0.9163591402734885,-0.03
famsup,['Medu'],LRTDD,-0.0744,0.0125,0.0869,0.0885,0.0767,-0.0118,0.8941,1.2715,0.3774,-0.0191,-0.024,-0.0049,0.2092,0.2693,0.0601,0.3027,0.3486,0.0459,65.63,62.55,-0.0308,56.94,49.82,-0.0712,45.42,44.82,-0.006,49.66,46.57,-0.0309,0.06504561567358617,0.0018846518999044348,34.51,201.94,216.18,0.9163591402734885,0.03
famsup,['Pstatus'],LRTDD,-0.0742,0.0539,0.1281,0.0748,0.0753,0.0005,0.881,1.227,0.346,-0.0218,-0.0081,0.0137,0.1937,0.326,0.1323,0.3102,0.4251,0.1149,68.7,63.5,-0.052,61.17,50.98,-0.1019,49.95,55.36,0.0541,54.26,52.53,-0.0173,0.09413518612523254,0.0017290796949972,54.44,220.65,232.65,0.8336348830246822,-0.06
famsup,['age'],LRTDD,-0.0759,0.0282,0.1041,0.0755,0.0836,0.0081,0.9035,1.1581,0.2546,-0.0285,0.001,0.0295,0.2025,0.3055,0.103,0.3177,0.4205,0.1028,68.5,65.7,-0.028,60.4,53.86,-0.0654,50.27,58.33,0.0806,54.32,55.54,0.0122,0.11464400833174813,0.0013496114444529368,84.95,231.82,232.04,0.7527138062630524,-0.09
famsup,['higher'],LRTDD,-0.0856,0.0267,0.1123,0.0828,0.0822,-0.0006,0.9096,1.2731,0.3635,-0.0395,-0.0327,0.0068,0.177,0.2618,0.0848,0.289,0.358,0.069,68.51,64.65,-0.0386,62.01,53.15,-0.0886,47.24,48.61,0.0137,52.77,50.32,-0.0245,0.08405268380886448,0.0022802978664055963,36.86,214.88,229.06,0.9163591402734885,-0.03
freetime,None,LRTDD,0.1457,0.1112,-0.0345,0.1394,0.1069,-0.0325,2.0239,1.2123,-0.8116,0.0348,0.0725,0.0377,0.198,0.3734,0.1754,0.313,0.4932,0.1802,68.41,63.59,-0.0482,60.66,51.89,-0.0877,50.02,65.87,0.1585,54.03,57.21,0.0318,0.12434020887053675,0.014455513858250554,8.6,236.33,230.4,0.9163591402734885,0.03
freetime,['Medu'],LRTDD,0.1405,0.1188,-0.0217,0.1436,0.0951,-0.0485,1.9653,1.234,-0.7313,0.0239,0.0943,0.0703,0.2092,0.2643,0.0551,0.3027,0.3495,0.0468,65.63,63.03,-0.026,56.94,51.95,-0.0499,45.42,46.74,0.0132,49.66,48.41,-0.0125,0.07408867948917254,0.021485514308243036,3.45,207.73,215.05,0.7527138062630524,0.09
freetime,['Pstatus'],LRTDD,0.1265,0.095,-0.0315,0.1311,0.1018,-0.0293,1.9124,1.1944,-0.718,0.0362,0.0649,0.0287,0.1937,0.3675,0.1738,0.3102,0.4914,0.1812,68.7,64.16,-0.0454,61.17,52.39,-0.0878,49.95,66.12,0.1617,54.26,57.66,0.034,0.12815099198382002,0.011109554686340459,11.54,238.2,231.5,0.9163591402734885,0.03
freetime,['age'],LRTDD,0.1383,0.1881,0.0498,0.1492,0.1465,-0.0027,2.0276,1.4276,-0.6,0.035,0.1066,0.0716,0.2025,0.3368,0.1343,0.3177,0.4606,0.1429,68.5,64.93,-0.0357,60.4,53.37,-0.0703,50.27,63.41,0.1314,54.32,57.17,0.0285,0.12562891849310004,0.0399180676030013,3.15,236.13,230.77,0.8336348830246822,-0.06
freetime,['higher'],LRTDD,0.1057,0.1751,0.0694,0.117,0.13,0.013,1.7744,1.4766,-0.2978,0.0124,0.0793,0.0669,0.177,0.2793,0.1023,0.289,0.3812,0.0922,68.51,64.46,-0.0405,62.01,53.56,-0.0845,47.24,51.46,0.0422,52.77,51.84,-0.0093,0.09209431451519996,0.024478825288709885,3.76,218.72,228.28,0.9163591402734885,-0.03
goout,None,LRTDD,0.1631,0.1607,-0.0024,0.1812,0.1509,-0.0303,2.0962,1.4574,-0.6388,0.0296,0.0636,0.0341,0.198,0.3469,0.1489,0.313,0.4645,0.1515,68.41,63.78,-0.0463,60.66,52.16,-0.085,50.02,62.29,0.1227,54.03,55.93,0.019,0.11590421110656411,0.01999348962317556,5.8,231.64,230.3,0.9163591402734885,0.03
goout,['Medu'],LRTDD,0.1673,0.1034,-0.0639,0.1825,0.1195,-0.063,2.2253,1.7151,-0.5102,0.0416,0.0179,-0.0238,0.2092,0.2247,0.0155,0.3027,0.3017,-0.001,65.63,63.22,-0.0241,56.94,52.24,-0.047,45.42,40.8,-0.0462,49.66,44.81,-0.0485,0.06038411561883076,0.006382647860174337,9.46,198.66,214.62,0.5286121252556877,0.19
goout,['Pstatus'],LRTDD,0.1484,0.1477,-0.0007,0.1784,0.1491,-0.0293,1.9988,1.4459,-0.5529,0.0089,0.0508,0.042,0.1937,0.3535,0.1598,0.3102,0.473,0.1628,68.7,64.07,-0.0463,61.17,52.22,-0.0895,49.95,63.53,0.1358,54.26,56.58,0.0232,0.12025746259475921,0.015137078218854785,7.94,233.97,231.5,1.0,0.0
goout,['age'],LRTDD,0.1596,0.1978,0.0382,0.1881,0.1792,-0.0089,2.0777,1.6322,-0.4455,0.0163,0.0685,0.0522,0.2025,0.3137,0.1112,0.3177,0.4327,0.115,68.5,65.03,-0.0347,60.4,54.05,-0.0635,50.27,60.29,0.1002,54.32,56.09,0.0177,0.11886161968626524,0.029106554258532015,4.08,232.67,230.77,0.9163591402734885,-0.03
goout,['higher'],LRTDD,0.1231,0.1204,-0.0027,0.1661,0.1179,-0.0482,2.0877,1.4329,-0.6548,-0.0022,0.0354,0.0376,0.177,0.2684,0.0914,0.289,0.3581,0.0691,68.51,63.7,-0.0481,62.01,52.25,-0.0976,47.24,47.33,0.0009,52.77,49.11,-0.0366,0.07735790395115659,0.008356973599756831,9.26,210.16,227.97,0.6744240722352938,0.12
guardian,None,LRTDD,0.1606,0.0284,-0.1322,0.2034,0.2298,0.0264,1.8066,1.4859,-0.3207,-0.0758,-0.1676,-0.0919,0.198,0.293,0.095,0.313,0.3906,0.0776,68.41,64.27,-0.0414,60.66,52.22,-0.0844,50.02,52.27,0.0225,54.03,51.51,-0.0252,0.090368059963465,0.016779497180213567,5.39,217.48,230.45,0.7527138062630524,0.09
guardian,['Medu'],LRTDD,0.1872,0.0994,-0.0878,0.2175,0.2144,-0.0031,1.211,0.5031,-0.7079,-0.0389,0.0239,0.0628,0.2092,0.2397,0.0305,0.3027,0.3083,0.0056,65.63,62.37,-0.0326,56.94,49.91,-0.0703,45.42,39.88,-0.0554,49.66,43.69,-0.0597,0.054234388305060506,0.0038253369655832726,14.18,194.46,215.67,0.5286121252556877,0.19
guardian,['Pstatus'],LRTDD,0.1555,0.0241,-0.1314,0.2347,0.2082,-0.0265,1.6883,1.4677,-0.2206,-0.1293,-0.158,-0.0286,0.1937,0.2728,0.0791,0.3102,0.3696,0.0594,68.7,64.66,-0.0404,61.17,52.97,-0.082,49.95,50.05,0.001,54.26,50.79,-0.0347,0.0870662200359875,0.014459332994591938,6.02,215.76,231.29,0.6744240722352938,0.12
guardian,['age'],LRTDD,0.1666,0.0767,-0.0899,0.2012,0.2926,0.0914,1.6203,0.86,-0.7603,-0.0638,-0.1427,-0.0789,0.2025,0.2548,0.0523,0.3177,0.3744,0.0567,68.5,67.24,-0.0126,60.4,56.34,-0.0406,50.27,54.51,0.0424,54.32,54.97,0.0065,0.11351619425138045,0.011838712863991923,9.59,230.88,231.05,1.0,0.0
guardian,['higher'],LRTDD,0.1437,0.0778,-0.0659,0.2657,0.24,-0.0257,0.7949,1.4188,0.6239,-0.173,-0.131,0.042,0.177,0.2132,0.0362,0.289,0.3092,0.0202,68.51,66.1,-0.0241,62.01,56.26,-0.0575,47.24,44.48,-0.0276,52.77,49.24,-0.0353,0.08144731840014066,0.014954847036171864,5.45,213.43,228.46,0.8336348830246822,0.06
health,None,LRTDD,-0.1626,-0.0467,0.1159,0.1904,0.068,-0.1224,0.5456,0.9184,0.3728,0.0134,-0.0328,-0.0462,0.198,0.3546,0.1566,0.313,0.4654,0.1524,68.41,63.5,-0.0491,60.66,51.55,-0.0911,50.02,61.8,0.1178,54.03,55.5,0.0147,0.11227034662046705,0.001321388032494365,84.96,230.85,231.52,0.6744240722352938,-0.12
health,['Medu'],LRTDD,-0.1945,-0.0465,0.148,0.2427,0.0758,-0.1669,0.4595,0.9601,0.5006,0.0346,-0.0372,-0.0717,0.2092,0.2427,0.0335,0.3027,0.3206,0.0179,65.63,63.42,-0.0221,56.94,52.01,-0.0493,45.42,43.31,-0.0211,49.66,46.69,-0.0297,0.06670024154827787,0.0014356418794532102,46.46,203.86,215.93,0.9163591402734885,-0.03
health,['Pstatus'],LRTDD,-0.1591,-0.0549,0.1042,0.189,0.0701,-0.1189,0.5451,0.9391,0.394,0.0171,-0.0548,-0.0719,0.1937,0.3632,0.1695,0.3102,0.473,0.1628,68.7,63.11,-0.0559,61.17,51.24,-0.0993,49.95,62.38,0.1243,54.26,55.52,0.0126,0.11199895649019072,0.0012468805787250006,89.82,230.73,232.5,0.6744240722352938,-0.12
health,['age'],LRTDD,-0.1722,-0.0248,0.1474,0.1935,0.0589,-0.1346,0.5515,0.9387,0.3872,0.0072,-0.0151,-0.0224,0.2025,0.32,0.1175,0.3177,0.4329,0.1152,68.5,64.65,-0.0385,60.4,53.17,-0.0723,50.27,59.52,0.0925,54.32,55.42,0.011,0.11339410296768,0.0010126069150997255,111.98,231.33,231.85,0.7527138062630524,-0.09
health,['higher'],LRTDD,-0.1361,-0.0341,0.102,0.1534,0.0496,-0.1038,0.5948,0.9239,0.3291,-0.0027,-0.0291,-0.0264,0.177,0.2617,0.0847,0.289,0.3677,0.0787,68.51,65.62,-0.0289,62.01,54.98,-0.0703,47.24,51.74,0.045,52.77,52.75,-0.0002,0.09845988013300001,0.0009406089201311,104.68,223.68,229.06,1.0,0.0
higher,None,LRTDD,0.2296,0.2657,0.0361,0.3404,0.3838,0.0434,0.0,3.0657,3.0657,-0.1373,-0.1573,-0.02,0.198,0.3931,0.1951,0.313,0.5121,0.1991,68.41,63.39,-0.0502,60.66,51.48,-0.0918,50.02,67.79,0.1777,54.03,57.75,0.0372,0.12776046586874995,0.0728871013229665,1.75,235.67,231.8,0.40081416938293446,-0.25
higher,['Medu'],LRTDD,0.2425,0.1962,-0.0463,0.3299,0.287,-0.0429,0.0,1.1381,1.1381,-0.1079,-0.1071,0.0008,0.2092,0.2917,0.0825,0.3027,0.383,0.0803,65.63,62.74,-0.0289,56.94,52.15,-0.0479,45.42,50.92,0.055,49.66,50.61,0.0095,0.08431730429841922,0.01629018014192341,5.18,213.97,216.44,0.4622499461255427,-0.22
higher,['Pstatus'],LRTDD,0.225,0.2617,0.0367,0.3375,0.3779,0.0404,0.0,2.4447,2.4447,-0.1393,-0.15,-0.0107,0.1937,0.3803,0.1866,0.3102,0.4981,0.1879,68.7,63.68,-0.0501,61.17,51.7,-0.0947,49.95,65.97,0.1602,54.26,57.29,0.0303,0.12443259050755136,0.05549761910393608,2.24,234.57,232.76,0.40081416938293446,-0.25
higher,['age'],LRTDD,0.2357,0.2279,-0.0078,0.346,0.34,-0.006,0.0,1.5849,1.5849,-0.1357,-0.1621,-0.0264,0.2025,0.3914,0.1889,0.3177,0.5018,0.1841,68.5,62.15,-0.0635,60.4,50.48,-0.0992,50.27,64.98,0.1471,54.32,55.93,0.0161,0.11401969796125848,0.03531003917203179,3.23,230.35,232.17,0.5286121252556877,-0.19
internet,None,LRTDD,0.1647,-0.0015,-0.1662,0.2512,0.0919,-0.1593,3.6969,1.218,-2.4789,-0.1062,-0.1035,0.0027,0.198,0.4327,0.2347,0.313,0.5478,0.2348,68.41,61.38,-0.0703,60.66,49.93,-0.1073,50.02,70.32,0.203,54.03,57.38,0.0335,0.12365229944732443,0.004841642168776,25.54,236.92,228.38,0.9163591402734885,0.03
internet,['Medu'],LRTDD,0.2078,-0.0208,-0.2286,0.2779,0.0561,-0.2218,3.2472,1.0823,-2.1649,-0.0939,-0.049,0.0449,0.2092,0.3007,0.0915,0.3027,0.3916,0.0889,65.63,62.26,-0.0337,56.94,51.42,-0.0552,45.42,51.82,0.064,49.66,50.29,0.0063,0.0834260305414456,0.001792635895939421,46.54,214.07,213.33,0.9163591402734885,0.03
internet,['Pstatus'],LRTDD,0.165,-0.0226,-0.1876,0.2513,0.0905,-0.1608,4.2207,1.1791,-3.0416,-0.1046,-0.1119,-0.0073,0.1937,0.4271,0.2334,0.3102,0.5429,0.2327,68.7,61.67,-0.0703,61.17,50.09,-0.1108,49.95,70.01,0.2006,54.26,57.42,0.0316,0.12417046910740699,0.00446237413026767,27.83,237.14,228.83,0.9163591402734885,0.03
internet,['age'],LRTDD,0.1694,-0.0467,-0.2161,0.2445,0.118,-0.1265,3.685,1.2242,-2.4608,-0.0943,-0.122,-0.0277,0.2025,0.4043,0.2018,0.3177,0.5183,0.2006,68.5,62.05,-0.0645,60.4,50.77,-0.0963,50.27,67.57,0.173,54.32,56.87,0.0255,0.12105486583989555,0.005122652788932,23.63,235.1,228.81,0.8336348830246822,0.06
internet,['higher'],LRTDD,0.164,0.0147,-0.1493,0.244,0.0758,-0.1682,4.0424,1.1995,-2.8429,-0.0961,-0.0545,0.0416,0.177,0.2902,0.1132,0.289,0.387,0.098,68.51,63.68,-0.0483,62.01,52.14,-0.0987,47.24,51.28,0.0404,52.77,51.09,-0.0168,0.0869932847118343,0.0025806387546120097,33.71,216.35,225.52,0.6744240722352938,0.12
nursery,None,LRTDD,0.0884,0.1564,0.068,0.135,0.1777,0.0427,2.1003,1.5604,-0.5399,-0.0107,0.0104,0.0212,0.198,0.3851,0.1871,0.313,0.4884,0.1754,68.41,61.96,-0.0645,60.66,49.52,-0.1114,50.02,61.84,0.1182,54.03,54.29,0.0026,0.103002370239159,0.0073912802352973355,13.94,225.28,230.55,0.8336348830246822,-0.06
nursery,['Medu'],LRTDD,0.1004,0.083,-0.0174,0.1366,0.0695,-0.0671,2.0092,1.2374,-0.7718,-0.0037,0.0484,0.052,0.2092,0.314,0.1048,0.3027,0.3935,0.0908,65.63,61.3,-0.0433,56.94,49.22,-0.0772,45.42,49.37,0.0395,49.66,48.58,-0.0108,0.07236121540590333,0.007114105410281016,10.17,206.42,215.18,0.6744240722352938,0.12
nursery,['Pstatus'],LRTDD,0.0895,0.1302,0.0407,0.1357,0.156,0.0203,2.1189,1.4966,-0.6223,-0.0101,0.002,0.012,0.1937,0.371,0.1773,0.3102,0.4759,0.1657,68.7,62.63,-0.0607,61.17,50.29,-0.1088,49.95,61.09,0.1114,54.26,54.46,0.002,0.10478505920734743,0.004509988129908894,23.23,226.32,231.5,0.9163591402734885,-0.03
nursery,['age'],LRTDD,0.094,0.1499,0.0559,0.153,0.155,0.002,2.3307,1.451,-0.8797,-0.0268,0.0309,0.0578,0.2025,0.3814,0.1789,0.3177,0.4904,0.1727,68.5,62.72,-0.0578,60.4,50.55,-0.0985,50.27,63.68,0.1341,54.32,55.58,0.0126,0.11222225436584612,0.009894511318926751,11.34,230.24,230.61,0.8336348830246822,-0.06
nursery,['higher'],LRTDD,0.1015,0.0763,-0.0252,0.1611,0.1303,-0.0308,1.9761,1.5157,-0.4604,-0.0175,-0.0322,-0.0147,0.177,0.3027,0.1257,0.289,0.3992,0.1102,68.51,63.4,-0.0511,62.01,51.54,-0.1047,47.24,52.14,0.049,52.77,51.25,-0.0152,0.08731594331670331,0.004357404482436153,20.04,216.13,228.04,0.6744240722352938,0.12
paid,None,LRTDD,0.1313,-0.0791,-0.2104,0.2205,0.1699,-0.0506,1.3834,0.9435,-0.4399,-0.105,0.0064,0.1114,0.198,0.3662,0.1682,0.313,0.4691,0.1561,68.41,62.53,-0.0588,60.66,49.98,-0.1068,50.02,59.83,0.0981,54.03,53.68,-0.0035,0.10037318770603385,0.003976861510944001,25.24,224.22,230.77,0.7527138062630524,0.09
paid,['Medu'],LRTDD,0.1761,0.0554,-0.1207,0.2369,0.1835,-0.0534,0.8632,0.8512,-0.012,-0.0683,0.067,0.1353,0.2092,0.3039,0.0947,0.3027,0.3869,0.0842,65.63,61.58,-0.0405,56.94,49.81,-0.0713,45.42,49.09,0.0367,49.66,48.36,-0.013,0.07282140575593,0.008676281354404387,8.39,207.02,215.89,0.8336348830246822,0.06
paid,['Pstatus'],LRTDD,0.1279,-0.0873,-0.2152,0.2144,0.1684,-0.046,1.3902,0.9217,-0.4685,-0.0992,0.0053,0.1045,0.1937,0.3588,0.1651,0.3102,0.4594,0.1492,68.7,62.53,-0.0617,61.17,50.12,-0.1105,49.95,58.59,0.0864,54.26,53.19,-0.0107,0.09766849728815309,0.004158440706110401,23.49,222.63,231.75,0.8336348830246822,0.06
paid,['age'],LRTDD,0.1226,-0.1263,-0.2489,0.2187,0.1365,-0.0822,1.4096,0.8792,-0.5304,-0.1148,-0.0313,0.0835,0.2025,0.3598,0.1573,0.3177,0.4683,0.1506,68.5,63.4,-0.0511,60.4,51.39,-0.0901,50.27,61.71,0.1144,54.32,55.26,0.0094,0.11110068533177306,0.004648784746320001,23.9,229.9,231.08,0.9163591402734885,0.03
paid,['higher'],LRTDD,0.0907,-0.055,-0.1457,0.1892,0.2058,0.0166,1.207,0.927,-0.28,-0.1027,0.0121,0.1147,0.177,0.2972,0.1202,0.289,0.3977,0.1087,68.51,63.98,-0.0453,62.01,51.92,-0.1009,47.24,52.78,0.0554,52.77,51.49,-0.0128,0.09027039390130667,0.003222219514456801,28.01,218.46,228.46,0.9163591402734885,0.03
reason,None,LRTDD,-0.1163,-0.0514,0.0649,0.143,0.1145,-0.0285,0.6789,0.7838,0.1049,-0.0039,0.0483,0.0522,0.198,0.2876,0.0896,0.313,0.3945,0.0815,68.41,65.03,-0.0338,60.66,52.76,-0.079,50.02,53.62,0.036,54.03,52.64,-0.0139,0.09684040190191588,0.0025167351026652803,38.48,222.54,231.64,0.9163591402734885,0.03
reason,['Medu'],LRTDD,-0.1217,-0.003,0.1187,0.1791,0.0614,-0.1177,0.6482,0.8744,0.2262,0.0207,0.0267,0.0059,0.2092,0.2512,0.042,0.3027,0.3343,0.0316,65.63,63.22,-0.0241,56.94,51.12,-0.0582,45.42,43.98,-0.0144,49.66,46.8,-0.0286,0.0665179128925714,0.0010212215620600802,65.14,203.76,216.11,0.9163591402734885,0.03
reason,['Pstatus'],LRTDD,-0.1005,-0.0479,0.0526,0.1308,0.0978,-0.033,0.6926,0.7768,0.0842,0.0009,0.0357,0.0348,0.1937,0.2435,0.0498,0.3102,0.3534,0.0432,68.7,66.47,-0.0223,61.17,55.21,-0.0596,49.95,49.92,-0.0003,54.26,52.03,-0.0223,0.09531700605051427,0.00213907842544032,44.56,222.16,232.66,0.9163591402734885,0.03
reason,['age'],LRTDD,-0.1028,-0.0813,0.0215,0.1375,0.1505,0.013,0.6925,0.7973,0.1048,0.0049,0.0309,0.026,0.2025,0.3085,0.106,0.3177,0.4222,0.1045,68.5,65.32,-0.0318,60.4,53.93,-0.0647,50.27,59.17,0.089,54.32,55.8,0.0148,0.11631617911957254,0.00359028592282584,32.4,232.58,232.04,0.8336348830246822,-0.06
reason,['higher'],LRTDD,-0.1217,-0.0123,0.1094,0.146,0.0851,-0.0609,0.6467,0.7873,0.1406,-0.004,0.0582,0.0622,0.177,0.2183,0.0413,0.289,0.3255,0.0365,68.51,66.96,-0.0155,62.01,57.04,-0.0497,47.24,47.62,0.0038,52.77,51.42,-0.0135,0.09351704300047121,0.0013558294645896,68.97,221.72,229.08,0.9163591402734885,-0.03
romantic,None,LRTDD,0.09,-0.0278,-0.1178,0.1228,0.0576,-0.0652,1.6605,1.0194,-0.6411,-0.0034,-0.0162,-0.0128,0.198,0.3878,0.1898,0.313,0.5093,0.1963,68.41,63.49,-0.0492,60.66,51.4,-0.0926,50.02,67.31,0.1729,54.03,57.6,0.0357,0.12651585706443955,0.0011383575345187205,111.14,238.27,231.03,0.7527138062630524,0.09
romantic,['Medu'],LRTDD,0.0673,-0.054,-0.1213,0.1037,0.1405,0.0368,1.7388,0.912,-0.8268,-0.0256,0.0158,0.0414,0.2092,0.2753,0.0661,0.3027,0.3648,0.0621,65.63,63.03,-0.026,56.94,51.69,-0.0525,45.42,48.85,0.0343,49.66,49.38,-0.0028,0.07858610560609203,0.002786330890902001,28.2,211.29,215.43,0.8336348830246822,0.06
romantic,['Pstatus'],LRTDD,0.0905,-0.0399,-0.1304,0.1266,0.0625,-0.0641,1.6743,0.9889,-0.6854,-0.012,-0.0091,0.0029,0.1937,0.3919,0.1982,0.3102,0.5103,0.2001,68.7,63.01,-0.0569,61.17,50.93,-0.1024,49.95,66.72,0.1677,54.26,57.07,0.0281,0.12218624632148,0.0014478682154112,84.39,236.18,231.94,0.8336348830246822,0.06
