Feature,Droped_Attrib,acc_,acc_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after
Walc,None,0.6840934065934066,0.635989010989011,0.1766,0.015899999999999997,0.27149999999999996,0.14350000000000002,3.8153999999999995,1.305,-0.08984999999999999,-0.028150000000000015,0.198,0.3794,0.313,0.4758,0.6066,0.5039,0.5002,0.621,0.5403,0.5532
Walc,['Medu'],0.6563095238095238,0.631117216117216,0.2473,0.0495,0.3126,0.1365,2.7719,1.4964,-0.05844999999999998,-0.0489,0.2092,0.3675,0.3027,0.46319999999999995,0.5694,0.4976999999999999,0.4542,0.5953,0.49660000000000004,0.538
Walc,['Pstatus'],0.6869688644688645,0.6234615384615385,0.17070000000000002,0.018099999999999998,0.28490000000000004,0.1504,3.0876,1.2746,-0.1273,-0.028500000000000004,0.1937,0.38360000000000005,0.31020000000000003,0.4748,0.6117,0.4843,0.4995,0.5922000000000001,0.5426,0.5295
Walc,['age'],0.6850274725274725,0.6388553113553114,0.1829,0.007499999999999998,0.2835,0.1588,3.8394,1.3823,-0.10200000000000001,-0.006750000000000003,0.20249999999999999,0.3787,0.3177,0.4845,0.604,0.5095,0.5027,0.6428,0.5432,0.5639000000000001
Walc,['higher'],0.6851007326007326,0.6426923076923077,0.1696,0.023700000000000002,0.2742,0.1464,1.8969999999999998,1.2997999999999998,-0.11139999999999999,-0.03924999999999998,0.177,0.3507,0.28900000000000003,0.4518,0.6201000000000001,0.5101,0.47240000000000004,0.5952999999999999,0.5277000000000001,0.5459
absences,None,0.6840934065934066,0.5919322344322344,0.2891,0.0707,0.387,0.1859,0.0,1.1445,-0.12969999999999998,-0.02579999999999999,0.198,0.41319999999999996,0.313,0.4894,0.6066,0.47430000000000005,0.5002,0.6021,0.5403,0.5218
absences,['Medu'],0.6563095238095238,0.6091666666666666,0.3083,0.07039999999999999,0.3828,0.1159,0.0,1.3957000000000002,-0.09784999999999999,0.016700000000000013,0.2092,0.42140000000000005,0.3027,0.5085,0.5694,0.48650000000000004,0.4542,0.6402,0.49660000000000004,0.5471
absences,['Pstatus'],0.6869688644688645,0.6091941391941391,0.2888,0.0937,0.3906,0.1797,0.0,1.3212,-0.13509999999999997,-0.059050000000000005,0.1937,0.38180000000000003,0.31020000000000003,0.46840000000000004,0.6117,0.49139999999999995,0.4995,0.5941,0.5426,0.529
absences,['age'],0.6850274725274725,0.5967399267399267,0.2946,0.1182,0.3944,0.205,0.0,1.3431000000000002,-0.12945,0.009249999999999998,0.20249999999999999,0.3956,0.3177,0.4711,0.604,0.47759999999999997,0.5027,0.5814,0.5432,0.5168
absences,['higher'],0.6851007326007326,0.5727655677655678,0.2511,0.1214,0.3633,0.2041,0.0,1.2894999999999999,-0.14445,0.03265000000000002,0.177,0.4245,0.28900000000000003,0.4892,0.6201000000000001,0.45999999999999996,0.47240000000000004,0.5753,0.5277000000000001,0.5004000000000001
activities,None,0.6840934065934066,0.646492673992674,-0.07260000000000001,-0.07139999999999999,0.09079999999999999,0.1213,0.8137000000000001,0.8509,-0.0020499999999999893,0.008800000000000006,0.198,0.3451,0.313,0.4535,0.6066,0.5118,0.5002,0.5992,0.5403,0.549
activities,['Medu'],0.6563095238095238,0.6291941391941391,-0.1255,-0.0497,0.098,0.0886,0.7495999999999999,0.8802,-0.055700000000000006,0.005650000000000019,0.2092,0.3848,0.3027,0.49210000000000004,0.5694,0.5036,0.4542,0.6381,0.49660000000000004,0.5585
activities,['Pstatus'],0.6869688644688645,0.633003663003663,-0.0765,-0.041499999999999995,0.1038,0.10640000000000001,0.7915,0.923,0.004199999999999987,0.00270000000000001,0.1937,0.3619,0.31020000000000003,0.4673,0.6117,0.5029,0.4995,0.6033999999999999,0.5426,0.5445
activities,['age'],0.6850274725274725,0.644514652014652,-0.08750000000000001,-0.0775,0.1006,0.1386,0.76,0.8852,0.00019999999999998909,-0.039000000000000035,0.20249999999999999,0.3621,0.3177,0.4768,0.604,0.5152,0.5027,0.6348,0.5432,0.5648
activities,['higher'],0.6851007326007326,0.6369139194139194,-0.0941,-0.033499999999999995,0.1256,0.09330000000000001,0.6595000000000001,0.8755,0.03739999999999999,0.041049999999999996,0.177,0.3392,0.28900000000000003,0.4404,0.6201000000000001,0.5061,0.47240000000000004,0.5740999999999999,0.5277000000000001,0.5344
age,None,0.6840934065934066,0.624514652014652,0.0801,0.2178,0.29850000000000004,0.3271,1.0036,1.372,-0.12059999999999997,-0.09679999999999997,0.198,0.3431,0.313,0.4316,0.6066,0.49030000000000007,0.5002,0.5420999999999999,0.5403,0.5096999999999999
age,['Medu'],0.6563095238095238,0.5918498168498169,0.08530000000000001,0.2412,0.2705,0.3165,0.9754999999999999,3.3480000000000003,-0.12869999999999998,-0.06044999999999998,0.2092,0.3969,0.3027,0.4547,0.5694,0.4556,0.4542,0.5261,0.49660000000000004,0.48390000000000005
age,['Pstatus'],0.6869688644688645,0.6273534798534799,0.0674,0.2844,0.2888,0.35960000000000003,0.982,1.5539,-0.12369999999999999,-0.09324999999999999,0.1937,0.34740000000000004,0.31020000000000003,0.4386,0.6117,0.49160000000000004,0.4995,0.5519999999999999,0.5426,0.515
age,['higher'],0.6851007326007326,0.6311996336996337,0.0903,0.2664,0.2626,0.3589,0.8695,2.0401,-0.08174999999999999,-0.09204999999999999,0.177,0.3218,0.28900000000000003,0.4152,0.6201000000000001,0.49850000000000005,0.47240000000000004,0.533,0.5277000000000001,0.5094000000000001
famrel,None,0.6840934065934066,0.5986172161172161,-0.007200000000000001,-0.009699999999999997,0.0863,0.099,1.4770999999999999,1.1833,-0.08904999999999999,-0.06375,0.198,0.3971,0.313,0.46340000000000003,0.6066,0.462,0.5002,0.5522,0.5403,0.4993
famrel,['Medu'],0.6563095238095238,0.6072619047619048,0.0339,0.0526,0.11440000000000002,0.1207,1.6425,1.4025,-0.08319999999999998,-0.06385000000000002,0.2092,0.3987,0.3027,0.4720000000000001,0.5694,0.47380000000000005,0.4542,0.5755,0.49660000000000004,0.516
famrel,['Pstatus'],0.6869688644688645,0.5958333333333333,-0.0062,0.0633,0.0931,0.15689999999999998,1.527,1.5176,-0.09530000000000001,-0.0828,0.1937,0.3949,0.31020000000000003,0.4508,0.6117,0.4612,0.4995,0.5321,0.5426,0.49030000000000007
famrel,['age'],0.6850274725274725,0.627445054945055,-0.0094,-0.0217,0.07980000000000001,0.07089999999999999,1.3922,1.1202999999999999,-0.08564999999999999,-0.05924999999999999,0.20249999999999999,0.3706,0.3177,0.4633,0.604,0.4997,0.5027,0.6002,0.5432,0.5398
famrel,['higher'],0.6851007326007326,0.5996153846153847,0.010099999999999996,-0.0007000000000000041,0.11339999999999999,0.08499999999999999,1.855,1.1816,-0.0858,-0.050849999999999985,0.177,0.4024,0.28900000000000003,0.46440000000000003,0.6201000000000001,0.4655,0.47240000000000004,0.5528,0.5277000000000001,0.5
famsup,None,0.6840934065934066,0.6502564102564102,-0.08580000000000002,-0.044399999999999995,0.0789,0.086,0.8509,0.9667,-0.02095000000000001,-0.01965,0.198,0.3497,0.313,0.4612,0.6066,0.5096,0.5002,0.6083000000000001,0.5403,0.5515
famsup,['Medu'],0.6563095238095238,0.6387728937728937,-0.0744,-0.041199999999999994,0.0885,0.11710000000000001,0.8940999999999999,1.0254999999999999,-0.0191,-0.00835000000000002,0.2092,0.3686,0.3027,0.471,0.5694,0.5089,0.4542,0.6176,0.49660000000000004,0.5551
famsup,['Pstatus'],0.6869688644688645,0.6589285714285714,-0.0742,-0.056299999999999996,0.0748,0.07139999999999999,0.881,0.9465,-0.02184999999999999,-0.017599999999999998,0.1937,0.3278,0.31020000000000003,0.4431,0.6117,0.5276,0.4995,0.6031,0.5426,0.5610999999999999
famsup,['age'],0.6850274725274725,0.6541758241758242,-0.0759,-0.047200000000000006,0.0755,0.0887,0.9035,0.9487,-0.02855,-0.0012499999999999872,0.20249999999999999,0.3404,0.3177,0.4556,0.604,0.525,0.5027,0.6195,0.5432,0.5662
famsup,['higher'],0.6851007326007326,0.6359523809523809,-0.08560000000000001,-0.046799999999999994,0.0828,0.09,0.9096,1.0288,-0.03950000000000002,-0.048949999999999994,0.177,0.34049999999999997,0.28900000000000003,0.43740000000000007,0.6201000000000001,0.5065,0.47240000000000004,0.5695,0.5277000000000001,0.5316
freetime,None,0.6840934065934066,0.6397893772893772,0.1457,0.1272,0.1394,0.1454,2.0239,1.3961000000000001,0.0348,0.06739999999999999,0.198,0.36550000000000005,0.313,0.46609999999999996,0.6066,0.5053,0.5002,0.6075,0.5403,0.5487
freetime,['Medu'],0.6563095238095238,0.6254670329670329,0.1405,0.0607,0.1436,0.1065,1.9652999999999998,1.1563,0.023899999999999998,0.03589999999999999,0.2092,0.3814,0.3027,0.4767,0.5694,0.49689999999999995,0.4542,0.6113,0.49660000000000004,0.5439
freetime,['Pstatus'],0.6869688644688645,0.6397344322344323,0.1265,0.1066,0.1311,0.1351,1.9124000000000003,1.464,0.03615,0.05499999999999999,0.1937,0.34819999999999995,0.31020000000000003,0.44880000000000003,0.6117,0.5008,0.4995,0.5762,0.5426,0.5328999999999999
freetime,['age'],0.6850274725274725,0.6483699633699633,0.1383,0.1222,0.1492,0.1419,2.0276,1.363,0.034999999999999996,0.06100000000000001,0.20249999999999999,0.35300000000000004,0.3177,0.46909999999999996,0.604,0.5212,0.5027,0.6304000000000001,0.5432,0.5665
freetime,['higher'],0.6851007326007326,0.6436080586080586,0.10569999999999999,0.12079999999999999,0.11699999999999999,0.1307,1.7744,1.4099,0.0124,0.08275000000000002,0.177,0.3422,0.28900000000000003,0.4412,0.6201000000000001,0.5099,0.47240000000000004,0.5791000000000001,0.5277000000000001,0.5405
goout,None,0.6840934065934066,0.6397893772893772,0.1631,0.092,0.1812,0.10540000000000001,2.0962,1.2537,0.02959999999999998,0.06569999999999998,0.198,0.36819999999999997,0.313,0.47190000000000004,0.6066,0.5055,0.5002,0.615,0.5403,0.5528000000000001
goout,['Medu'],0.6563095238095238,0.6243956043956044,0.1673,0.0497,0.1825,0.0795,2.2253,1.1352,0.04164999999999999,0.032249999999999994,0.2092,0.3708,0.3027,0.46210000000000007,0.5694,0.4854,0.4542,0.5766,0.49660000000000004,0.5235000000000001
goout,['Pstatus'],0.6869688644688645,0.6302197802197802,0.1484,0.053700000000000005,0.1784,0.09509999999999999,1.9988,1.1381000000000001,0.00885,0.0392,0.1937,0.3745,0.31020000000000003,0.46799999999999997,0.6117,0.4976,0.4995,0.6023,0.5426,0.5413
goout,['age'],0.6850274725274725,0.647445054945055,0.1596,0.055999999999999994,0.1881,0.08399999999999999,2.0777,1.1378,0.016349999999999996,0.059999999999999984,0.20249999999999999,0.367,0.3177,0.4816,0.604,0.5215,0.5027,0.6495,0.5432,0.5747
goout,['higher'],0.6851007326007326,0.6417765567765568,0.12310000000000001,0.0987,0.1661,0.11850000000000001,2.0877,1.2587,-0.0022499999999999894,0.0348,0.177,0.34609999999999996,0.28900000000000003,0.44320000000000004,0.6201000000000001,0.5057,0.47240000000000004,0.5809,0.5277000000000001,0.538
guardian,None,0.6840934065934066,0.5986630036630036,0.1606,0.2922,0.20339999999999997,0.34009999999999996,1.8066,1.7266000000000001,-0.07579999999999999,-0.08174999999999998,0.198,0.3821,0.313,0.4577,0.6066,0.47400000000000003,0.5002,0.5566,0.5403,0.5022
guardian,['Medu'],0.6563095238095238,0.5651282051282052,0.1872,0.3007,0.21749999999999997,0.2823,1.211,0.8718,-0.03895,-0.031849999999999976,0.2092,0.4232,0.3027,0.47590000000000005,0.5694,0.449,0.4542,0.5473,0.49660000000000004,0.4835
guardian,['Pstatus'],0.6869688644688645,0.6015934065934065,0.1555,0.2741,0.2347,0.25939999999999996,1.6883,1.5017,-0.12935,-0.023499999999999965,0.1937,0.3791,0.31020000000000003,0.44889999999999997,0.6117,0.47650000000000003,0.4995,0.5452,0.5426,0.4998
guardian,['age'],0.6850274725274725,0.6014652014652014,0.1666,0.27949999999999997,0.2012,0.3461,1.6202999999999999,2.4810000000000003,-0.06384999999999999,-0.10529999999999999,0.20249999999999999,0.385,0.3177,0.4645,0.604,0.47620000000000007,0.5027,0.5696,0.5432,0.5101
guardian,['higher'],0.6851007326007326,0.5862087912087912,0.1437,0.2863,0.2657,0.3144,0.7948999999999999,2.0362,-0.17304999999999995,-0.08509999999999995,0.177,0.392,0.28900000000000003,0.4567,0.6201000000000001,0.46159999999999995,0.47240000000000004,0.5368,0.5277000000000001,0.4868
health,None,0.6840934065934066,0.6473626373626373,-0.1626,-0.058800000000000005,0.19039999999999999,0.11339999999999999,0.5456000000000001,0.8932,0.01340000000000002,-0.007549999999999982,0.198,0.3604,0.313,0.4739,0.6066,0.5139,0.5002,0.6277,0.5403,0.5623
health,['Medu'],0.6563095238095238,0.6282234432234433,-0.1945,-0.0447,0.2427,0.1025,0.45949999999999996,0.9286999999999999,0.03459999999999997,-0.02085,0.2092,0.3872,0.3027,0.48740000000000006,0.5694,0.497,0.4542,0.6218,0.49660000000000004,0.5498999999999999
health,['Pstatus'],0.6869688644688645,0.6483333333333333,-0.1591,-0.06620000000000001,0.189,0.10200000000000001,0.5451,0.9136,0.01705000000000001,-0.02504999999999999,0.1937,0.35140000000000005,0.31020000000000003,0.4633,0.6117,0.5107,0.4995,0.6108,0.5426,0.5545
health,['age'],0.6850274725274725,0.6503113553113553,-0.1722,-0.0465,0.1935,0.1015,0.5515,0.8924,0.00724999999999999,-0.00045000000000000145,0.20249999999999999,0.3479,0.3177,0.46319999999999995,0.604,0.5216999999999999,0.5027,0.6259,0.5432,0.5656
health,['higher'],0.6851007326007326,0.6474542124542124,-0.1361,-0.041999999999999996,0.1534,0.0785,0.5948,0.9435,-0.0026999999999999997,-0.014050000000000002,0.177,0.3266,0.28900000000000003,0.43170000000000003,0.6201000000000001,0.5189,0.47240000000000004,0.5755,0.5277000000000001,0.5418000000000001
higher,None,0.6840934065934066,0.591996336996337,0.22959999999999997,0.3052,0.3404,0.3525,0.0,1.4761,-0.13735,-0.11144999999999997,0.198,0.3967,0.313,0.4507,0.6066,0.4513,0.5002,0.5242,0.5403,0.48260000000000003
higher,['Medu'],0.6563095238095238,0.5786355311355311,0.24250000000000002,0.3177,0.32989999999999997,0.346,0.0,1.1057000000000001,-0.10794999999999999,-0.09224999999999994,0.2092,0.40040000000000003,0.3027,0.4394,0.5694,0.44329999999999997,0.4542,0.49779999999999996,0.49660000000000004,0.46630000000000005
higher,['Pstatus'],0.6869688644688645,0.5920054945054944,0.225,0.2807,0.3375,0.3277,0.0,0.7224999999999999,-0.13934999999999995,-0.11984999999999998,0.1937,0.391,0.31020000000000003,0.4431,0.6117,0.4532999999999999,0.4995,0.5162,0.5426,0.48
higher,['age'],0.6850274725274725,0.5997527472527473,0.23570000000000002,0.2835,0.346,0.3345,0.0,1.4054,-0.1357,-0.12604999999999994,0.20249999999999999,0.38570000000000004,0.3177,0.44139999999999996,0.604,0.46799999999999997,0.5027,0.5305,0.5432,0.49540000000000006
internet,None,0.6840934065934066,0.6272985347985348,0.1647,0.0142,0.2512,0.0815,3.6969000000000003,1.187,-0.10624999999999998,-0.04709999999999999,0.198,0.3673,0.313,0.4615,0.6066,0.49030000000000007,0.5002,0.5883,0.5403,0.5305
internet,['Medu'],0.6563095238095238,0.5956227106227107,0.20779999999999998,0.009600000000000001,0.2779,0.1069,3.2472000000000003,1.2649000000000001,-0.0939,-0.079,0.2092,0.40469999999999995,0.3027,0.4816,0.5694,0.46929999999999994,0.4542,0.5824,0.49660000000000004,0.5128
internet,['Pstatus'],0.6869688644688645,0.633058608058608,0.16499999999999998,0.05569999999999999,0.25129999999999997,0.1196,4.2207,1.4475,-0.10464999999999999,-0.07605,0.1937,0.3482,0.31020000000000003,0.4422,0.6117,0.4991,0.4995,0.5714,0.5426,0.5285
internet,['age'],0.6850274725274725,0.6167216117216118,0.1694,-0.010399999999999993,0.24450000000000002,0.1147,3.685,1.1651,-0.0943,-0.044950000000000004,0.20249999999999999,0.37229999999999996,0.3177,0.4586,0.604,0.47800000000000004,0.5027,0.5701,0.5432,0.515
internet,['higher'],0.6851007326007326,0.6330311355311355,0.164,-0.0124,0.244,0.10269999999999999,4.0424,1.1717,-0.09614999999999997,-0.06024999999999999,0.177,0.3343,0.28900000000000003,0.42490000000000006,0.6201000000000001,0.4948,0.47240000000000004,0.5462,0.5277000000000001,0.5144
nursery,None,0.6840934065934066,0.6378846153846154,0.0884,0.004500000000000002,0.135,0.06720000000000001,2.1003,1.1214,-0.010749999999999958,-0.03014999999999999,0.198,0.3654,0.313,0.47189999999999993,0.6066,0.5111,0.5002,0.6235,0.5403,0.5577
nursery,['Medu'],0.6563095238095238,0.6378296703296703,0.1004,0.008900000000000005,0.1366,0.1199,2.0092,1.1392,-0.0036500000000000074,-0.02419999999999998,0.2092,0.3695,0.3027,0.4718,0.5694,0.5064,0.4542,0.6148,0.49660000000000004,0.5523
nursery,['Pstatus'],0.6869688644688645,0.6503021978021978,0.0895,-0.0314,0.1357,0.0717,2.1189,1.1343,-0.010050000000000012,-0.08419999999999997,0.1937,0.35150000000000003,0.31020000000000003,0.4671,0.6117,0.5189,0.4995,0.6263,0.5426,0.5647
nursery,['age'],0.6850274725274725,0.6483791208791209,0.094,-0.0159,0.153,0.0867,2.3306999999999998,1.1476,-0.026849999999999985,-0.05109999999999999,0.20249999999999999,0.35009999999999997,0.3177,0.46319999999999995,0.604,0.5185,0.5027,0.6207,0.5432,0.5626
nursery,['higher'],0.6851007326007326,0.635,0.10149999999999999,0.0245,0.1611,0.1044,1.9761,1.1838000000000002,-0.017499999999999995,-0.008100000000000001,0.177,0.3512,0.28900000000000003,0.44989999999999997,0.6201000000000001,0.5019,0.47240000000000004,0.5821,0.5277000000000001,0.536
paid,None,0.6840934065934066,0.6339285714285714,0.1313,0.07959999999999999,0.2205,0.1854,1.3834,1.2554,-0.10500000000000001,-0.008350000000000007,0.198,0.3681,0.313,0.4739,0.6066,0.5061,0.5002,0.6152,0.5403,0.5505
paid,['Medu'],0.6563095238095238,0.6215201465201465,0.17609999999999998,0.08360000000000001,0.23690000000000003,0.1658,0.8632,1.3417999999999999,-0.06829999999999999,-0.0035499999999999863,0.2092,0.3871,0.3027,0.4806,0.5694,0.49800000000000005,0.4542,0.6168,0.49660000000000004,0.5442
paid,['Pstatus'],0.6869688644688645,0.6426190476190476,0.12789999999999999,0.08909999999999998,0.2144,0.193,1.3901999999999999,1.4611,-0.0992,0.006350000000000006,0.1937,0.3599,0.31020000000000003,0.46719999999999995,0.6117,0.5113,0.4995,0.6178,0.5426,0.5548
paid,['age'],0.6850274725274725,0.643562271062271,0.1226,0.1381,0.21869999999999998,0.2002,1.4096,1.4929999999999999,-0.11480000000000001,0.050550000000000005,0.20249999999999999,0.3681,0.3177,0.4816,0.604,0.5142,0.5027,0.6411,0.5432,0.5653
paid,['higher'],0.6851007326007326,0.6292765567765568,0.0907,0.030999999999999993,0.1892,0.2089,1.207,1.0858,-0.10269999999999997,0.0269,0.177,0.3391,0.28900000000000003,0.4271,0.6201000000000001,0.5024,0.47240000000000004,0.5505,0.5277000000000001,0.5194
reason,None,0.6840934065934066,0.6406684981684981,-0.1163,0.0131,0.143,0.0877,0.6789,1.0066000000000002,-0.003899999999999981,0.015199999999999977,0.198,0.3554,0.313,0.4671,0.6066,0.5069,0.5002,0.612,0.5403,0.5497
reason,['Medu'],0.6563095238095238,0.6253388278388278,-0.12169999999999999,0.016900000000000002,0.17909999999999998,0.08080000000000001,0.6482,0.9612,0.020749999999999998,0.020450000000000013,0.2092,0.3872,0.3027,0.49190000000000006,0.5694,0.49870000000000003,0.4542,0.6291,0.49660000000000004,0.5506
reason,['Pstatus'],0.6869688644688645,0.6368131868131869,-0.10049999999999999,0.0036999999999999976,0.1308,0.0869,0.6926,0.9795,0.0009000000000000008,0.02215000000000001,0.1937,0.3649,0.31020000000000003,0.4748,0.6117,0.5009,0.4995,0.6153000000000001,0.5426,0.5477000000000001
reason,['age'],0.6850274725274725,0.6560347985347985,-0.1028,-0.00040000000000000034,0.1375,0.09559999999999999,0.6925,0.9359999999999999,0.004850000000000026,0.029799999999999986,0.20249999999999999,0.3399,0.3177,0.4596,0.604,0.5307000000000001,0.5027,0.6308,0.5432,0.5724
reason,['higher'],0.6851007326007326,0.6368589743589743,-0.1217,0.014899999999999997,0.146,0.08940000000000001,0.6466999999999999,1.0086,-0.0040499999999999816,0.01610000000000001,0.177,0.3355,0.28900000000000003,0.4365,0.6201000000000001,0.5014000000000001,0.47240000000000004,0.5654,0.5277000000000001,0.5279
romantic,None,0.6840934065934066,0.6416208791208791,0.09,0.0115,0.12279999999999999,0.073,1.6605,1.1099,-0.003449999999999981,-0.019550000000000012,0.198,0.352,0.313,0.4624,0.6066,0.5041,0.5002,0.6021,0.5403,0.545
romantic,['Medu'],0.6563095238095238,0.635970695970696,0.0673,0.0792,0.10369999999999999,0.0858,1.7388,1.162,-0.02565,0.028949999999999997,0.2092,0.3687,0.3027,0.47190000000000004,0.5694,0.5067,0.4542,0.6203000000000001,0.49660000000000004,0.5539
romantic,['Pstatus'],0.6869688644688645,0.6512179487179488,0.0905,0.0125,0.1266,0.0861,1.6743,1.1444,-0.012,-0.013449999999999985,0.1937,0.34459999999999996,0.31020000000000003,0.46040000000000003,0.6117,0.5146,0.4995,0.6129,0.5426,0.5546
romantic,['age'],0.6850274725274725,0.6522252747252748,0.08120000000000001,0.011400000000000004,0.1217,0.0643,1.6095,1.0268000000000002,-0.009649999999999971,0.02739999999999998,0.20249999999999999,0.3579,0.3177,0.4768,0.604,0.5248,0.5027,0.6484,0.5432,0.5764
romantic,['higher'],0.6851007326007326,0.6406959706959707,0.0794,0.06599999999999999,0.09670000000000001,0.1157,1.5905,1.2169,0.009299999999999978,0.015399999999999978,0.177,0.3452,0.28900000000000003,0.44800000000000006,0.6201000000000001,0.5107,0.47240000000000004,0.5873999999999999,0.5277000000000001,0.5421
schoolsup,None,0.6840934065934066,0.6187454212454212,0.1566,0.1273,0.3136,0.22000000000000003,0.18929999999999997,1.8617000000000001,-0.19045,-0.1325,0.198,0.3583,0.313,0.4277,0.6066,0.4763,0.5002,0.5253,0.5403,0.4963
schoolsup,['Medu'],0.6563095238095238,0.6005402930402931,0.18619999999999998,0.2537,0.2924,0.2893,3.2040999999999995,1.6280000000000001,-0.15005,-0.026250000000000002,0.2092,0.40040000000000003,0.3027,0.45549999999999996,0.5694,0.4625,0.4542,0.5432,0.49660000000000004,0.4976
schoolsup,['Pstatus'],0.6869688644688645,0.6052472527472528,0.1866,0.1695,0.3164,0.22680000000000003,0.29969999999999997,1.8437999999999999,-0.17534999999999998,-0.039799999999999974,0.1937,0.3739,0.31020000000000003,0.4394,0.6117,0.46790000000000004,0.4995,0.5256000000000001,0.5426,0.49189999999999995
schoolsup,['age'],0.6850274725274725,0.6235347985347985,0.1696,0.1373,0.32530000000000003,0.2652,0.2166,1.6260000000000001,-0.18534999999999996,-0.1613,0.20249999999999999,0.3595,0.3177,0.44020000000000004,0.604,0.4859,0.5027,0.5562,0.5432,0.5152
schoolsup,['higher'],0.6851007326007326,0.6197069597069598,0.13419999999999999,0.0773,0.29500000000000004,0.2091,1.3356999999999999,1.7815,-0.18655,-0.16699999999999998,0.177,0.34850000000000003,0.28900000000000003,0.4152,0.6201000000000001,0.47759999999999997,0.47240000000000004,0.5122,0.5277000000000001,0.4918
