Feature,Droped_Attrib,acc_,acc_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after
Pstatus,['age'],0.6850274725274725,0.6744505494505495,-0.09459999999999999,0.0655,0.12079999999999999,0.1137,0.9515,1.7927,-0.029649999999999992,-0.05249999999999999,0.20249999999999999,0.19019999999999998,0.3177,0.2958,0.604,0.5936,0.5027,0.453,0.5432,0.5093
Pstatus,['higher'],0.6851007326007326,0.6725274725274726,-0.06999999999999999,0.0622,0.0986,0.12869999999999998,1.1555,1.6952000000000003,-0.09629999999999997,-0.05234999999999999,0.177,0.1664,0.28900000000000003,0.2631,0.6201000000000001,0.5955999999999999,0.47240000000000004,0.4034,0.5277000000000001,0.477
Walc,None,0.6840934065934066,0.6445970695970696,0.1766,0.086,0.27149999999999996,0.1662,3.8153999999999995,1.6643000000000001,-0.08984999999999999,-0.043449999999999975,0.198,0.32080000000000003,0.313,0.4288,0.6066,0.5271,0.5002,0.5798,0.5403,0.5462
Walc,['Medu'],0.6563095238095238,0.6294413919413919,0.2473,0.0596,0.3126,0.1275,2.7719,2.0616,-0.05844999999999998,-0.07079999999999999,0.2092,0.1923,0.3027,0.2585,0.5694,0.5224,0.4542,0.35019999999999996,0.49660000000000004,0.4126
Walc,['Pstatus'],0.6869688644688645,0.6445787545787546,0.17070000000000002,0.1045,0.28490000000000004,0.175,3.0876,1.6533000000000002,-0.1273,-0.02695000000000001,0.1937,0.3298,0.31020000000000003,0.4403,0.6117,0.5248,0.4995,0.5922,0.5426,0.5509000000000001
Walc,['age'],0.6850274725274725,0.6590384615384616,0.1829,0.11760000000000001,0.2835,0.1945,3.8394,1.8387,-0.10200000000000001,-0.04009999999999999,0.20249999999999999,0.2948,0.3177,0.41079999999999994,0.604,0.5511,0.5027,0.5862999999999999,0.5432,0.5612
Walc,['higher'],0.6851007326007326,0.6542765567765568,0.1696,0.10369999999999999,0.2742,0.1734,1.8969999999999998,1.8839,-0.11139999999999999,-0.03829999999999998,0.177,0.24820000000000003,0.28900000000000003,0.3446,0.6201000000000001,0.5504,0.47240000000000004,0.4819,0.5277000000000001,0.5074
absences,None,0.6840934065934066,0.6311446886446886,0.2891,-0.1398,0.387,0.1764,0.0,0.9008,-0.12969999999999998,0.04900000000000001,0.198,0.3669,0.313,0.4787,0.6066,0.5122,0.5002,0.6296999999999999,0.5403,0.5578
absences,['Medu'],0.6563095238095238,0.62746336996337,0.3083,-0.27199999999999996,0.3828,0.29359999999999997,0.0,0.5417,-0.09784999999999999,0.10734999999999999,0.2092,0.2524,0.3027,0.3313,0.5694,0.5114,0.4542,0.438,0.49660000000000004,0.4646
absences,['Pstatus'],0.6869688644688645,0.6234615384615385,0.2888,-0.1298,0.3906,0.1873,0.0,1.0274,-0.13509999999999997,0.0344,0.1937,0.39249999999999996,0.31020000000000003,0.4998,0.6117,0.5025000000000001,0.4995,0.6461,0.5426,0.5585
absences,['age'],0.6850274725274725,0.6369413919413919,0.2946,-0.0007999999999999923,0.3944,0.0975,0.0,1.4053,-0.12945,0.06625,0.20249999999999999,0.339,0.3177,0.45,0.604,0.5249,0.5027,0.6087,0.5432,0.5542
absences,['higher'],0.6851007326007326,0.6437271062271062,0.2511,-0.23079999999999998,0.3633,0.2233,0.0,0.7173999999999999,-0.14445,0.039,0.177,0.2973,0.28900000000000003,0.39930000000000004,0.6201000000000001,0.5332,0.47240000000000004,0.5438,0.5277000000000001,0.5307999999999999
activities,None,0.6840934065934066,0.6291758241758242,-0.07260000000000001,-0.0254,0.09079999999999999,0.1068,0.8137000000000001,1.1259000000000001,-0.0020499999999999893,-0.03414999999999998,0.198,0.3466,0.313,0.45010000000000006,0.6066,0.505,0.5002,0.5802,0.5403,0.5329
activities,['Medu'],0.6563095238095238,0.6187637362637363,-0.1255,-0.0548,0.098,0.059899999999999995,0.7495999999999999,1.0352000000000001,-0.055700000000000006,-0.027600000000000003,0.2092,0.29209999999999997,0.3027,0.3726,0.5694,0.4997,0.4542,0.47539999999999993,0.49660000000000004,0.47919999999999996
activities,['Pstatus'],0.6869688644688645,0.6263003663003663,-0.0765,-0.044000000000000004,0.1038,0.1093,0.7915,1.0836000000000001,0.004199999999999987,-0.03480000000000001,0.1937,0.3504,0.31020000000000003,0.45099999999999996,0.6117,0.5033000000000001,0.4995,0.5777,0.5426,0.5305
activities,['age'],0.6850274725274725,0.6397527472527472,-0.08750000000000001,0.0246,0.1006,0.1312,0.76,1.2493,0.00019999999999998909,0.00335,0.20249999999999999,0.33809999999999996,0.3177,0.45099999999999996,0.604,0.5226,0.5027,0.6058,0.5432,0.5526
activities,['higher'],0.6851007326007326,0.6465018315018315,-0.0941,-0.04360000000000001,0.1256,0.10600000000000001,0.6595000000000001,1.1018000000000001,0.03739999999999999,-0.028799999999999982,0.177,0.2743,0.28900000000000003,0.37720000000000004,0.6201000000000001,0.5353,0.47240000000000004,0.5147999999999999,0.5277000000000001,0.5187
age,None,0.6840934065934066,0.6600457875457876,0.0801,-0.015999999999999997,0.29850000000000004,0.2077,1.0036,0.7189,-0.12059999999999997,-0.058700000000000016,0.198,0.1923,0.313,0.2853,0.6066,0.5666,0.5002,0.4176,0.5403,0.47709999999999997
age,['Medu'],0.6563095238095238,0.6380860805860806,0.08530000000000001,-0.05790000000000001,0.2705,0.1504,0.9754999999999999,0.7851,-0.12869999999999998,-0.0693,0.2092,0.1978,0.3027,0.271,0.5694,0.5415,0.4542,0.3798,0.49660000000000004,0.4385
age,['Pstatus'],0.6869688644688645,0.6638919413919414,0.0674,-0.019699999999999995,0.2888,0.21080000000000002,0.982,0.7056,-0.12369999999999999,-0.06409999999999999,0.1937,0.1896,0.31020000000000003,0.2851,0.6117,0.5738,0.4995,0.4242,0.5426,0.484
age,['higher'],0.6851007326007326,0.6658424908424909,0.0903,-0.023799999999999995,0.2626,0.18450000000000003,0.8695,0.7198,-0.08174999999999999,-0.08095,0.177,0.175,0.28900000000000003,0.2662,0.6201000000000001,0.58,0.47240000000000004,0.40049999999999997,0.5277000000000001,0.4699
famrel,None,0.6840934065934066,0.6310622710622711,-0.007200000000000001,-0.0508,0.0863,0.1086,1.4770999999999999,1.1813,-0.08904999999999999,-0.12384999999999999,0.198,0.40330000000000005,0.313,0.5227999999999999,0.6066,0.5103,0.5002,0.6873,0.5403,0.5781000000000001
famrel,['Medu'],0.6563095238095238,0.6341300366300366,0.0339,-0.0623,0.11440000000000002,0.1025,1.6425,1.1193,-0.08319999999999998,-0.09570000000000001,0.2092,0.2762,0.3027,0.3686,0.5694,0.5256000000000001,0.4542,0.5005,0.49660000000000004,0.5045
famrel,['Pstatus'],0.6869688644688645,0.63010989010989,-0.0062,-0.048799999999999996,0.0931,0.1082,1.527,1.1775,-0.09530000000000001,-0.12064999999999997,0.1937,0.40519999999999995,0.31020000000000003,0.5218,0.6117,0.5083,0.4995,0.6839000000000001,0.5426,0.576
famrel,['age'],0.6850274725274725,0.6368315018315018,-0.0094,-0.0388,0.07980000000000001,0.08180000000000001,1.3922,1.1945000000000001,-0.08564999999999999,-0.10879999999999997,0.20249999999999999,0.3749,0.3177,0.49800000000000005,0.604,0.5194,0.5027,0.667,0.5432,0.5751000000000001
famrel,['higher'],0.6851007326007326,0.635897435897436,0.010099999999999996,0.0068000000000000005,0.11339999999999999,0.119,1.855,1.3389,-0.0858,-0.08424999999999999,0.177,0.2944,0.28900000000000003,0.3935,0.6201000000000001,0.5208,0.47240000000000004,0.5194,0.5277000000000001,0.5134000000000001
famsup,None,0.6840934065934066,0.6387728937728938,-0.08580000000000002,0.0334,0.0789,0.0688,0.8509,1.1674,-0.02095000000000001,-0.01635,0.198,0.3283,0.313,0.4328,0.6066,0.511,0.5002,0.5664,0.5403,0.5319
famsup,['Medu'],0.6563095238095238,0.6255128205128205,-0.0744,0.0125,0.0885,0.0767,0.8940999999999999,1.2715,-0.0191,-0.02405,0.2092,0.2693,0.3027,0.34859999999999997,0.5694,0.49820000000000003,0.4542,0.44820000000000004,0.49660000000000004,0.4657
famsup,['Pstatus'],0.6869688644688645,0.63496336996337,-0.0742,0.0539,0.0748,0.0753,0.881,1.2269999999999999,-0.02184999999999999,-0.0081,0.1937,0.326,0.31020000000000003,0.42510000000000003,0.6117,0.5098,0.4995,0.5536000000000001,0.5426,0.5253
famsup,['age'],0.6850274725274725,0.657032967032967,-0.0759,0.028200000000000003,0.0755,0.0836,0.9035,1.1581,-0.02855,0.0009500000000000009,0.20249999999999999,0.3055,0.3177,0.4205,0.604,0.5386,0.5027,0.5833,0.5432,0.5554
famsup,['higher'],0.6851007326007326,0.6465201465201466,-0.08560000000000001,0.0267,0.0828,0.0822,0.9096,1.2731,-0.03950000000000002,-0.03274999999999997,0.177,0.2618,0.28900000000000003,0.358,0.6201000000000001,0.5315000000000001,0.47240000000000004,0.4861,0.5277000000000001,0.5032
freetime,None,0.6840934065934066,0.6358699633699634,0.1457,0.11120000000000001,0.1394,0.1069,2.0239,1.2123000000000002,0.0348,0.07245,0.198,0.3734,0.313,0.4932,0.6066,0.5189,0.5002,0.6587,0.5403,0.5721
freetime,['Medu'],0.6563095238095238,0.6302930402930402,0.1405,0.11879999999999999,0.1436,0.0951,1.9652999999999998,1.234,0.023899999999999998,0.09425,0.2092,0.2643,0.3027,0.34950000000000003,0.5694,0.5195000000000001,0.4542,0.46740000000000004,0.49660000000000004,0.48410000000000003
freetime,['Pstatus'],0.6869688644688645,0.6416025641025641,0.1265,0.095,0.1311,0.1018,1.9124000000000003,1.1944000000000001,0.03615,0.0649,0.1937,0.3675,0.31020000000000003,0.49139999999999995,0.6117,0.5239,0.4995,0.6612,0.5426,0.5766
freetime,['age'],0.6850274725274725,0.6493315018315018,0.1383,0.1881,0.1492,0.1465,2.0276,1.4276,0.034999999999999996,0.1066,0.20249999999999999,0.3368,0.3177,0.4606,0.604,0.5337,0.5027,0.6341,0.5432,0.5717000000000001
freetime,['higher'],0.6851007326007326,0.644551282051282,0.10569999999999999,0.17509999999999998,0.11699999999999999,0.13,1.7744,1.4766,0.0124,0.07930000000000001,0.177,0.2793,0.28900000000000003,0.38120000000000004,0.6201000000000001,0.5356,0.47240000000000004,0.5146,0.5277000000000001,0.5184
goout,None,0.6840934065934066,0.6378205128205128,0.1631,0.1607,0.1812,0.15089999999999998,2.0962,1.4574,0.02959999999999998,0.06365,0.198,0.3469,0.313,0.4645,0.6066,0.5216000000000001,0.5002,0.6229,0.5403,0.5593
goout,['Medu'],0.6563095238095238,0.6322435897435897,0.1673,0.1034,0.1825,0.11950000000000001,2.2253,1.7151,0.04164999999999999,0.017850000000000008,0.2092,0.22469999999999998,0.3027,0.30169999999999997,0.5694,0.5224,0.4542,0.40800000000000003,0.49660000000000004,0.4481
goout,['Pstatus'],0.6869688644688645,0.6406684981684981,0.1484,0.1477,0.1784,0.1491,1.9988,1.4459,0.00885,0.0508,0.1937,0.35350000000000004,0.31020000000000003,0.47300000000000003,0.6117,0.5222,0.4995,0.6353,0.5426,0.5658
goout,['age'],0.6850274725274725,0.6503021978021979,0.1596,0.1978,0.1881,0.1792,2.0777,1.6321999999999999,0.016349999999999996,0.0685,0.20249999999999999,0.3137,0.3177,0.4327,0.604,0.5405,0.5027,0.6029,0.5432,0.5609
goout,['higher'],0.6851007326007326,0.636959706959707,0.12310000000000001,0.1204,0.1661,0.1179,2.0877,1.4328999999999998,-0.0022499999999999894,0.0354,0.177,0.2684,0.28900000000000003,0.3581,0.6201000000000001,0.5225,0.47240000000000004,0.47329999999999994,0.5277000000000001,0.4911
guardian,None,0.6840934065934066,0.6427380952380952,0.1606,0.02839999999999999,0.20339999999999997,0.2298,1.8066,1.4859,-0.07579999999999999,-0.16765,0.198,0.29300000000000004,0.313,0.3906,0.6066,0.5222,0.5002,0.5227,0.5403,0.5151
guardian,['Medu'],0.6563095238095238,0.6236630036630036,0.1872,0.0994,0.21749999999999997,0.2144,1.211,0.5031000000000001,-0.03895,0.023850000000000003,0.2092,0.23970000000000002,0.3027,0.3083,0.5694,0.4991,0.4542,0.3988,0.49660000000000004,0.43689999999999996
guardian,['Pstatus'],0.6869688644688645,0.6466025641025641,0.1555,0.024100000000000003,0.2347,0.2082,1.6883,1.4677,-0.12935,-0.15799999999999997,0.1937,0.2728,0.31020000000000003,0.36960000000000004,0.6117,0.5297000000000001,0.4995,0.5005,0.5426,0.5079
guardian,['age'],0.6850274725274725,0.6724175824175824,0.1666,0.07670000000000002,0.2012,0.2926,1.6202999999999999,0.86,-0.06384999999999999,-0.14274999999999996,0.20249999999999999,0.2548,0.3177,0.3744,0.604,0.5634,0.5027,0.5451,0.5432,0.5497
guardian,['higher'],0.6851007326007326,0.660989010989011,0.1437,0.07780000000000001,0.2657,0.24,0.7948999999999999,1.4187999999999998,-0.17304999999999995,-0.13104999999999997,0.177,0.2132,0.28900000000000003,0.30920000000000003,0.6201000000000001,0.5626,0.47240000000000004,0.4448,0.5277000000000001,0.49240000000000006
health,None,0.6840934065934066,0.6349725274725275,-0.1626,-0.0467,0.19039999999999999,0.06799999999999999,0.5456000000000001,0.9183999999999999,0.01340000000000002,-0.032750000000000015,0.198,0.35459999999999997,0.313,0.4654,0.6066,0.5155000000000001,0.5002,0.618,0.5403,0.5549999999999999
health,['Medu'],0.6563095238095238,0.6342032967032967,-0.1945,-0.0465,0.2427,0.0758,0.45949999999999996,0.9601000000000001,0.03459999999999997,-0.03715000000000001,0.2092,0.2427,0.3027,0.3206,0.5694,0.5201,0.4542,0.43309999999999993,0.49660000000000004,0.46690000000000004
health,['Pstatus'],0.6869688644688645,0.631117216117216,-0.1591,-0.05489999999999999,0.189,0.07010000000000001,0.5451,0.9391,0.01705000000000001,-0.054849999999999975,0.1937,0.3632,0.31020000000000003,0.47300000000000003,0.6117,0.5124,0.4995,0.6237999999999999,0.5426,0.5551999999999999
health,['age'],0.6850274725274725,0.6465384615384615,-0.1722,-0.0248,0.1935,0.058899999999999994,0.5515,0.9387000000000001,0.00724999999999999,-0.01514999999999998,0.20249999999999999,0.32,0.3177,0.43289999999999995,0.604,0.5317000000000001,0.5027,0.5952,0.5432,0.5542
health,['higher'],0.6851007326007326,0.6561538461538461,-0.1361,-0.034100000000000005,0.1534,0.0496,0.5948,0.9239,-0.0026999999999999997,-0.02905000000000002,0.177,0.2617,0.28900000000000003,0.3677,0.6201000000000001,0.5498,0.47240000000000004,0.5174000000000001,0.5277000000000001,0.5275000000000001
higher,None,0.6840934065934066,0.6339285714285714,0.22959999999999997,0.2657,0.3404,0.38380000000000003,0.0,3.0657,-0.13735,-0.15734999999999996,0.198,0.3931,0.313,0.5121,0.6066,0.5147999999999999,0.5002,0.6779,0.5403,0.5775
higher,['Medu'],0.6563095238095238,0.6273901098901099,0.24250000000000002,0.19619999999999999,0.32989999999999997,0.28700000000000003,0.0,1.1381000000000001,-0.10794999999999999,-0.10714999999999997,0.2092,0.29169999999999996,0.3027,0.383,0.5694,0.5215,0.4542,0.5092,0.49660000000000004,0.5061
higher,['Pstatus'],0.6869688644688645,0.6368223443223443,0.225,0.2617,0.3375,0.3779,0.0,2.4447,-0.13934999999999995,-0.14999999999999997,0.1937,0.38029999999999997,0.31020000000000003,0.4981,0.6117,0.517,0.4995,0.6597,0.5426,0.5729
higher,['age'],0.6850274725274725,0.6214926739926739,0.23570000000000002,0.2279,0.346,0.33999999999999997,0.0,1.5849,-0.1357,-0.16214999999999996,0.20249999999999999,0.3914,0.3177,0.5018,0.604,0.5048,0.5027,0.6498,0.5432,0.5593
internet,None,0.6840934065934066,0.6137637362637363,0.1647,-0.0014999999999999985,0.2512,0.09190000000000001,3.6969000000000003,1.218,-0.10624999999999998,-0.1035,0.198,0.4327,0.313,0.5478,0.6066,0.4993,0.5002,0.7032,0.5403,0.5738000000000001
internet,['Medu'],0.6563095238095238,0.6225732600732601,0.20779999999999998,-0.020800000000000003,0.2779,0.0561,3.2472000000000003,1.0823,-0.0939,-0.04900000000000002,0.2092,0.3007,0.3027,0.3916,0.5694,0.5142,0.4542,0.5182,0.49660000000000004,0.5029
internet,['Pstatus'],0.6869688644688645,0.6166575091575092,0.16499999999999998,-0.0226,0.25129999999999997,0.0905,4.2207,1.1791,-0.10464999999999999,-0.11195,0.1937,0.4271,0.31020000000000003,0.5429,0.6117,0.5009,0.4995,0.7001000000000001,0.5426,0.5742
internet,['age'],0.6850274725274725,0.6204945054945055,0.1694,-0.046700000000000005,0.24450000000000002,0.118,3.685,1.2242000000000002,-0.0943,-0.122,0.20249999999999999,0.4043,0.3177,0.5183,0.604,0.5077,0.5027,0.6757,0.5432,0.5687
internet,['higher'],0.6851007326007326,0.6368406593406594,0.164,0.0147,0.244,0.0758,4.0424,1.1995,-0.09614999999999997,-0.05454999999999999,0.177,0.2902,0.28900000000000003,0.387,0.6201000000000001,0.5214000000000001,0.47240000000000004,0.5128,0.5277000000000001,0.5109
nursery,None,0.6840934065934066,0.6195512820512821,0.0884,0.1564,0.135,0.17770000000000002,2.1003,1.5604,-0.010749999999999958,0.01045,0.198,0.3851,0.313,0.48840000000000006,0.6066,0.4952,0.5002,0.6184000000000001,0.5403,0.5429
nursery,['Medu'],0.6563095238095238,0.6129761904761905,0.1004,0.083,0.1366,0.0695,2.0092,1.2374,-0.0036500000000000074,0.04835000000000002,0.2092,0.314,0.3027,0.3935,0.5694,0.49219999999999997,0.4542,0.4937,0.49660000000000004,0.48579999999999995
nursery,['Pstatus'],0.6869688644688645,0.6262820512820513,0.0895,0.1302,0.1357,0.156,2.1189,1.4966000000000002,-0.010050000000000012,0.0019500000000000253,0.1937,0.371,0.31020000000000003,0.47590000000000005,0.6117,0.5029,0.4995,0.6109,0.5426,0.5446
nursery,['age'],0.6850274725274725,0.6272435897435897,0.094,0.1499,0.153,0.155,2.3306999999999998,1.451,-0.026849999999999985,0.030949999999999988,0.20249999999999999,0.3814,0.3177,0.4904,0.604,0.5055,0.5027,0.6368,0.5432,0.5558
nursery,['higher'],0.6851007326007326,0.633992673992674,0.10149999999999999,0.07629999999999999,0.1611,0.1303,1.9761,1.5157,-0.017499999999999995,-0.032150000000000026,0.177,0.3027,0.28900000000000003,0.3992,0.6201000000000001,0.5154,0.47240000000000004,0.5214000000000001,0.5277000000000001,0.5125
paid,None,0.6840934065934066,0.6253021978021978,0.1313,-0.07909999999999999,0.2205,0.1699,1.3834,0.9435,-0.10500000000000001,0.006399999999999989,0.198,0.36619999999999997,0.313,0.46909999999999996,0.6066,0.4998,0.5002,0.5982999999999999,0.5403,0.5368
paid,['Medu'],0.6563095238095238,0.6158333333333333,0.17609999999999998,0.055400000000000005,0.23690000000000003,0.1835,0.8632,0.8512000000000001,-0.06829999999999999,0.06700000000000003,0.2092,0.3039,0.3027,0.38689999999999997,0.5694,0.4981,0.4542,0.4909,0.49660000000000004,0.48360000000000003
paid,['Pstatus'],0.6869688644688645,0.6253021978021979,0.12789999999999999,-0.0873,0.2144,0.16840000000000002,1.3901999999999999,0.9217000000000001,-0.0992,0.005349999999999998,0.1937,0.3588,0.31020000000000003,0.4593999999999999,0.6117,0.5012000000000001,0.4995,0.5859,0.5426,0.5319
paid,['age'],0.6850274725274725,0.6339743589743589,0.1226,-0.1263,0.21869999999999998,0.1365,1.4096,0.8792,-0.11480000000000001,-0.0313,0.20249999999999999,0.3598,0.3177,0.4683,0.604,0.5139,0.5027,0.6171,0.5432,0.5526
paid,['higher'],0.6851007326007326,0.6397619047619048,0.0907,-0.05500000000000001,0.1892,0.20579999999999998,1.207,0.9269999999999999,-0.10269999999999997,0.012050000000000012,0.177,0.2972,0.28900000000000003,0.39770000000000005,0.6201000000000001,0.5192,0.47240000000000004,0.5278,0.5277000000000001,0.5149
reason,None,0.6840934065934066,0.6502930402930402,-0.1163,-0.0514,0.143,0.1145,0.6789,0.7838,-0.003899999999999981,0.048299999999999996,0.198,0.28759999999999997,0.313,0.3945,0.6066,0.5276,0.5002,0.5362,0.5403,0.5264
reason,['Medu'],0.6563095238095238,0.6321886446886447,-0.12169999999999999,-0.003,0.17909999999999998,0.061399999999999996,0.6482,0.8744,0.020749999999999998,0.026650000000000017,0.2092,0.2512,0.3027,0.3343,0.5694,0.5112,0.4542,0.43979999999999997,0.49660000000000004,0.46799999999999997
reason,['Pstatus'],0.6869688644688645,0.6646978021978022,-0.10049999999999999,-0.0479,0.1308,0.0978,0.6926,0.7767999999999999,0.0009000000000000008,0.035699999999999996,0.1937,0.2435,0.31020000000000003,0.3534,0.6117,0.5521,0.4995,0.4992,0.5426,0.5203
reason,['age'],0.6850274725274725,0.6532417582417582,-0.1028,-0.0813,0.1375,0.1505,0.6925,0.7973,0.004850000000000026,0.030850000000000006,0.20249999999999999,0.3085,0.3177,0.4222,0.604,0.5393,0.5027,0.5917,0.5432,0.558
reason,['higher'],0.6851007326007326,0.6695604395604395,-0.1217,-0.0123,0.146,0.0851,0.6466999999999999,0.7873,-0.0040499999999999816,0.05820000000000001,0.177,0.2183,0.28900000000000003,0.3255,0.6201000000000001,0.5704,0.47240000000000004,0.47620000000000007,0.5277000000000001,0.5142
romantic,None,0.6840934065934066,0.6348626373626374,0.09,-0.027800000000000002,0.12279999999999999,0.0576,1.6605,1.0194,-0.003449999999999981,-0.016249999999999994,0.198,0.38780000000000003,0.313,0.5093,0.6066,0.514,0.5002,0.6731,0.5403,0.576
romantic,['Medu'],0.6563095238095238,0.6302655677655677,0.0673,-0.05399999999999999,0.10369999999999999,0.1405,1.7388,0.9120000000000001,-0.02565,0.01579999999999999,0.2092,0.2753,0.3027,0.3648,0.5694,0.5169,0.4542,0.4885,0.49660000000000004,0.49379999999999996
romantic,['Pstatus'],0.6869688644688645,0.6300641025641026,0.0905,-0.039900000000000005,0.1266,0.0625,1.6743,0.9888999999999999,-0.012,-0.009100000000000002,0.1937,0.3919,0.31020000000000003,0.5103,0.6117,0.5093,0.4995,0.6672,0.5426,0.5707
romantic,['age'],0.6850274725274725,0.6416208791208791,0.08120000000000001,-0.023400000000000004,0.1217,0.06939999999999999,1.6095,0.9846999999999999,-0.009649999999999971,0.0037000000000000114,0.20249999999999999,0.36829999999999996,0.3177,0.4891,0.604,0.5193,0.5027,0.6552,0.5432,0.5732
romantic,['higher'],0.6851007326007326,0.6349542124542125,0.0794,-0.0538,0.09670000000000001,0.06910000000000001,1.5905,0.9596,0.009299999999999978,-0.01629999999999998,0.177,0.2984,0.28900000000000003,0.3926,0.6201000000000001,0.5166000000000001,0.47240000000000004,0.5133,0.5277000000000001,0.5096
schoolsup,None,0.6840934065934066,0.6235531135531136,0.1566,-0.06880000000000001,0.3136,0.20729999999999998,0.18929999999999997,1.1046999999999998,-0.19045,-0.2117,0.198,0.3242,0.313,0.4117,0.6066,0.5027,0.5002,0.5283,0.5403,0.5081
schoolsup,['Medu'],0.6563095238095238,0.6063827838827839,0.18619999999999998,-0.1176,0.2924,0.22560000000000002,3.2040999999999995,0.5815,-0.15005,-0.17765,0.2092,0.2655,0.3027,0.3235,0.5694,0.46740000000000004,0.4542,0.3872,0.49660000000000004,0.4184
schoolsup,['Pstatus'],0.6869688644688645,0.6197619047619047,0.1866,-0.07849999999999999,0.3164,0.1883,0.29969999999999997,1.0453,-0.17534999999999998,-0.2002,0.1937,0.3209,0.31020000000000003,0.4021,0.6117,0.4971,0.4995,0.5117,0.5426,0.4967
schoolsup,['age'],0.6850274725274725,0.6456043956043956,0.1696,-0.05269999999999999,0.32530000000000003,0.20949999999999996,0.2166,1.1378,-0.18534999999999996,-0.1837,0.20249999999999999,0.3012,0.3177,0.40309999999999996,0.604,0.5336000000000001,0.5027,0.5526,0.5432,0.5359999999999999
schoolsup,['higher'],0.6851007326007326,0.6304212454212454,0.13419999999999999,-0.1328,0.29500000000000004,0.1611,1.3356999999999999,0.7998000000000001,-0.18655,-0.18565,0.177,0.2413,0.28900000000000003,0.30910000000000004,0.6201000000000001,0.5118,0.47240000000000004,0.40570000000000006,0.5277000000000001,0.4473
sex,None,0.6840934065934066,0.6782600732600732,0.07930000000000001,-0.051500000000000004,0.1274,0.10840000000000001,1.5162,1.0115,0.00439999999999999,-0.0522,0.198,0.1796,0.313,0.2842,0.6066,0.5856,0.5002,0.4324,0.5403,0.4925
