"Swap 
 Percentage",Measurement,Feature,oldpeak,chol,ca,age,fbs,sex,cp,thal,restecg,thalach,exang,trestbps,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,"Hellinger
 distance",thalach,0.0764/0.126,-,-,-,-,0.1229/0.1426,0.1328/0.0761,-,0.1404/0.1422,-,0.1124/0.1296,-,,0.09854239031286158,0.09854239031286158,0.40680167867993455,1.2013966570957912,[],"[0.1260258373094421, 0.14264433010613162, 0.0760718381994068, 0.14215147396415456, 0.1296250971550108]","[0.20241263774372953, 0.26553017638038967, 0.20883692638960163, 0.28254300459908965, 0.24207391198298076]"
50%,"Wasserstein
 distance",thalach,0.0048/0.0069,-,-,-,-,0.0084/0.0063,0.0111/0.0037,-,0.0106/0.0074,-,0.0064/0.0085,-,,0.00687427158518988,0.00687427158518988,0.02321194329224879,0.07392097292525715,[],"[0.00685622887761721, 0.00629690494286423, 0.00368071234482608, 0.00737946739722484, 0.008462029851585461]","[0.01163754638437658, 0.01470480667173165, 0.01481306291716772, 0.017952494034813492, 0.014813062917167712]"
50%,"Total variation
 distance",thalach,0.0605/0.1147,-,-,-,-,0.1198/0.126,0.1433/0.0668,-,0.1429/0.1334,-,0.1014/0.1249,-,,0.09769553975436326,0.09769553975436326,0.3806742174234433,1.699814221296419,[],"[0.11474543000858786, 0.126025641025641, 0.06683473389355739, 0.13342980548862896, 0.12492174492174488]","[0.2900273088624481, 0.37182040182040177, 0.2769557893087304, 0.4097178638355107, 0.3512928574693279]"
50%,"Jensen-Shannon
 divergence",thalach,0.0289/0.0475,-,-,-,-,0.0459/0.0539,0.049/0.0289,-,0.0524/0.0533,-,0.0428/0.0484,-,,0.03661168486596128,0.03661168486596128,0.15261957310358013,0.451014411505828,[],"[0.04747880924711093, 0.05390191931573061, 0.028949997351666052, 0.053269455624207096, 0.04841559493652299]","[0.07640111589283044, 0.09978883228429836, 0.07798524629467671, 0.10562325244906642, 0.09121596458495604]"
70%,"Hellinger
 distance",thalach,0.1282/0.1629,-,-,-,-,0.1337/0.1792,0.1463/0.1223,-,0.1322/0.1687,-,0.1852/0.1642,-,,0.12063304680306153,0.12063304680306153,0.5192917922303117,1.5228247892346478,[],"[0.16289567007998232, 0.17923381860258938, 0.12232805674390676, 0.16868274836204172, 0.16417719706598027]","[0.2910757861406543, 0.3128860983567717, 0.26860518638086794, 0.30089004702188527, 0.34936767133446833]"
70%,"Wasserstein
 distance",thalach,0.0106/0.0085,-,-,-,-,0.0106/0.01,0.0085/0.0047,-,0.0116/0.01,-,0.0184/0.0095,-,,0.00952654959837339,0.00952654959837339,0.03091617942578182,0.10253670713552274,[],"[0.008462029851585449, 0.01004978811798102, 0.00474523209161401, 0.00999565999526299, 0.0095265495983734]","[0.01908918461189214, 0.02065890017071503, 0.01322530465077214, 0.021597120964494232, 0.027966196737649184]"
70%,"Total variation
 distance",thalach,0.1263/0.1531,-,-,-,-,0.1427/0.1778,0.1546/0.1023,-,0.1425/0.178,-,0.2115/0.1563,-,,0.12655885780885778,0.12655885780885778,0.5102856740782435,2.3125278651143497,[],"[0.15307400932400927, 0.177797619047619, 0.10229260935143283, 0.17795239847871422, 0.1563369963369963]","[0.4324178599178598, 0.49828730480046257, 0.35923412371941765, 0.4984478176622138, 0.5241407590143959]"
70%,"Jensen-Shannon
 divergence",thalach,0.0478/0.0617,-,-,-,-,0.0494/0.0678,0.0549/0.0464,-,0.0487/0.0629,-,0.0676/0.0614,-,,0.04455510149142279,0.04455510149142279,0.19461069244176055,0.5684633572272811,[],"[0.06170789303255871, 0.06775607980789315, 0.04641556035772156, 0.06287216037670265, 0.06135948832579945]","[0.10947233767622054, 0.11718452320730638, 0.10126765273618646, 0.11159741995899235, 0.12894142364857536]"
10%,"Hellinger
 distance",exang,0.0395/0.0296,-,0.0535/0.0913,-,0.0494/0.0198,0.0296/0.0,0.0099/0.1233,-,-,-,-,0.0395/0.0395,,0.0,0.0,0.1517842878091028,0.5250040137563611,[],"[0.0296377257478104, 0.09131028329013174, 0.019758483831873598, 0.0, 0.1233451150846427, 0.039516967663747196]","[0.0691546934115576, 0.1447986088573615, 0.0691546934115576, 0.0296377257478104, 0.1332243570005795, 0.07903393532749439]"
10%,"Wasserstein
 distance",exang,0.0021/0.0016,-,0.0032/0.0058,-,0.0027/0.0011,0.0016/0.0,0.0005/0.0085,-,-,-,-,0.0021/0.0021,,0.0,0.0,0.009517528244587039,0.03130409763859429,[],"[0.00158775826639556, 0.0058277945459746195, 0.00106451974678793, 0.0, 0.008462029851585449, 0.00209295407843052]","[0.00371679775997142, 0.009039396493911089, 0.00371679775997142, 0.00160580097396823, 0.009003311078765749, 0.00422199357200638]"
10%,"Total variation
 distance",exang,0.0301/0.0213,-,0.0436/0.0801,-,0.0367/0.0136,0.0225/0.0,0.0083/0.1175,-,-,-,-,0.0267/0.0313,,0.0,0.0,0.13186294098058796,0.6953703159585507,[],"[0.021266968325791828, 0.08014652014652009, 0.013574660633484151, 0.0, 0.11747076452958802, 0.03126696832579182]","[0.07268045679810377, 0.20386446886446874, 0.06381921999569054, 0.0225274725274725, 0.24327486239250937, 0.08920383538030588]"
10%,"Jensen-Shannon
 divergence",exang,0.015/0.0112,-,0.0202/0.0343,-,0.0188/0.0076,0.0112/0.0,0.0037/0.0461,-,-,-,-,0.0152/0.0148,,0.0,0.0,0.05696577675669023,0.19817146699944166,[],"[0.01123994298987907, 0.03428873054151028, 0.00755677300899151, 0.0, 0.046077339755901135, 0.014768767217098449]","[0.02628428176122806, 0.05450250302679528, 0.026372193216400996, 0.011225935558917651, 0.04980439233287687, 0.02998216110322279]"
30%,"Hellinger
 distance",exang,0.0909/0.0788,-,0.0913/0.1592,-,0.0887/0.0099,0.0665/0.0689,0.0566/0.1959,-,-,-,-,0.0549/0.1413,,0.06890466456505118,0.06890466456505118,0.39589811087755233,1.102880520574139,[],"[0.07878390648098797, 0.15915205601257795, 0.009879241915936799, 0.06890466456505118, 0.19592336806315155, 0.14134365558729683]","[0.16963492096073507, 0.25046233930270967, 0.09854239031286156, 0.1354122230834018, 0.2525516846655654, 0.19627696224886543]"
30%,"Wasserstein
 distance",exang,0.0069/0.0058,-,0.0048/0.0159,-,0.0053/0.0005,0.0032/0.0021,0.0037/0.0211,-,-,-,-,0.0021/0.0063,,0.00212903949357587,0.00212903949357587,0.028038367567939888,0.07785428317610076,[],"[0.00584583725354731, 0.01585953995638299, 0.00052323851960763, 0.00212903949357587, 0.02114605327517733, 0.0063149476504369]","[0.01277423696145523, 0.02062281475556968, 0.005827794545974629, 0.00532259873393966, 0.02486285103514877, 0.00844398714401277]"
30%,"Total variation
 distance",exang,0.0853/0.0725,-,0.0608/0.1876,-,0.0852/0.0083,0.0515/0.0511,0.0552/0.242,-,-,-,-,0.0433/0.1203,,0.05114219114219113,0.05114219114219113,0.3920440854967709,1.744932116742084,[],"[0.07245744451626802, 0.18759422163514233, 0.00833333333333333, 0.05114219114219113, 0.2419919807387838, 0.12028461734344084]","[0.23018656180420877, 0.436028801742222, 0.10183473389355738, 0.15375416250416243, 0.5392252887777185, 0.28390256802021496]"
30%,"Jensen-Shannon
 divergence",exang,0.0341/0.0296,-,0.0351/0.058,-,0.0332/0.0037,0.0252/0.0263,0.021/0.0709,-,-,-,-,0.021/0.0532,,0.02626364552124546,0.02626364552124546,0.1470692872051489,0.41120880106105195,[],"[0.02961134882717454, 0.05796385635408816, 0.00365551666112275, 0.02626364552124546, 0.07087613584889639, 0.05324078015527959]","[0.06371807236445831, 0.09308808609415968, 0.03682932892043664, 0.05149469038330526, 0.09186744248955778, 0.07421118080913422]"
50%,"Hellinger
 distance",exang,0.1048/0.1313,-,0.1188/0.1791,-,0.1147/0.0436,0.0971/0.0851,0.1233/0.2447,-,-,-,-,0.0773/0.2037,,0.08506388855135608,0.08506388855135608,0.5288333968719149,1.5235732499116663,[],"[0.131320107095856, 0.17908946438075374, 0.04360908365129298, 0.08506388855135608, 0.24472876854687048, 0.20372770441498828]","[0.23614247947908568, 0.29788319466746604, 0.15831069795045946, 0.18216129776987883, 0.36800895024313895, 0.28106662980163744]"
50%,"Wasserstein
 distance",exang,0.0069/0.0101,-,0.0068/0.0201,-,0.0074/0.0026,0.0058/0.0037,0.0069/0.0337,-,-,-,-,0.0048/0.0206,,0.0037167977599714295,0.0037167977599714295,0.04911225001282649,0.12949251224910202,[],"[0.0100678308255537, 0.02006349082081671, 0.00263423530561082, 0.0037167977599714295, 0.03372182045333313, 0.020586729340424343]","[0.01699623053346162, 0.02690167699086124, 0.010049788117981021, 0.009544592305946049, 0.04063217745366838, 0.02536804684718371]"
50%,"Total variation
 distance",exang,0.1082/0.1347,-,0.0809/0.2255,-,0.1263/0.0427,0.088/0.0715,0.1233/0.3371,-,-,-,-,0.072/0.2459,,0.0715268065268065,0.0715268065268065,0.6002796532485924,2.7136453572563743,[],"[0.13474682180564526, 0.22548823037987123, 0.04269230769230766, 0.0715268065268065, 0.33711863214185195, 0.24593289489708922]","[0.377681175034116, 0.5318455532479963, 0.21168505900704035, 0.23103132978132968, 0.7975234633787265, 0.5638787768071655]"
50%,"Jensen-Shannon
 divergence",exang,0.0391/0.0486,-,0.0461/0.0643,-,0.0426/0.0161,0.0365/0.0324,0.0459/0.0841,-,-,-,-,0.0292/0.074,,0.03236289955316498,0.03236289955316498,0.19206658462767282,0.5587248454621433,[],"[0.0485946810986978, 0.06425108846785874, 0.01608357679750353, 0.03236289955316498, 0.08413531727861438, 0.07397980695317626]","[0.08764709191698515, 0.1103107308609855, 0.05868049126589083, 0.06887131443834674, 0.13004721452277374, 0.10316800245716135]"
70%,"Hellinger
 distance",exang,0.1389/0.1323,-,0.1742/0.2163,-,0.1418/0.0535,0.1214/0.1229,0.158/0.2868,-,-,-,-,0.1319/0.251,,0.12288584627425805,0.12288584627425805,0.6542775592809855,1.9290045031574694,[],"[0.13227223204821775, 0.2163077990714354, 0.05348832556722978, 0.12288584627425805, 0.28680371341049354, 0.2510255096418204]","[0.27117294808694503, 0.3904627111269875, 0.19532483729650368, 0.24432671145417728, 0.4447994491260724, 0.38291784606678336]"
70%,"Wasserstein
 distance",exang,0.0117/0.0101,-,0.0142/0.0264,-,0.0074/0.0032,0.0064/0.0064,0.0079/0.0459,-,-,-,-,0.0064/0.0317,,0.0063690757731549395,0.0063690757731549395,0.06818339191714602,0.17761241334543135,[],"[0.0100678308255537, 0.026396481178826314, 0.0031935592403637995, 0.0063690757731549395, 0.045864562649744735, 0.031737122620338676]","[0.021741462625075647, 0.040614134746095695, 0.010591069345161318, 0.012720108838737188, 0.053803353981722556, 0.03814228380863897]"
70%,"Total variation
 distance",exang,0.159/0.1413,-,0.1456/0.2781,-,0.1543/0.0504,0.121/0.1172,0.1674/0.4102,-,-,-,-,0.1295/0.3484,,0.11719488844488841,0.11719488844488841,0.7900262198727671,3.5681098447924393,[],"[0.14132357838240187, 0.27812865497076017, 0.05038461538461536, 0.11719488844488841, 0.4102096273291925, 0.348421298343899]","[0.441666332033979, 0.7018894073127482, 0.25502473403789183, 0.3554014449602684, 0.9878232232388242, 0.8263047032087281]"
70%,"Jensen-Shannon
 divergence",exang,0.0512/0.0489,-,0.0669/0.0766,-,0.053/0.0198,0.0457/0.0463,0.059/0.094,-,-,-,-,0.0497/0.0881,,0.046300947316231154,0.046300947316231154,0.23317249644505075,0.6992496904879283,[],"[0.04885520307742681, 0.0766281942254819, 0.01984362655851844, 0.046300947316231154, 0.09398137249260022, 0.08813375458738074]","[0.1000328295606655, 0.14352465147406257, 0.07279619917556855, 0.09203078590513723, 0.15298561267071262, 0.13787961170178173]"
10%,"Hellinger
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.009879241915936799,0.009879241915936799,0.009879241915936799,0,[],[],[]
10%,"Wasserstein
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.00052323851960763,0.00052323851960763,0.00052323851960763,0,[],[],[]
10%,"Total variation
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.00999999999999999,0.00999999999999999,0.00999999999999999,0,[],[],[]
10%,"Jensen-Shannon
 divergence",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.00360202632128515,0.00360202632128515,0.00360202632128515,0,[],[],[]
30%,"Hellinger
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.019758483831873598,0.019758483831873598,0.019758483831873598,0,[],[],[]
30%,"Wasserstein
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.00106451974678793,0.00106451974678793,0.00106451974678793,0,[],[],[]
30%,"Total variation
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.01483516483516482,0.01483516483516482,0.01483516483516482,0,[],[],[]
30%,"Jensen-Shannon
 divergence",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.0074695634839644694,0.0074695634839644694,0.0074695634839644694,0,[],[],[]
50%,"Hellinger
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.0296377257478104,0.0296377257478104,0.0296377257478104,0,[],[],[]
50%,"Wasserstein
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.00158775826639556,0.00158775826639556,0.00158775826639556,0,[],[],[]
50%,"Total variation
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.034965034965034954,0.034965034965034954,0.034965034965034954,0,[],[],[]
50%,"Jensen-Shannon
 divergence",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.010987337901384639,0.010987337901384639,0.010987337901384639,0,[],[],[]
70%,"Hellinger
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.07557898205742972,0.07557898205742972,0.07557898205742972,0,[],[],[]
70%,"Wasserstein
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.00368071234482608,0.00368071234482608,0.00368071234482608,0,[],[],[]
70%,"Total variation
 distance",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.07419413919413916,0.07419413919413916,0.07419413919413916,0,[],[],[]
70%,"Jensen-Shannon
 divergence",oldpeak,-,-,-,-,-,-,-,-,-,-,-,-,,0.02816341910441022,0.02816341910441022,0.02816341910441022,0,[],[],[]
10%,"Hellinger
 distance",ca,-,-,-,-,0.0747/0.0773,-,-,-,-,0.0872/0.1012,-,-,,0.08721816730258596,0.08721816730258596,0.17648239259894483,0.34043840838874584,[],"[0.07733892538664916, 0.10118952520606857]","[0.15203071588009134, 0.18840769250865452]"
10%,"Wasserstein
 distance",ca,-,-,-,-,0.0032/0.0048,-,-,-,-,0.0053/0.0064,-,-,,0.0053045560263669895,0.0053045560263669895,0.0108707313125378,0.019576337716354378,[],"[0.0047632747991866895, 0.006369075773154929]","[0.00792074862440514, 0.011655589091949239]"
10%,"Total variation
 distance",ca,-,-,-,-,0.0615/0.0718,-,-,-,-,0.0733/0.0904,-,-,,0.07947052947052942,0.07947052947052942,0.16053857906799074,0.4591463928228632,[],"[0.07177822177822174, 0.0903578774167009]","[0.20509906759906749, 0.2540473252237957]"
10%,"Jensen-Shannon
 divergence",ca,-,-,-,-,0.0281/0.0287,-,-,-,-,0.0329/0.0378,-,-,,0.03249769665752043,0.03249769665752043,0.06577542056208596,0.1275054529104028,[],"[0.02874132458256707, 0.037814123226563995]","[0.05680139382418396, 0.07070405908621884]"
30%,"Hellinger
 distance",ca,-,-,-,-,0.1386/0.157,-,-,-,-,0.1631/0.2301,-,-,,0.1636385074221342,0.1636385074221342,0.3571880037635532,0.6887510245797119,[],"[0.15696418992975567, 0.23013480275308237]","[0.2955164040483415, 0.3932346205313705]"
30%,"Wasserstein
 distance",ca,-,-,-,-,0.0089/0.0143,-,-,-,-,0.0127/0.0248,-,-,,0.01373050046280711,0.01373050046280711,0.03327977411780253,0.06069566827448507,[],"[0.01425373898241474, 0.024844808327576094]","[0.0231848792308898, 0.03751078904359527]"
30%,"Total variation
 distance",ca,-,-,-,-,0.1387/0.1884,-,-,-,-,0.1673/0.303,-,-,,0.1840278675572793,0.1840278675572793,0.4297273396538102,1.2887949421579452,[],"[0.18844142785319254, 0.3029575163398693]","[0.5155939485351249, 0.7732009936228202]"
30%,"Jensen-Shannon
 divergence",ca,-,-,-,-,0.0515/0.0573,-,-,-,-,0.0603/0.083,-,-,,0.06019632694906975,0.06019632694906975,0.1303430485631997,0.2521622982330074,[],"[0.057299824510344835, 0.08299361871791507]","[0.10882649884931346, 0.14333579938369395]"
50%,"Hellinger
 distance",ca,-,-,-,-,0.1965/0.2077,-,-,-,-,0.1993/0.2092,-,-,,0.20201825467538742,0.20201825467538742,0.41047043469728306,0.8127161847263651,[],"[0.20768323549771278, 0.20922112454607852]","[0.4042325507372746, 0.40848363398909043]"
50%,"Wasserstein
 distance",ca,-,-,-,-,0.0168/0.0227,-,-,-,-,0.0169/0.0222,-,-,,0.021073882444886612,0.021073882444886612,0.043509989311510344,0.07857599147900787,[],"[0.022679683418854863, 0.02219253031439259]","[0.039495486876589714, 0.03908050460241816]"
50%,"Total variation
 distance",ca,-,-,-,-,0.2389/0.267,-,-,-,-,0.2085/0.2746,-,-,,0.24723465473145775,0.24723465473145775,0.5180393171761457,1.5306194796252335,[],"[0.267048167092924, 0.27456115779645185]","[0.7730195305546964, 0.7575999490705372]"
50%,"Jensen-Shannon
 divergence",ca,-,-,-,-,0.0715/0.0743,-,-,-,-,0.0745/0.0754,-,-,,0.0725842373341642,0.0725842373341642,0.14743511769566636,0.2956800698924725,[],"[0.07429682023046107, 0.07540494049254323]","[0.14575935870733558, 0.1499207111851369]"
70%,"Hellinger
 distance",ca,-,-,-,-,0.2186/0.2399,-,-,-,-,0.2405/0.2761,-,-,,0.2529388185365401,0.2529388185365401,0.5109364141152573,0.9750971934434405,[],"[0.2398970394748575, 0.2760981516825767]","[0.45850347151935844, 0.516593721924082]"
70%,"Wasserstein
 distance",ca,-,-,-,-,0.0211/0.0248,-,-,-,-,0.0268/0.0407,-,-,,0.026306267640962923,0.026306267640962923,0.059044760531585166,0.11336233167912897,[],"[0.024790680204858064, 0.040686305576386424]","[0.045846519942171995, 0.06751581173695698]"
70%,"Total variation
 distance",ca,-,-,-,-,0.2825/0.3021,-,-,-,-,0.2783/0.4021,-,-,,0.32534251376642664,0.32534251376642664,0.6774436357939182,1.9691434730485406,[],"[0.30210206714211285, 0.4021001769128703]","[0.8866794079411859, 1.0824640651073547]"
70%,"Jensen-Shannon
 divergence",ca,-,-,-,-,0.0792/0.0872,-,-,-,-,0.0869/0.0933,-,-,,0.0912608862655668,0.0912608862655668,0.18154745878620512,0.34673039213229495,[],"[0.08723057567537182, 0.09334256936590482]","[0.16644471586069104, 0.1802856762716039]"
10%,"Hellinger
 distance",thal,0.0872/0.0395,-,0.0634/0.0395,-,0.0658/0.0395,0.0634/0.0692,0.0239/0.0296,-,-,0.0395/0.0494,0.0773/0.0773,0.0576/0.1296,,0.06745968347071236,0.06745968347071236,0.3043114606066891,0.9517084644953311,[],"[0.039516967663747196, 0.039516967663747196, 0.039516967663747196, 0.0691546934115576, 0.0296377257478104, 0.049396209579684, 0.07733892538664916, 0.1296250971550108]","[0.12673513496633315, 0.10288453514691377, 0.10528164119361431, 0.1325222608947242, 0.05348832556722978, 0.0889131772434312, 0.15467785077329832, 0.18720553870978637]"
10%,"Wasserstein
 distance",thal,0.0053/0.0021,-,0.0037/0.0021,-,0.0026/0.0021,0.0037/0.0037,0.0005/0.0016,-,-,0.0021/0.0027,0.0048/0.0047,0.0016/0.0063,,0.00212903949357586,0.00212903949357586,0.014822084270954005,0.04972570207029735,[],"[0.00211099678600319, 0.00211099678600319, 0.00211099678600319, 0.00371679775997142, 0.00158775826639556, 0.00267032072075616, 0.00474523209161401, 0.00633299035800957]","[0.00739751010479751, 0.00580975183840194, 0.00474523209161401, 0.0074335955199428495, 0.00211099678600319, 0.00478131750675935, 0.0095085068908007, 0.0079387913319778]"
10%,"Total variation
 distance",thal,0.0733/0.0297,-,0.0483/0.0297,-,0.0524/0.0321,0.0545/0.0547,0.015/0.0238,-,-,0.0269/0.0379,0.0641/0.0693,0.0386/0.1129,,0.044520936579760084,0.044520936579760084,0.2396037132801837,1.1533770151417202,[],"[0.029685771744595253, 0.029685771744595253, 0.032136752136752114, 0.05466422466422462, 0.02380341880341878, 0.03791208791208786, 0.06934389140271488, 0.11293363499245845]","[0.1327031138795844, 0.10763808087337493, 0.11664835164835156, 0.16383394383394367, 0.06260683760683755, 0.10270219976102318, 0.20273863391510435, 0.26450585362350054]"
10%,"Jensen-Shannon
 divergence",thal,0.0328/0.015,-,0.0239/0.015,-,0.0248/0.0149,0.0237/0.0261,0.0092/0.0112,-,-,0.0151/0.0187,0.0292/0.029,0.022/0.049,,0.025811436892775357,0.025811436892775357,0.11525880720744987,0.3597707414315482,[],"[0.015028966440736171, 0.015028966440736171, 0.014884082167820861, 0.02611001772673897, 0.01122856550669803, 0.01866547761475892, 0.028997240413258796, 0.048951424318601076]","[0.047871784057119365, 0.03897165516201738, 0.03971349758678709, 0.04979120491072001, 0.020463794543398542, 0.033810316552410666, 0.05818602834175678, 0.0709624602773383]"
30%,"Hellinger
 distance",thal,0.1326/0.1142,-,0.1525/0.1058,-,0.105/0.0877,0.1116/0.14,0.1084/0.0872,-,-,0.1305/0.2029,0.1382/0.1188,0.1202/0.1901,,0.13863158730571568,0.13863158730571568,0.6619884205110101,2.0457312254479114,[],"[0.11420875815718938, 0.10577449733559141, 0.08771102344456304, 0.13999719521292467, 0.08721816730258596, 0.20291988603813058, 0.11879373028671228, 0.19009040863289156]","[0.2468294921255486, 0.25829806935765987, 0.19267770240329674, 0.2515588184769071, 0.19563979953138433, 0.3334321747571289, 0.25703098217041753, 0.31026418662556843]"
30%,"Wasserstein
 distance",thal,0.0106/0.0085,-,0.0048/0.0079,-,0.0068/0.0063,0.0069/0.0122,0.0053/0.0053,-,-,0.0079/0.0196,0.01/0.01,0.0063/0.0127,,0.0063510330655822496,0.0063510330655822496,0.04755155580778991,0.14096767426532442,[],"[0.008462029851585461, 0.00792074862440514, 0.0063149476504369, 0.012160784903984218, 0.0052865133187943196, 0.019558295008781763, 0.01001370270283567, 0.01268402342359185]","[0.01901701378160143, 0.012684023423591831, 0.01315313382048144, 0.01901701378160142, 0.01055498393001596, 0.027497086340759584, 0.02004544811324402, 0.018998971074028752]"
30%,"Total variation
 distance",thal,0.1372/0.125,-,0.1065/0.1085,-,0.1038/0.0869,0.1065/0.1644,0.0918/0.0821,-,-,0.1194/0.2532,0.1418/0.1403,0.1117/0.2061,,0.12626696832579182,0.12626696832579182,0.7095939395571746,3.251981875025857,[],"[0.1250436491612962, 0.10848021259785963, 0.08693998811645867, 0.16438644688644688, 0.08212301587301583, 0.253218954248366, 0.1403471528471528, 0.20611452273216974]","[0.38726139873198684, 0.32345761050095406, 0.27764843000137107, 0.4352830502830502, 0.2560404872904872, 0.6258571412247882, 0.42246951577833913, 0.5239642412148804]"
30%,"Jensen-Shannon
 divergence",thal,0.049/0.0422,-,0.0593/0.0392,-,0.0391/0.0325,0.042/0.0513,0.0412/0.0327,-,-,0.0496/0.0741,0.0517/0.0434,0.0455/0.0713,,0.0527511504586987,0.0527511504586987,0.24612671505082723,0.7640910616816478,[],"[0.042150288398106216, 0.03920596601677968, 0.032478610882506406, 0.051332044306369194, 0.03272978297261221, 0.07412761855640605, 0.04341775396929361, 0.07130906408218368]","[0.09119763286232946, 0.098478036686726, 0.07158473155627085, 0.09331454019504107, 0.07395849738414279, 0.12368399767203317, 0.09511034537236965, 0.11676327995273476]"
50%,"Hellinger
 distance",thal,0.1695/0.1465,-,0.181/0.1473,-,0.1359/0.1107,0.1269/0.1765,0.1279/0.1084,-,-,0.1613/0.2314,0.1699/0.1766,0.1512/0.2043,,0.15880350644610491,0.15880350644610491,0.8096723609467436,2.525320242687371,[],"[0.14652715848346756, 0.14732885358482686, 0.11070904966079302, 0.17648708471387844, 0.10842163222879837, 0.23136549888358188, 0.1765783195397936, 0.2043201119061377]","[0.3160523431831651, 0.32832261551663566, 0.24664874684697008, 0.3033553583609764, 0.2362867860545897, 0.39265937715602994, 0.3464967613859643, 0.3554982541830397]"
50%,"Wasserstein
 distance",thal,0.0132/0.0142,-,0.0144/0.0126,-,0.0074/0.0084,0.0089/0.018,0.0042/0.0063,-,-,0.0095/0.0232,0.0132/0.0179,0.0063/0.0159,,0.0074155528123702,0.0074155528123702,0.06571154097968925,0.1938328074532678,[],"[0.01421765356726939, 0.0126479380084465, 0.0084259444364401, 0.017952494034813513, 0.00633299035800958, 0.02323900735360785, 0.017916408619668152, 0.01585953995638299]","[0.02744295821804155, 0.027009933236297322, 0.01578736912609226, 0.026901676990861233, 0.01057302663758865, 0.03278359965955392, 0.03114171327044031, 0.02219253031439257]"
50%,"Total variation
 distance",thal,0.1944/0.19,-,0.1596/0.1849,-,0.1353/0.1225,0.1332/0.2337,0.102/0.1059,-,-,0.1619/0.3076,0.1917/0.2329,0.1403/0.2418,,0.15695836026718377,0.15695836026718377,0.9666366306981631,4.457117852010838,[],"[0.19003065905542685, 0.18486874236874234, 0.12253108003108, 0.23373626373626372, 0.10586855954503012, 0.30760154061624645, 0.23289429868377232, 0.24182539682539678]","[0.5744202924698281, 0.5293298615953077, 0.380378094128094, 0.6006970480499891, 0.31374469484763595, 0.7771364071944566, 0.6574499623183833, 0.6239614914071434]"
50%,"Jensen-Shannon
 divergence",thal,0.0631/0.0524,-,0.0689/0.0532,-,0.0512/0.0402,0.0473/0.0632,0.0485/0.0403,-,-,0.0614/0.0837,0.0629/0.0632,0.0571/0.0759,,0.06021719115018827,0.06021719115018827,0.29625588041677303,0.9323976413986714,[],"[0.052429622394624655, 0.05316555405573927, 0.04020795962060343, 0.06317327782152692, 0.04033589358357293, 0.08369783279279916, 0.0631792608983175, 0.07588797736598567]","[0.11552897308149992, 0.12205277376061, 0.09137086464766683, 0.11046556227152829, 0.08879544960640631, 0.14505810315195655, 0.1260958837686902, 0.13303003111031328]"
70%,"Hellinger
 distance",thal,0.2044/0.192,-,0.2038/0.1752,-,0.1738/0.1647,0.1774/0.2153,0.1727/0.1274,-,-,0.1859/0.2139,0.2154/0.2499,0.1634/0.2515,,0.17925899411826138,0.17925899411826138,0.974203211647596,3.0867489319939603,[],"[0.19202927649841314, 0.17520663600341782, 0.16465556576287016, 0.21527505998165491, 0.12737229768381428, 0.21388546986273121, 0.2499356738627684, 0.2515284554029994]","[0.39645907701925676, 0.37898805826570947, 0.33846197589828086, 0.39268072996263426, 0.30008222864502754, 0.39981378411974167, 0.4653461441046828, 0.41491693397862717]"
70%,"Wasserstein
 distance",thal,0.0127/0.0201,-,0.0117/0.0164,-,0.0084/0.0164,0.009/0.0264,0.0047/0.0105,-,-,0.0137/0.0117,0.0148/0.0344,0.01/0.0191,,0.007397510104797519,0.007397510104797519,0.0848909391294448,0.24002213883932066,[],"[0.020063490820816703, 0.016364735768417942, 0.016382778475990623, 0.026414523886398988, 0.01051889851487062, 0.011691674507094633, 0.034425486048667533, 0.01912527002703751]","[0.032747514244408554, 0.02805641027551256, 0.024826765620003393, 0.035399792257592065, 0.01524608789891196, 0.025404132262329075, 0.049202463550689905, 0.02913897272987317]"
